Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),HOX(22),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49)
6.349184977503971e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999731,0.11866996602996277,0.022821567693054226,0.0,1.0168250018947769e-64,4.1730056157124076e-36,1.5813439353426282e-75,1.5393523048353079e-48,1.4931607194175683e-119,6.4562123295153799e-22,8.752437465495963e-102,6.4562123294330163e-22,2.3477378375879511e-68,6.8435568197351092e-67,1.514606607435031e-100,9.1519505413383966e-102,1.4254955937643081e-52,6.8986884711269768e-81,2.5604408426187943e-15,1.2310827106795958e-16,4.7452579266416547e-20,4.7452579293635787e-20,3.264657023407779e-32,1.3621756273868675e-29,4.8416782339601774e-35,3.2694267095414613e-41,4.1659225279271798e-66,1.4523483611403543e-49
1.2703886188698215e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999465,0.1186699660299602,0.022821567693054164,0.0,1.5994843447795324e-63,1.6702969657371766e-35,1.4630672058939722e-73,1.2327303128622582e-47,5.520428929938504e-117,1.291803387928986e-21,5.6102176597060907e-100,1.2918033878960191e-21,3.7604606762679514e-67,1.0764905737746302e-65,2.8007847637953162e-98,1.6923631198474227e-99,1.1214260626116573e-51,2.2100580640768782e-79,5.1231062211549425e-15,2.4632349979974568e-16,9.494638576822568e-20,9.4946385877176187e-20,1.2823892548756675e-31,5.4522330569250612e-29,3.8762724947233177e-34,3.794759655292863e-40,1.9297386423241832e-64,1.1627664587996795e-48
2.5413288611086704e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998926,0.11866996602995508,0.022821567693054039,0.0,2.4714403831915665e-62,6.6834211661142084e-35,1.512961090331931e-71,9.8668388115437318e-47,2.2815151299909163e-114,2.5841676979330903e-21,3.5933122562742695e-98,2.5841676978011791e-21,6.0200030475711826e-66,1.6632845994912289e-64,5.7892783408286169e-96,3.4981485478844428e-97,8.672822334218456e-51,7.0761526272167085e-78,1.0248436978222694e-14,4.9275395726330864e-16,1.8993399869015014e-19,1.8993399912611414e-19,4.9463999288618976e-31,2.1815878963103742e-28,3.1021736016667504e-33,4.9212253581471342e-39,9.9892160378445414e-63,9.3057404612890902e-48
5.083209345586368e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997849,0.11866996602994483,0.022821567693053792,0.0,3.6965566415290762e-61,2.673849783777325e-34,1.7060883394321328e-69,7.8954700481539458e-46,1.0284757173621422e-111,5.1688963181381304e-21,2.3006075857693891e-96,5.1688963176103978e-21,9.6346183781430423e-65,2.4876296997556246e-63,1.3051269112572156e-93,7.8861777591318392e-95,6.5007237516069156e-50,2.2650037225874163e-76,2.0499098492339999e-14,9.8561487219039711e-16,3.7990922420722373e-19,3.7990922595151002e-19,1.8450398514248481e-30,8.7276480306098096e-28,2.4821742479061752e-32,6.9530600885560943e-38,5.6367246651200127e-61,7.4461261068185554e-47
1.0166970314541763e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995701,0.11866996602992433,0.0228215676930533,0.0,5.2250769125051114e-60,1.0696638576597464e-33,2.0361117957901665e-67,6.3171757154346897e-45,4.9078779292792357e-109,1.0338353559335535e-20,1.4726729917914449e-94,1.0338353557224433e-20,1.5417480456553033e-63,3.5158350651771988e-62,3.114410817855946e-91,1.8818704228149039e-92,4.6141985185198041e-49,7.2490278561453679e-75,4.1000421520501837e-14,1.9713367020444249e-15,7.5985967393427056e-19,7.598596809129717e-19,6.4915650230431758e-30,3.4912440417681871e-27,1.9858704046626443e-31,1.0387762746221932e-36,3.3652016119703604e-59,5.9576583054552962e-46
2.0334492252452552e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991404,0.11866996602988332,0.022821567693052314,0.0,6.7592369670097478e-59,4.2791247004370883e-33,2.5114528120895619e-65,5.0540604301809417e-44,2.420961778554267e-106,2.0677268044879642e-20,9.4260164307908569e-93,2.0677268036434893e-20,2.4669641537436992e-62,4.5471856353366953e-61,7.6819206293905783e-89,4.6417701667030017e-90,3.0067335162815712e-48,2.3198514631919458e-73,8.2003067576534412e-14,3.9427803617518894e-15,1.5197605681599611e-18,1.5197605960818231e-18,2.0840744027201758e-29,1.3964750063439204e-26,1.588679679856138e-30,1.6029980228307424e-35,2.0759817727230201e-57,4.7666597868991914e-45
4.066953612827413e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982811,0.11866996602980132,0.022821567693050344,0.0,7.7730282586252024e-58,1.7119208020920836e-32,3.1534056658331891e-63,4.0433762392510911e-43,1.2157822250239526e-103,4.1355097028565048e-20,6.0329414295823998e-91,4.1355096994785368e-20,3.9472764262220209e-61,5.2275306354199341e-60,1.9289604666153159e-86,1.1655667347493214e-87,1.7483965899234077e-47,7.4237846800386996e-72,1.6400835968743523e-13,7.8856676811644603e-15,3.0395623356977318e-18,3.0395624474178992e-18,5.9268969838511067e-29,5.5853782688862916e-26,1.2708266264564922e-29,2.5173504844270687e-34,1.3034998665394011e-55,3.8139092826591685e-44
8.133962387991729e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996562,0.11866996602963731,0.022821567693046402,0.0,7.8908644395017399e-57,6.8496410652686782e-32,3.9956352373193074e-61,3.2347520671329517e-42,6.1616651120934157e-101,8.2710755046324603e-20,3.8611755163305644e-89,8.2710754911204499e-20,6.3157491509603742e-60,5.3046230211052481e-59,4.8881387640308451e-84,2.9536385188547706e-85,9.0007040579784883e-47,2.3756526399082351e-70,3.2801894390457937e-13,1.5771442319980197e-14,6.0791657871188324e-18,6.0791662341434843e-18,1.4845262350573396e-28,2.2336658678505937e-25,1.0164377812847978e-28,3.9891376978957853e-33,8.2588306722338792e-54,3.0519489060014992e-43
1.6267979938320361e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319931241,0.11866996602930928,0.022821567693038516,0.0,7.2338539274491075e-56,2.7413799661449379e-31,5.0844649319608434e-59,2.5878219512089903e-41,3.1362195828232186e-98,1.6542207128339884e-19,2.4711819714276523e-87,1.6542207074291561e-19,1.0105283634825552e-58,4.8609578791111475e-58,1.2440149039694673e-81,7.516910857795933e-83,4.1839327231284638e-46,7.6021545438553616e-69,6.5604011232023782e-13,3.1542991597574078e-14,1.2158372355343285e-17,1.2158374144114934e-17,3.3609826236273535e-28,8.9306461475127305e-25,8.127783449204091e-28,6.3495959500157671e-32,5.2548787587792703e-52,2.4428292766181383e-42
3.2536015038977627e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631986248,0.11866996602865322,0.022821567693022744,0.0,6.2111298482874056e-55,1.0977609252413929e-30,6.4790310343931215e-57,2.0702654672852642e-40,1.5985552340546305e-95,3.3084470456376742e-19,1.5815657934330392e-85,3.3084470240182921e-19,1.6168520202088848e-57,4.172357943444255e-57,3.170428605904988e-79,1.9157189428529073e-80,1.8160597898859872e-45,2.4326997912863721e-67,1.3120824490770351e-12,6.308609015261155e-14,2.4316784153321358e-17,2.4316791312301678e-17,7.1524394495970282e-28,3.5690214556179936e-24,6.496226225262238e-27,1.0126142324386258e-30,3.3481299080034831e-50,1.95627581377098e-41
6.5072085240292155e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319724956,0.11866996602734112,0.0228215676929912,0.0,5.1469178685104654e-54,4.40067398507458e-30,8.249291820133866e-55,1.6562151960190434e-39,8.1413483287634706e-93,6.6168997434938482e-19,1.0122048975291626e-83,6.6168996570162186e-19,2.586968028514193e-56,3.4567325479700955e-56,8.0733908604378448e-77,4.8783144708075557e-78,7.5782838911541061e-45,7.7846543473970163e-66,2.6241671222925507e-12,1.2617228726208527e-13,4.8633602395395355e-17,4.8633631058649e-17,1.4743797603970111e-27,1.4250201202730545e-23,5.1873808133058658e-26,1.615358772978686e-29,2.1314545539336154e-48,1.5682256352316641e-40
1.301442256429212e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631944991,0.1186699660247169,0.022821567692928115,0.0,4.1897542641172691e-53,1.7679314828376944e-29,1.0467044658963184e-52,1.3249727411449237e-38,4.1321167651461123e-90,1.3233805268201332e-18,6.4781177570577359e-82,1.3233804922290698e-18,4.1391510353992742e-55,2.8135433981105482e-55,2.0487987032497306e-74,1.2379784975401004e-75,3.0971157190880763e-44,2.4910908180226619e-64,5.2483364675312681e-12,2.5234468147862783e-13,9.7267217464024044e-17,9.7267332326332506e-17,2.9927465067796716e-27,5.6794668148963069e-23,4.1346110355871721e-25,2.5738194543895435e-28,1.3522020903471217e-46,1.2596805872599754e-39
2.602885064481793e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318899822,0.11866996601946846,0.022821567692801942,0.0,3.3808090465905355e-52,7.1323975145400334e-29,1.3178531169388842e-50,1.0599775553725619e-37,2.0811121861812066e-87,2.6467616833596321e-18,4.1459941983531121e-80,2.6467615449954092e-18,6.6226381375173903e-54,2.2701604791184158e-54,5.1592379233517157e-72,3.1174490239650831e-73,1.2523164244863602e-43,7.9714866568597477e-63,1.0496675153239447e-11,5.046894699020936e-13,1.9453436193928068e-16,1.9453482303007141e-16,6.029485460784498e-27,2.2554596086296332e-22,3.2834555645078699e-24,4.0876909185770466e-27,8.5119234041605717e-45,1.0158240138715573e-38
5.205770680586955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317799647,0.11866996600897158,0.022821567692549598,0.0,2.716266554634234e-51,2.900530139740195e-28,1.633433557922734e-48,8.4798039524352198e-37,1.031883992252773e-84,5.2935242028303215e-18,2.6534317943789815e-78,5.2935236493738728e-18,1.0596201337751181e-52,1.8238635954749457e-53,1.2790199942503082e-69,7.7284272857131255e-71,5.0365941666790694e-43,2.5508711004533131e-61,2.0993352505578784e-11,1.009379046710548e-12,3.8906830824239265e-16,3.8907016546568944e-16,1.210296364043266e-26,8.8938134872305538e-22,2.5887414827032871e-23,6.4477104897830321e-26,5.2744506688791107e-43,8.2533734889910922e-38
1.041154191279728e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315599296,0.11866996598797783,0.022821567692044908,0.0,2.1776680082620836e-50,1.1967926332211067e-27,1.9637022126370435e-46,6.7838142612674096e-36,4.9630265542368514e-82,1.0587050067335492e-17,1.6981897449164033e-76,1.058704785351394e-17,1.6953852420559823e-51,1.462183218602234e-52,3.0756430750090378e-67,1.8584449464498681e-68,2.0202082435302805e-42,8.1627545395355576e-60,4.198670713394939e-11,2.0187582001735463e-12,7.7813483026385889e-16,7.7814235835490427e-16,2.4249920463503088e-26,3.4590767875070933e-21,2.0124576335411277e-22,1.00333228735803e-24,3.1696540476434462e-41,6.7979322329467527e-37
2.082308437721793e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311198594,0.11866996594599033,0.022821567691035528,0.0,1.7440054996030804e-49,5.0581705558589233e-27,2.2292355125473298e-44,5.4270041619761313e-35,2.2544829191762544e-79,2.1174105098577693e-17,1.0868326098065657e-74,2.1174096243326655e-17,2.7125935381944477e-50,1.1709797633159809e-51,6.9847855772726013e-65,4.2205280641007901e-66,8.0926555791381128e-42,2.6120598081432915e-58,8.3973416085458294e-11,4.0375165064839028e-12,1.5562623920064722e-15,1.5562932447891608e-15,4.8543835955753203e-26,1.3106962758312189e-20,1.5230686638157235e-21,1.5213729184020883e-23,1.7982382500222285e-39,5.7283541270832816e-36
4.164616930605923e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302397189,0.11866996586201534,0.022821567689016772,0.0,1.3959688608924107e-48,2.2107328952089094e-26,2.2863656366673529e-42,4.3415273331775438e-34,9.2555797661413623e-77,4.2348228369803062e-17,6.9556147302101364e-73,4.2348192949082544e-17,4.3400761141878222e-49,9.372709924555573e-51,1.4334340745119639e-62,8.661464597877051e-64,3.2400200260430216e-41,8.3584520056887821e-57,1.6794683276754687e-10,8.0750331166420612e-12,3.1124955866001594e-15,3.1126242009385217e-15,9.7131674324791172e-26,4.7382531402979399e-20,1.0977918154264936e-20,2.200605113670713e-22,9.2128574549363612e-38,4.9859008623317376e-35
6.246925423490053e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756293595785,0.11866996577804034,0.022821567686998015,0.0,4.1423864635012903e-48,4.9425506785657633e-26,1.4014774035432466e-41,1.2888780914535016e-33,7.4808730753671454e-76,6.3522364849583565e-17,3.9491696380170713e-72,6.3522289580968897e-17,1.6419255514607579e-48,2.7829274772784981e-50,1.0177165035928683e-61,6.1495083910042319e-63,6.8876177412559648e-41,3.8991728461932188e-56,2.5192024822870622e-10,1.2112549724337663e-11,4.6687068526120367e-15,4.6689870478290476e-15,1.4571952254766436e-25,9.4100917407490052e-20,2.9609408057306625e-20,7.7256635551760679e-22,4.7724672042189408e-37,1.4852221044986516e-34
1.0411542409258312e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275992977,0.11866996561009036,0.022821567682960498,0.0,1.9401549933323886e-47,1.5049446961675959e-25,4.500361255271547e-40,6.0371709421301753e-33,7.4400248569767583e-74,1.0587069064186966e-16,1.0616101189976183e-70,1.0587048254926579e-16,1.2957824262011607e-47,1.3037619309047271e-49,5.7172705702343342e-60,3.4546339568866337e-61,1.9055414629255343e-40,5.2249795386475517e-55,4.198670742673083e-10,2.0187582929878643e-11,7.7810416727863936e-15,7.7818565569718498e-15,2.4289524853905944e-25,2.2289156326147487e-19,1.1615469062266824e-19,5.1073924463412205e-21,8.8711849797549243e-36,7.4935628629583837e-34
1.4159697696449746e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675626015045,0.11866996545893538,0.022821567679326735,0.0,4.4756857880976141e-47,2.817935708522362e-25,1.9571584302699539e-39,1.3931093989520755e-32,3.8947493118415463e-73,1.4398422652981969e-16,4.6095928726305072e-70,1.4398385598206154e-16,3.6363284879849349e-47,3.0086853010801911e-49,2.7555425920044699e-59,1.665023024785499e-60,3.3946340775120403e-40,1.734111310323185e-54,5.7101921375719771e-10,2.7455112806908937e-11,1.0582072162929307e-14,1.0583564419950044e-14,3.3035343555049272e-25,3.5974071793455987e-19,2.3995054118865209e-19,1.3138590165229528e-20,3.4049432285423925e-35,1.7590831923127054e-33
1.790785298364118e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756244307923,0.1186699653077804,0.022821567675692971,0.0,8.6156674406466108e-47,4.5819813894203442e-25,6.1639157122096408e-39,2.682297342724722e-32,1.6410863596831628e-72,1.82097807586978e-16,1.3957722854335697e-69,1.8209722916222819e-16,8.325456155619199e-47,5.7931764789182512e-49,1.0104361643704851e-58,6.1055102552930999e-60,5.3012748025725618e-40,4.6595108269801672e-54,7.2217134907154148e-10,3.4722642675517361e-11,1.3383027664054488e-14,1.3385413411827181e-14,4.1781165298896503e-25,5.1226541675159741e-19,4.1680512868013591e-19,2.7556317234425194e-20,9.0320783809413333e-35,3.4484478602662027e-33
2.165600827083261e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756228465395,0.11866996515662542,0.022821567672059208,0.0,1.4645613329356612e-46,6.7861796673385569e-25,1.5863419566987223e-38,4.5604766605241823e-32,5.1709638093276977e-72,2.2021143131017295e-16,3.6235278115314848e-69,2.2021060210376261e-16,1.623489394191014e-46,9.8499459845531214e-49,2.8830716585871827e-58,1.7420812324415208e-59,7.6027731405684048e-40,1.0307813679980848e-53,8.7332348044164014e-10,4.1990172536170419e-11,1.6183912331869926e-14,1.6187401231096357e-14,5.0526990380784329e-25,6.7580552725124524e-19,6.4584233472451965e-19,4.9733816821182586e-20,2.0956385567426537e-34,5.9355007510289237e-33
2.915231884521548e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756196780341,0.1186699648543155,0.022821567664791678,0.0,3.2367077596420064e-46,1.2227626547881555e-24,6.5778583366980392e-38,1.0082892333764907e-31,2.7406950287368596e-71,2.9643877605260197e-16,1.6027168770022369e-68,2.9643734744264037e-16,4.31017908377473e-46,2.1778506543092641e-48,1.3517055620523549e-57,8.1676024502720206e-59,1.3107535420695276e-39,3.2430884398653009e-53,1.1756277341870595e-09,5.6525232239334498e-11,2.1785520138538171e-14,2.1791706418251897e-14,6.801865035495917e-25,1.0201188006733005e-18,1.2257230710098164e-18,1.1686230894163687e-19,7.7089513092621004e-34,1.3189597939560247e-32
3.664862941959835e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756165095286,0.11866996455200558,0.022821567657524147,0.0,6.0616870647942795e-46,1.9370421807577306e-24,1.9489766313948797e-37,1.8889520509284453e-31,9.9409873186369361e-71,3.7266627849711129e-16,4.8225966794356356e-68,3.7266409189944614e-16,9.3491188716559545e-46,4.0801742584095599e-48,4.4634295320408051e-57,2.696999960983681e-58,2.0075677298407276e-39,8.0216633022626453e-53,1.4779319733529435e-09,7.1060291913092345e-11,2.7386866131346117e-14,2.7396559609989001e-14,8.5510322879227485e-25,1.3851223407587094e-18,2.0036592694397759e-18,2.2751911846370451e-19,1.9914540419307403e-33,2.4748360663938228e-32
4.414493999398122e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756133410243,0.11866996424969568,0.022821567650256617,0.0,1.0256117959739928e-45,2.8366063131165501e-24,4.8886423060318603e-37,3.1967608634234269e-31,3.0373457761290107e-70,4.4889394933291236e-16,1.2483564977927783e-67,4.4889083541436086e-16,1.8067809628344625e-45,6.9052721007261403e-48,1.2432880856886751e-56,7.5124872956356256e-58,2.8609667013707047e-39,1.7447082777917128e-52,1.7802361969503971e-09,8.5595351555449369e-11,3.2987932564281924e-14,3.3002019808775712e-14,1.0300200830511491e-24,1.7624927475843936e-18,2.9906691163647811e-18,3.9678669147737027e-19,4.4476562199600578e-33,4.204203903569992e-32
5.913756114274695e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675607004015,0.11866996364507593,0.022821567635721556,0.0,2.4383150860270258e-45,5.2116263608817459e-24,2.6590087119556952e-36,7.6016610584790061e-31,3.3564113255268224e-69,6.0134980561985568e-16,7.7241283022629737e-67,6.0134431956550423e-16,5.6849684115957482e-45,1.642118952860431e-47,9.5756218878580216e-56,5.7859923913640667e-57,5.0484405076392742e-39,7.309247261687541e-52,2.3848445965627478e-09,1.1466547074419169e-10,4.4189211076045386e-14,4.4214894467596662e-14,1.3798541733687093e-24,2.5291256078967097e-18,5.5562300797000337e-18,9.8774458679544819e-19,1.7201626194415548e-32,1.0159602203447218e-31
7.413018229151269e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756006670063,0.11866996304045624,0.022821567621186496,0.0,4.7614071002147939e-45,8.3548056813403595e-24,8.7982330648372609e-36,1.4844613494075887e-30,1.6339533557578921e-68,7.5380634587646005e-16,2.7949496401548984e-66,7.5379779989042667e-16,1.3655532152361848e-44,3.2069046828832217e-47,3.8701265514520125e-55,2.3384896057899605e-56,7.8768386537827204e-39,2.1393062910458298e-51,2.9894529329294741e-09,1.4373558980537054e-10,5.5389354075086836e-14,5.5430437217707719e-14,1.7296887755447915e-24,3.3042318934922075e-18,8.8519632657932328e-18,1.9775659685087145e-18,4.5912263335957617e-32,2.0150098802242524e-31
1.0411542458904416e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755879929906,0.11866996183121704,0.022821567592116378,0.0,1.3315319865800679e-44,1.6955915255194733e-23,5.924916995101032e-35,4.1504870726791623e-30,2.7277249557270478e-67,1.0587214793044731e-15,2.4489619501173618e-65,1.0587047490544736e-15,5.4946962534510344e-44,8.9672439160135833e-47,4.0605742642819973e-54,2.453555969678837e-55,1.5473804189134949e-38,1.2635606752734584e-50,4.1986694157998972e-09,2.0187582754478338e-10,7.7786231865493926e-14,7.786999045233489e-14,2.4293595154161287e-24,4.8557670737264964e-18,1.7223706868834584e-17,5.5898101449879111e-18,2.0210606986555113e-31,5.7958835736993532e-31
1.3410066688657563e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755753189771,0.1186699606219781,0.02282156756304626,0.0,2.8294284250464765e-44,2.8643642651775219e-23,2.0991038787181819e-34,8.8170833061097996e-30,1.4624849870592152e-66,1.3636393495813171e-15,1.0195339513213374e-64,1.3636116829046752e-15,1.4803788416518192e-43,1.9051149300008502e-46,1.7857615765041069e-53,1.0790235844126395e-54,2.5674345314806007e-38,4.2648913227614093e-50,5.407885645519651e-09,2.6001606477360314e-10,1.0017856599511117e-13,1.0032119486583622e-13,3.1290323039963891e-24,6.4076903893011739e-18,2.7609188478039095e-17,1.1739580777410619e-17,5.6732555814360062e-31,1.2545290874270918e-30
1.9407115148163857e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755499709579,0.11866995820350097,0.022821567504906024,0.0,8.6968349879840955e-44,6.1279439022700023e-23,1.4678517988846709e-33,2.7079864659417554e-29,2.6618842702756137e-65,1.9734832984091575e-15,1.0950136311127858e-63,1.9734255046645919e-15,6.8010586100576617e-43,5.852242862752488e-46,1.9951568678832602e-52,1.2055382892177347e-53,5.4016235249879975e-38,2.9977480607555172e-49,7.8263173454513283e-09,3.7629653769935085e-10,1.4494960704709667e-13,1.4526064429481546e-13,4.5283840344470442e-24,9.5084698584170419e-18,5.2331465859784054e-17,3.3742062361859842e-17,2.5239424674205084e-30,3.9541887923826983e-30
2.540416360767015e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755246229481,0.11866995578502486,0.022821567446765788,0.0,1.9367704900688603e-43,1.0625969777325584e-22,5.1919219637677709e-33,6.0261841975051291e-29,1.440838960804527e-64,2.5833381886369018e-15,4.8969346092572091e-63,2.5832392651753183e-15,1.9418105667107298e-42,1.3025280084652709e-45,8.820142261523809e-52,5.3293895644487175e-53,9.3079313275768904e-38,1.0810650249753372e-48,1.0244748032706194e-08,4.9257700858257669e-10,1.8970248341560502e-13,1.902508568244672e-13,5.9277439809832412e-24,1.2607415349429084e-17,8.0927247612432394e-17,7.006953341840399e-17,7.0039356537145904e-30,8.9266740389507698e-30
3.140121206717645e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754992749477,0.11866995336654976,0.022821567388625553,0.0,3.624843046513685e-43,1.6358167840783955e-22,1.3675898775652027e-32,1.1270210183835455e-28,5.2305905316967136e-64,3.1932040160590315e-15,1.5792800237953715e-62,3.1930529644434795e-15,4.3903347979882486e-42,2.4363684183790908e-45,2.7477750199101536e-51,1.6602778774553507e-52,1.4305592929319024e-37,2.9141696434264789e-48,1.2663177707278419e-08,6.0885747742326833e-10,2.3443720208645062e-13,2.3529334926001128e-13,7.3271121584795554e-24,1.5705043555172522e-17,1.1185774954788862e-16,1.2225328009775817e-16,1.5349647877707868e-29,1.6853730637640544e-29
3.739826052668274e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754739269579,0.11866995094807567,0.022821567330485317,0.0,6.0786428883446511e-43,2.3324268042253607e-22,3.0190897556246385e-32,1.8885274822853381e-28,1.5133926363071043e-63,3.8030807763103983e-15,4.2073516414600994e-62,3.8028666024762928e-15,8.6047160508090191e-42,4.0831939096185686e-45,6.9863461009531272e-51,4.2213092054968776e-52,2.0414358578039283e-37,6.6075247781129707e-48,1.5081606369166346e-08,7.2513794422142265e-10,2.7915377031056547e-13,2.8038909670457945e-13,8.7264885821300435e-24,1.8801437745191563e-17,1.4412596074785343e-16,1.9128298357052498e-16,2.9007559912283544e-29,2.8435516461414555e-29
4.339530898618903e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754485789769,0.1186699485296026,0.022821567272345088,0.0,9.4181246998032273e-43,3.1524048679665668e-22,5.8214688811575152e-32,2.9239205518218984e-28,3.5945991324977135e-63,4.4129684657692813e-15,9.5885003963672455e-62,4.4126801792798762e-15,1.5146725610765566e-41,6.3227362392213379e-45,1.5046342084366799e-50,9.0912834184308385e-52,2.7650560645758165e-37,1.3063305195906962e-47,1.7500034018369738e-08,8.4141840897703889e-10,3.2385219410396326e-13,3.2553859880636161e-13,1.0125873267086142e-23,2.1896586654664725e-17,1.7721421738587974e-16,2.7767030656044692e-16,4.9376700726390226e-29,4.4251061676145086e-29
4.939235744569532e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754232310054,0.11866994611113053,0.022821567214204856,0.0,1.3803141248208729e-42,4.0957214192265635e-22,1.0329231643607101e-31,4.282083662178235e-28,7.8064638451821724e-63,5.0228670796142715e-15,1.9884068310481489e-61,5.0224936948624686e-15,2.4876934034668058e-41,9.2610124707165685e-45,2.9668875113586265e-50,1.7926379579552748e-51,3.6035922264523765e-37,2.3862460531384887e-47,1.9918460654888742e-08,9.5769887169011719e-10,3.6853248147545081e-13,3.7074226958047418e-13,1.1525266228051375e-23,2.4990479873350329e-17,2.1068451383430436e-16,3.8184526112944406e-16,7.7861946738083232e-29,6.5070527945455333e-29
6.138645436470791e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756753725350919,0.11866994127418944,0.022821567097924395,0.0,2.6319782064716736e-42,6.3522573546854484e-22,2.7194157488147463e-31,8.1523528467230933e-28,3.0447439309052936e-62,6.2426970621216027e-15,7.0800321543873425e-61,6.2421205423963224e-15,5.7936737490689659e-41,1.7636735502336393e-44,9.5598768432082826e-50,5.7761408904694051e-51,5.6336739028489437e-37,6.7477237405229627e-47,2.4755310889875038e-08,1.1902597909886627e-09,4.5783867741872977e-13,4.6131266463778569e-13,1.4324077038485525e-23,3.1174499926916795e-17,2.781323910242611e-16,6.4416645175994771e-16,1.6488053762456051e-28,1.2465022515714e-28
7.33805512837205e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756753218392166,0.11866993643725239,0.022821566981643938,0.0,4.4843462323845942e-42,9.1018106934725177e-22,5.9695149713337402e-31,1.3868104636603693e-27,9.1429077651709411e-62,7.4625706873723942e-15,1.9840940434637386e-60,7.4617471451408581e-15,1.1661084046485804e-40,3.0011270376775779e-44,2.4745502378357684e-49,1.4951215663840236e-50,8.1481054966764112e-37,1.5917013338798879e-46,2.9592157074128282e-08,1.4228207021170634e-09,5.470724187038043e-13,5.5210101789800046e-13,1.7122921136280533e-23,3.735350322985659e-17,3.4555198151051382e-16,9.7910363399618023e-16,3.0174201011550366e-28,2.129977232447474e-28
8.537464820273308e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756752711433796,0.1186699316003194,0.022821566865363491,0.0,7.0573152797353615e-42,1.2344161501010765e-21,1.1544176376077902e-30,2.1790924709947736e-27,2.3129631902275083e-61,8.6824879195555281e-15,4.7484645520921859e-60,8.6813735031581725e-15,2.1156684159179397e-40,4.7170893410761804e-44,5.5106360080431187e-49,3.3294840337308944e-50,1.1163023568260428e-36,3.305138914639332e-46,3.4428999207651861e-08,1.6553816050753242e-09,6.3623376481621311e-13,6.4310727032660848e-13,1.9921798638464526e-23,4.3527492476649154e-17,4.1282396535470499e-16,1.3867166753343618e-15,4.9951186590732381e-28,3.3583397706855046e-28
