Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H6(54),C2H6(343),C4H7(69),C2H5(67),C2H3(53),C2H2(37),C4H5X(379),C4H5X(380),C4H6a(378),C6H10(383),C6H9X(683),C6H9(674),C6H9X(684),C6H9X(578),C6H8(592),C6H7X(962),C6H7X(600),C6H7X(963),C4H7X(140),C4H7(68),C4H7X(145),C4H7X(146),SX(1187),C8H10(601),SX(1779),S(1778),S(1783),S(2209),SX(1208),S(4046),S(2202),SX(5031),C8H8(5307),S(1704),SX(1780)
5.1184329805846616e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583585849,0.66999999999907223,1.2673425274669914e-30,5.8012574144316964e-44,1.3766014622059022e-23,4.3500974600266208e-38,1.0991031787099565e-52,1.1474395871292965e-62,0.0,1.0410674924730378e-57,4.0625668866021818e-74,9.2790400465402145e-13,9.2790400468768484e-13,2.2229995962964812e-23,3.0162678447362125e-24,1.0738566505604286e-23,4.6071928451356285e-31,1.3839989363572042e-26,1.4529849871634273e-29,4.7009515164350218e-26,6.627294783109405e-27,1.2429774706935541e-31,1.3987885679194242e-36,1.451812453780747e-38,8.3745756503977299e-39,1.5775098289764992e-50,8.5467421419330462e-53,1.3871338780214142e-50,1.2166578178729993e-42,9.0367872219608009e-44,4.2275742685079405e-49,2.0006417657904525e-56,1.0005949394563935e-56,8.5002077384058957e-30,3.2763777411198284e-32,7.5436169333752086e-36,7.2667649496448499e-47,3.8791017821111132e-60,2.5396177590582733e-61,8.5912214974495205e-67,1.1764859220393159e-72,8.2700319697873639e-74,1.5142435433785204e-73,4.0658389850222466e-74,4.6413952942211174e-77,4.9134876898195834e-74,3.071047848951811e-83,3.5473129232419569e-80,8.3480141338626385e-63,4.0667815847898084e-74
6.824581164298845e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583523987,0.66999999999876292,2.8932096365102555e-30,2.278034370149139e-43,2.3483084131986359e-23,7.4089148846030401e-38,3.1102954479236013e-52,6.7033392801502107e-62,0.0,3.7735190140185834e-57,2.4951945918719103e-73,1.2371951789519211e-12,1.2371951790294333e-12,4.8433853963295844e-23,4.2052399881778505e-24,1.9258822318953415e-23,1.2395895045726466e-30,2.4818388860630675e-26,3.0645546443589107e-29,8.0184951319577439e-26,1.1305334866934796e-26,2.7530786988589951e-31,3.0981682725523583e-36,3.2156340600817957e-38,1.8548932161504281e-38,4.1839251102903041e-50,2.6545711547920339e-52,3.6824017606835748e-50,3.1917205353452515e-42,2.7819885241503965e-43,1.4978758359842851e-48,7.0882287519761329e-56,3.5452182675531532e-56,1.5229915093561343e-29,7.2509087066194576e-32,2.0012560399415822e-35,2.2576149318558888e-46,1.5565876932433403e-59,6.39079379394642e-61,3.0047616406118877e-66,3.0239360346679185e-72,2.1662300274640487e-73,5.3640055179622825e-73,1.4219245656616992e-73,1.6915523633999324e-76,1.744756854513676e-73,1.0907754416629464e-82,1.6052099092067218e-79,3.7489842668906186e-62,1.4223459696685617e-73
8.530729348013028e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583462136,0.66999999999845361,5.1819454964032945e-30,6.0836775305835049e-43,3.4851979255637907e-23,1.098250301773399e-37,6.4861222953840805e-52,2.5271435878828812e-61,0.0,9.5573260793334534e-57,1.0206320974279713e-72,1.5464806379689022e-12,1.5464806381083841e-12,8.4527324577610571e-23,5.3993632426500914e-24,2.942481734605929e-23,2.5072878427608523e-30,3.7915967307696796e-26,5.2094945846234114e-29,1.1899669773099178e-25,1.6778607859792777e-26,4.8085672004552903e-31,5.4112756320885587e-36,5.6164831001061066e-38,3.2397891708468029e-38,8.1211968160939942e-50,5.6108474572301817e-52,7.1517388506165913e-50,6.1541083347250106e-42,5.8533174631071556e-43,3.3774150233049679e-48,1.5982255810951725e-55,7.9937719092435072e-56,2.3252392511186144e-29,1.2657512098732604e-31,3.8851460076993235e-35,4.7725051888715234e-46,3.7063088712833216e-59,9.1717219656370334e-61,6.1287096265192674e-66,4.4439894483942878e-72,3.2516718146053177e-73,1.1043315864542432e-72,2.9000686292585617e-73,3.5589972921054868e-76,3.6002568656232501e-73,2.2511901420155185e-82,3.9820055535867377e-79,9.3114595288878038e-62,2.9011061736550366e-73
1e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583408868,0.66999999999818727,8.0059534091607794e-30,1.3333101876596363e-42,4.638150313467992e-23,1.4600211790965164e-37,1.1405657817528954e-51,7.0598390947600858e-61,0.0,1.9760092689509671e-56,3.06116201197651e-72,1.8128183549890324e-12,1.8128183552053555e-12,1.2822095542663845e-22,6.4297784950033274e-24,3.9915642025453485e-23,4.3128289579832691e-30,5.1430270109251535e-26,7.7029354367874628e-29,1.5835281658839325e-25,2.2329215039699623e-26,7.2496242894878105e-31,8.1582444741992227e-36,8.4676943412277464e-38,4.8844702191776279e-38,1.336421846789032e-49,9.9460463577709083e-52,1.1775146193079406e-49,1.0063990120745198e-41,1.0329863917965344e-42,6.3528187750301102e-48,3.0061553937188099e-55,1.5036057778969124e-55,3.1522214171212976e-29,1.9073345349829351e-31,6.3943343130015304e-35,8.461154598330952e-46,7.351823913646602e-59,1.1298830132924701e-60,9.0604195524329349e-66,5.4743383179204868e-72,4.0128158926565143e-73,1.6371699871013658e-72,4.2870791979919374e-73,5.3312552540361488e-76,5.3489222287005508e-73,3.3448611878594911e-82,6.8641169660314016e-79,1.9304163347347474e-61,4.2888584066157415e-73
1.0511599078565871e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583390322,0.66999999999809456,9.17456006789392e-30,1.672014288619494e-42,5.0773819430375516e-23,1.5977248279531146e-37,1.3555753406976185e-51,9.2753499707265117e-61,0.0,2.4446961252466875e-56,4.0706597859435558e-72,1.9055553903652022e-12,1.9055553906133802e-12,1.4617436679008069e-22,6.7890204744323657e-24,4.3945674254777217e-23,5.0965729773126485e-30,5.6621444162315387e-26,8.7115335468326211e-29,1.7334528613737924e-25,2.44437888904363e-26,8.2453363351361008e-31,9.2787336095977647e-36,9.6307107948108855e-38,5.5553398807911077e-38,1.5592195903406988e-49,1.1844230445456644e-51,1.3740316191851115e-49,1.1720552109755531e-41,1.2286446347469076e-42,7.6835683194430846e-48,3.6358475223386543e-55,1.8185721216417021e-55,3.4697421547158022e-29,2.1689598260783521e-31,7.460666747395018e-35,1.0076335778298299e-45,9.0109229331467629e-59,1.1981335373332738e-60,1.0133692004740774e-65,5.7912815357181515e-72,4.2401383708576052e-73,1.8322086134240385e-72,4.7948167035206468e-73,5.9839953844934287e-76,5.9905571967745572e-73,3.7461740130320527e-82,8.0491040053613342e-79,2.3913661211562449e-61,4.7969000053899755e-73
1.2492468809118715e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583318507,0.66999999999773552,1.5046901173134553e-29,3.9418532350243352e-42,6.9877005989171809e-23,2.1955718718290926e-37,2.5721203994216724e-51,2.621868845468754e-60,0.0,5.4481991300176419e-56,1.1857185227378123e-71,2.2646142126308448e-12,2.264614213039642e-12,2.3537921352694746e-22,8.1798354454500661e-24,6.1645928003182198e-23,9.4807555914580571e-30,7.941857338974407e-26,1.362883980836179e-28,2.3854430467031161e-25,3.3640559240218291e-26,1.317577901389066e-30,1.482696906049767e-35,1.5389612115848205e-37,8.8772810030548769e-38,2.7949435463070384e-49,2.3596756618920056e-51,2.4650667005073919e-49,2.0804614634680958e-41,2.4284592614065468e-42,1.6774138250919667e-47,7.9371988217931123e-55,3.9701596313706464e-55,4.862766541944586e-29,3.463287919294262e-31,1.3376554088787658e-34,2.00795161644984e-45,2.1594043204922031e-58,2.1237914753116936e-60,1.7593786267286539e-65,1.0148107012767826e-71,7.3534841430666014e-73,3.1745668459109156e-72,8.3241918593965362e-73,1.0372969332106947e-75,1.0398534326366688e-72,6.5026659239071327e-82,1.5546564818127517e-78,6.2718611075062044e-61,8.3282026869431102e-73
1.4473338539671559e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583246709,0.66999999999737647,2.3128937054691874e-29,8.4865093635493059e-42,9.2198528134643901e-23,2.8925162471597924e-37,4.4869484863653216e-51,6.5578979385270481e-60,0.0,1.0880370017755342e-55,3.1894181099607312e-71,2.6236543961189354e-12,2.6236543967495939e-12,3.5682324827216889e-22,9.5705737447051738e-24,8.2564315172991722e-23,1.6306842917218346e-29,1.0635594388220708e-25,2.0189954295960399e-28,3.147172514298423e-25,4.4386728983695864e-26,1.9859783767613628e-30,2.2348361967541161e-35,2.3196770541408478e-37,1.3380730393071356e-37,4.6771358949223891e-49,4.3453736745738665e-51,4.1285970147577596e-49,3.4477237600213407e-41,4.4374244787943284e-42,3.3511136271237747e-47,1.5856257610201135e-54,7.9315334236272463e-55,6.5066699617712517e-29,5.2161531911723789e-31,2.2389907485276376e-34,3.698545662850918e-45,4.6838626145562313e-58,3.8510016393096282e-60,3.0355936932374226e-65,1.8358448008046363e-71,1.3259327657456625e-72,5.4657175669123289e-72,1.4361973640633174e-72,1.7821636379870998e-75,1.7921181219058945e-72,1.1206715243479829e-81,2.8283099203510566e-78,1.4707378616398575e-60,1.4369258915945355e-72
1.64542082702244e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583174899,0.66999999999701743,3.378975088416551e-29,1.6803363464596235e-41,1.1777533973320505e-22,3.6892097232131222e-37,7.3279437047327393e-51,1.4729265571277932e-59,0.0,1.9971357397347314e-55,7.7037188119838497e-71,2.9826729212191359e-12,2.9826729221432937e-12,5.1572343141622724e-22,1.0961072215471302e-23,1.0673853205508633e-22,2.6355297064224136e-29,1.3748061490586337e-25,2.8660885976817651e-28,4.0198703421473674e-25,5.6700091625389079e-26,2.8600244600657771e-30,3.2183661978802109e-35,3.3406009735796591e-37,1.9269786250786133e-37,7.4170413029687596e-49,7.5305627976037835e-51,6.55278850895503e-49,5.4138961683183138e-41,7.6298514061321995e-42,6.2608257998828488e-47,2.9622889338967343e-54,1.4818352000841172e-54,8.4036123238913211e-29,7.5058915784000225e-31,3.5514507050185074e-34,6.4111380611771188e-45,9.4459701267628475e-58,7.2669810449907377e-60,5.451983067749441e-65,3.4644375803138946e-71,2.5012616673479608e-72,9.8026748023089712e-72,2.5794216888620909e-72,3.1879837783929142e-75,3.2146679774255651e-72,2.0102008878275159e-81,5.1216745909987632e-78,3.1884860051980887e-60,2.5807405224910017e-72
2.041594773133009e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583031303,0.66999999999629944,6.4091116186460823e-29,5.4572934697197052e-41,1.7870264946107142e-22,5.5803641620274444e-37,1.6776410772157295e-50,5.9319358800851564e-59,0.0,5.5673335666298627e-55,3.626887098580993e-70,3.7006348624741515e-12,3.7006348642352045e-12,9.6339191992063381e-22,1.3741747187137327e-23,1.6486397111799855e-22,5.9480595904431723e-29,2.1229895033760643e-25,5.2216267935175519e-28,6.0983273645767886e-25,8.6032169970715475e-26,5.3262284110349407e-30,5.9933949260406458e-35,6.2212684340809269e-37,3.5886510846247764e-37,1.6330187823400704e-48,1.9360800901336798e-50,1.4451832130994134e-48,1.1693114306028794e-40,1.9317119557581376e-41,1.8342143364598353e-46,8.6778877838583076e-54,4.3412930708622184e-54,1.2954586404211603e-28,1.3956309479806751e-30,7.8229395894295012e-34,1.6490531460788653e-44,3.1672061669477236e-57,2.4452771892012137e-59,1.7846480243457115e-64,1.1667184686124326e-70,8.4306865676637513e-72,3.2070489470864361e-71,8.4434560939256556e-72,1.0412530263265075e-74,1.0515076668646317e-71,6.5752273266197718e-81,1.6599139155455485e-77,1.215589515993906e-59,8.4477310321946754e-72
2.4377687192435776e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582887746,0.66999999999558157,1.0886731288805953e-28,1.4468410267046152e-40,2.5271407444149585e-22,7.8667253809988248e-37,3.3385812451390751e-50,1.8634009990677175e-58,0.0,1.3037801868755887e-54,1.2675397219534563e-69,4.4184762565776354e-12,4.4184762595791645e-12,1.6194396155745049e-21,1.6521917196865552e-23,2.3608219714010384e-22,1.1724650481334309e-28,3.039387034842955e-25,8.638031947844631e-28,8.6224364574620133e-25,1.216633646369316e-25,8.9547634736231139e-30,1.0076101307139984e-34,1.0459678432799383e-36,6.0335182116268755e-37,3.1731990507244984e-48,4.3011489190357114e-50,2.8129562736100113e-48,2.2295676283569778e-40,4.2280249015070963e-41,4.5495839306069356e-46,2.1523116615401983e-53,1.0768158316448064e-53,1.8513903768980193e-28,2.3426911047408512e-30,1.5208268253426178e-33,3.6651697686854475e-44,8.7983910614622977e-57,7.3146773696625937e-59,5.4763555297771677e-64,3.4958285104898327e-70,2.5299369738446137e-71,9.8467482323811351e-71,2.5909367210183607e-71,3.2007127048311051e-74,3.2286955971375793e-71,2.0189689436269463e-80,5.1145182722045268e-77,3.7521928722414788e-59,2.5922537394043729e-71
2.8339426653541463e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.273322825827442,0.66999999999486382,1.7116961899598703e-28,3.3678030477009353e-40,3.3983273602471473e-22,1.0544797400351379e-36,6.0279493570912016e-50,5.0271551859794435e-58,0.0,2.7103639440769596e-54,3.7718325179987521e-69,5.136172208680401e-12,5.136172213411862e-12,2.5268187991747991e-21,1.9301622054736838e-23,3.2042143609600775e-22,2.1024006030220712e-28,4.124234904828627e-25,1.3334464493525976e-27,1.1592712913653838e-24,1.6360483394767149e-25,1.3996690668277589e-29,1.5748770588205888e-34,1.6349162507357855e-36,9.4307841760828066e-37,5.6433365555570541e-48,8.6296721976718504e-50,5.0113135373058319e-48,3.8902450588407089e-40,8.3566839492780625e-41,1.0071956182907433e-45,4.764486189883288e-53,2.3838800450508192e-53,2.5076952219465733e-28,3.6557781187912591e-30,2.7059970652785572e-33,7.3570743085898421e-44,2.1584999402745273e-56,1.9621183096687541e-58,1.5553540636511053e-63,9.3965951025127165e-70,6.81387277311652e-71,2.7988866568648584e-70,7.358438138761682e-71,9.1225689593109979e-74,9.182798793143723e-71,5.7423139823710993e-80,1.4990866350785188e-76,1.0129670744712517e-58,7.362295210388489e-71
3.626290557575284e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582457235,0.66999999999342907,3.599622661222304e-28,1.4840613083543195e-39,5.5332157662437435e-22,1.7058072019290778e-36,1.6127271230981621e-49,2.9134787982452536e-57,0.0,9.3573219063726826e-54,2.8656750347631058e-68,6.5710331482860163e-12,6.5710331582718586e-12,5.2586348027079809e-21,2.4859006388345357e-23,5.284131648093186e-22,5.5706477147214399e-28,6.7981536358767461e-25,2.740053923617037e-27,1.8868326761028728e-24,2.6638491476598028e-25,2.9277268652202403e-29,3.2938744025050888e-34,3.4199234694164892e-36,1.9727347016633899e-36,1.4844999284333524e-47,2.8695179734493067e-49,1.3235408289176968e-47,9.8086932008937539e-40,2.6769265257686686e-40,4.1114923035129041e-45,1.9445041247203091e-52,9.7313470171648753e-53,4.1184450241658376e-28,7.6204089723116532e-30,7.1262312404534113e-33,2.4492904283576231e-43,1.1280893210755164e-55,1.3357641122307288e-57,1.3718911587076461e-62,6.4305116365442056e-69,4.6867365663738716e-70,2.4687797006600117e-69,6.4893259458038104e-70,8.135157825012351e-73,8.1449786016707532e-70,5.0937603681113136e-79,1.706515976433663e-75,6.885997794774183e-58,6.4936899220851465e-70
4.339403660574307e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282582199102,0.66999999999213833,6.190223874349907e-28,4.2671507778631399e-39,7.9020475236525732e-22,2.4217461212099161e-36,3.3036238380491924e-49,9.9034507574680969e-57,0.0,2.28333826988875e-53,1.1384954666840063e-67,7.8616724598443849e-12,7.8616724770534801e-12,8.9870185552009988e-21,2.9857880772736396e-23,7.6044687741868414e-22,1.1346621889608513e-27,9.7791359532575626e-25,4.6534095503064375e-27,2.6936793209492003e-24,3.8042819458070847e-25,5.0270759825069094e-29,5.6551485125643909e-34,5.8724341921230552e-36,3.3874309891520574e-36,3.0171933195397721e-47,6.8945078819655936e-49,2.6994531197920372e-47,1.9230891417505343e-39,6.2413209092871208e-40,1.1310805134830657e-44,5.3484675290110465e-52,2.6771310743571412e-52,5.904645968873898e-28,1.3043883777546308e-29,1.449809535254306e-32,5.8906273622722546e-43,3.6250132541461776e-55,5.0029384724712116e-57,5.9037995169074164e-62,2.4144236959465399e-68,1.7639095110064329e-69,1.0614611658425945e-68,2.7923111728615698e-69,3.5146523883117989e-72,3.5137869222854556e-69,2.1975565245702277e-78,8.3481516119519165e-75,2.5714082979299057e-57,2.7944403433875713e-69
5.0525167635733305e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282581941142,0.66999999999084858,9.7998628324317114e-28,1.0442922981736278e-38,1.0694468442838662e-21,3.2581944919587805e-36,6.0679451595468838e-49,2.8039094598773482e-56,0.0,4.8565405696406533e-53,3.6574950891912264e-67,9.1514726979605562e-12,9.1514727252452541e-12,1.4162999767929086e-20,3.4853567315702234e-23,1.0349625059490723e-21,2.0753566686224936e-27,1.33036188337428e-24,7.3054128452942154e-27,3.644307957602835e-24,5.148649615684119e-25,7.9565317709180384e-29,8.9494566219291557e-34,9.2949322860614299e-36,5.3616508437337343e-36,5.5140986271937306e-47,1.4541991754336901e-48,4.9506299214135632e-47,3.3941174731301264e-39,1.2785861377453833e-39,2.672086518557389e-44,1.2633130999119331e-51,6.324548992147915e-52,8.0058286133884656e-28,2.0580616617159426e-29,2.6522388668276805e-32,1.243679535976692e-42,9.797655358027933e-55,1.5450460343110403e-56,2.0728005256718281e-61,7.4708003767730766e-68,5.4681101462955946e-69,3.7204259806600412e-68,9.8025315515168684e-69,1.2367217012989529e-71,1.236163967787667e-68,7.7313210311735648e-78,3.3207098511227617e-74,7.9359604261216979e-57,9.8109808664661545e-69
5.765629866572354e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282581683376,0.66999999998955995,1.4596274610371204e-27,2.2726996381887803e-38,1.3910150730932717e-21,4.2128624051349734e-36,1.0284700379815862e-48,6.9222316447538824e-56,0.0,9.340428633543456e-53,1.0146575670030183e-66,1.0440297123078674e-11,1.0440297163761127e-11,2.1021487165096093e-20,3.9845531885726788e-23,1.3519563364753766e-21,3.5059280324531308e-27,1.7370851276338258e-24,1.0816631752682664e-26,4.7384558161471906e-24,6.6967961771938966e-25,1.1854933991381295e-28,1.3332406613943531e-33,1.3849819712244092e-35,7.9890735546059745e-36,9.3109469121318623e-47,2.7824435481962025e-48,8.3885363768689194e-47,5.5410439872178785e-39,2.3786869824068564e-39,5.6288773269784808e-44,2.660760936687012e-51,1.3323066235155554e-51,1.0418300748223277e-27,3.0568803958681007e-29,4.4829447269637348e-32,2.3819433397511567e-42,2.3182459339863503e-54,4.1036350695505555e-56,6.1358342995320907e-61,1.9871077571502127e-67,1.4564417210219356e-68,1.0991430040279772e-67,2.9013713930824865e-68,3.6645048039333261e-71,3.6648640982437067e-68,2.2921617272200574e-77,1.0920972808171598e-73,2.1040799857710584e-56,2.9041449374956879e-68
7.191856072570401e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282581168538,0.66999999998698567,2.841729090594388e-27,8.6796385101687686e-38,2.160974079987023e-21,6.4678982998168262e-36,2.4988298477629091e-48,3.3359698168493851e-55,0.0,2.8296418482864984e-52,6.2768318050650735e-66,1.3014474135473468e-11,1.3014474214784416e-11,4.0719285841787985e-20,4.9816212907914269e-23,2.1133385829812755e-21,8.473117424301267e-27,2.713024561118092e-24,2.0897754592724345e-26,7.3561756422126085e-24,1.0403683544916342e-24,2.3113623654631946e-28,2.5984879324720283e-33,2.7006542790010153e-35,1.5578344145649145e-35,2.2472922914582531e-46,8.3963710777036668e-48,2.0396396520686881e-46,1.2503114653423401e-38,6.7643256659520378e-39,2.0183917487418972e-43,9.5367119133830693e-51,4.7774666912650306e-51,1.6162388077040547e-27,5.9222777533824411e-29,1.0843146735147966e-31,7.2034706371150284e-42,1.0464536398702937e-53,2.3693185042501177e-55,4.5663979702064074e-60,1.1503547155586391e-66,8.4526810088017705e-68,8.1182491324671311e-67,2.1584334169940464e-67,2.7223242220794942e-70,2.7359213573665364e-67,1.7112367624960276e-76,1.062806715075836e-72,1.2124335659748519e-55,2.1611202430862738e-67
8.618082278568448e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258065481,0.66999999998441706,4.898504889935222e-27,2.5513841201258599e-37,3.0997462868559588e-21,9.1691159387598972e-36,5.1617191046528111e-48,1.1662969374222341e-54,0.0,6.9547901820588884e-52,2.602214595552614e-65,1.5583117984473781e-11,1.558311812128654e-11,6.9939567327104473e-20,5.9765722892940808e-23,3.0444893233637921e-21,1.7429435428046506e-26,3.905037904713329e-24,3.5857603851290678e-26,1.0544492545274618e-23,1.4923345357410823e-24,3.9912683418003353e-28,4.4851430257064468e-33,4.6642200180261899e-35,2.6904896906487841e-35,4.613381487675776e-46,2.0614733778720803e-47,4.2173158999253357e-46,2.4117882430302685e-38,1.5743091492263123e-38,5.6349424087067869e-43,2.6613359209565576e-50,1.333804727795939e-50,2.3107493888665041e-27,1.016247935670928e-28,2.2306399427220292e-31,1.7722272910206136e-41,3.4683122706476137e-53,9.3368643990513373e-55,2.126798934242767e-59,4.5402434400207886e-66,3.3408793028744353e-67,3.7574598361408484e-66,1.0049968850692902e-66,1.2639165820211015e-69,1.2764294491899482e-66,7.9838703050162927e-76,5.8246508888427825e-72,4.774971639406334e-55,1.0064656395262027e-66
9.999999999999999e-11,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282580158301,0.66999999998193449,7.6596556803999842e-27,6.1478576992747735e-37,4.1700038878560482e-21,1.2195683404546295e-35,9.3645667923075564e-48,3.2366204703182056e-54,0.0,1.4508375385251291e-51,8.2622751501762681e-65,1.8065667540538285e-11,1.8065667754542308e-11,1.0907189134315401e-19,6.9381998473174437e-23,4.1084903352380287e-21,3.1508819208002538e-26,5.2653954338534848e-24,5.5910037443400328e-26,1.4175622602518691e-23,2.0076084516632708e-24,6.2520233870489574e-28,7.0222408404103101e-33,7.3074235781454574e-35,4.2151844930524226e-35,8.3184282088111889e-46,4.2987954636318053e-47,7.6564939677344819e-46,4.1109944908402798e-38,3.1295886155625119e-38,1.2975925826131891e-42,6.1259017436637654e-50,3.0715145188147468e-50,3.095475443895088e-27,1.5823034252286083e-28,4.0302482246534745e-31,3.7027435630968794e-41,9.151436555706916e-53,2.8240098574829032e-54,7.3229902605138917e-59,1.3746751762990213e-65,1.0124945271243075e-66,1.2862482158421726e-65,3.4594694547389495e-66,4.3356247413995423e-69,4.4002430250784419e-66,2.7523275383532513e-75,2.2724755169420222e-71,1.4431648607068363e-54,3.4651885761687251e-66
