Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CO2X(24)
6.450778387925648e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996273,0.022821567693054223,1.8914891440186552e-97,1.9619762761407392e-62,1.1292256820103949e-35,7.023537808566752e-74,3.1783123339436108e-52,6.8632004212272595e-118,6.5595161307089264e-22,1.8952650466747785e-105,6.5595161307074265e-22,4.9249564465768851e-72,1.8389528398024841e-66,6.8463559624929191e-99,4.1368849924789491e-100,2.7054715474195852e-50,1.4703258547901993e-84,2.6014104975124807e-15,1.2507812848323788e-16,4.8211867750727772e-20,4.8211869770340925e-20,1.0094310243314134e-27,2.6176244725474543e-31,7.0654203018472457e-36,3.4345671869951109e-32,9.3582389002787265e-61,3.8285922555137737e-49,4.7342679092824854e-88
1.2907161274885116e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999454,0.11866996602996012,0.02282156769305416,4.691902818668625e-95,3.1424651300132558e-61,7.3147823377472945e-35,4.5498744243575656e-72,2.545227492418133e-51,1.7783178391073006e-115,1.3124731232862747e-21,1.2148443314246072e-103,1.3124731232856744e-21,7.8884891074188107e-71,2.9454349219313389e-65,8.869907138346595e-97,5.3596082245885095e-98,2.1657998100338466e-49,4.7103234281672062e-83,5.2050811257771009e-15,2.5026492606159265e-16,9.6465620420217595e-20,9.6465628504980758e-20,4.0393071975376385e-27,2.0951834246887653e-30,5.7199146722095459e-35,1.3745706636271441e-31,3.0313481072331537e-59,4.9102686721545227e-48,5.8713413402903683e-86
2.581992704880405e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999891,0.11866996602995492,0.022821567693054035,1.1305797280308956e-92,5.0297855924237048e-60,5.1619203083314015e-34,2.9766799090442232e-70,2.0372134284742777e-50,4.6532097037006774e-113,2.6255161437176571e-21,7.781007738369727e-102,2.6255161437152542e-21,1.2628432794004958e-69,4.7144323590717642e-64,1.1605096153244744e-94,7.0123359601201964e-96,1.7329420970482408e-48,1.5081488398892124e-81,1.0412422382301648e-14,5.0063852121829258e-16,1.9297311969334396e-19,1.9297315205130284e-19,1.6154113161199724e-26,1.6759713210619783e-29,4.6788891463888774e-34,5.4988628128409567e-31,9.9175741439166991e-58,6.88086204955668e-47,7.0730674202906168e-84
5.164545859664192e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997816,0.11866996602994451,0.022821567693053785,2.6041501275080308e-90,8.0465630682956391e-59,3.8508459971082878e-33,1.9861415628846873e-68,1.6301832262190123e-49,1.2416336411247479e-110,5.2516021845828902e-21,4.9817665431539246e-100,5.2516021845732771e-21,2.0210971916408452e-68,7.5420718193324758e-63,1.5484310632413551e-92,9.3563368048257111e-94,1.3860476326935656e-47,4.8274287101391022e-80,2.0827104895331955e-14,1.0013857115316534e-15,3.8598809397618669e-19,3.8598822349600809e-19,6.4560041279617485e-26,1.3397337720262161e-28,3.9055757909564487e-33,2.1989353861036237e-30,3.3096712011899849e-56,1.0221852619046512e-45,8.1444005110198454e-82
1.0329652169231765e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995634,0.11866996602992368,0.022821567693053286,5.6562933109959477e-88,1.2865420926173324e-57,2.9650378509413774e-32,1.3740602030176728e-66,1.3043112886483398e-48,3.4345912620902638e-108,1.0503774266323236e-20,3.1889449171687623e-98,1.0503774266284776e-20,3.2341931908205228e-67,1.2058798577321376e-61,2.141910180697227e-90,1.2942412181499336e-91,1.1080334475149677e-46,1.544993262832846e-78,4.1656469921317468e-14,2.0028800921582208e-15,7.7201794548825707e-19,7.7201846414352898e-19,2.5772724669157652e-25,1.06981772815843e-27,3.3828616137110692e-32,8.7887238819812711e-30,1.1454739680390569e-54,1.5703623211155739e-44,8.8426106383783268e-80
2.0659864788366913e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991266,0.11866996602988202,0.022821567693052283,1.1630820507692341e-85,2.0551227122116398e-56,2.319194935333528e-31,1.0102438469903952e-64,1.0435144286431581e-47,1.0094311230816655e-105,2.1008118429843445e-20,2.0411204355359015e-96,2.1008118429689599e-20,5.1750569289775575e-66,1.9262692211783517e-60,3.1482233667871923e-88,1.9023021980463241e-89,8.8501632298530041e-46,4.9443219800909118e-77,8.3315199972987975e-14,4.0058688534107363e-15,1.5440772602981312e-18,1.5440793392497802e-18,1.0267039130623595e-24,8.5259946192860043e-27,3.1170958330482295e-31,3.5094607388523953e-29,4.2145530508510286e-53,2.4537432723506113e-43,9.088994295390823e-78
4.132029002663721e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982534,0.11866996602979869,0.022821567693050281,2.3354040545603109e-83,3.2771893782312806e-55,1.8238377467806473e-30,8.1213947252942503e-63,8.348369198096247e-47,3.243105579532391e-103,4.2016806757041903e-20,1.3063785261988563e-94,4.2016806756426515e-20,8.2803618395164077e-65,3.0717009435415305e-59,5.0587856409158362e-86,3.0567523077972912e-87,7.0571680375085227e-45,1.5822365886450991e-75,1.6663266007512709e-13,8.0118463759132912e-15,3.0881943370623719e-18,3.0882026866193778e-18,4.0733114522146133e-24,6.7688151308004416e-26,3.1435432000233969e-30,1.3988994606547807e-28,1.6960444664350474e-51,3.8576804160271978e-42,9.1240243842804047e-76
8.26411405031778e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996507,0.11866996602963205,0.022821567693046274,4.7768637440554259e-81,5.2083355877801491e-54,1.4302734980405665e-29,7.2709922122272774e-61,6.6787843396904261e-46,1.1602951393162016e-100,8.4034183412071043e-20,8.3610041469737751e-93,8.4034183409609488e-20,1.3248771499331795e-63,4.8817168051153404e-58,9.0523628411936591e-84,5.4698563957654414e-85,5.6091409240334589e-44,5.0632337280123306e-74,3.3326758027459762e-13,1.6023801420908494e-14,6.1764222791813323e-18,6.1764559403419581e-18,1.6030774069437693e-23,5.3335106284114607e-25,3.5318157376081548e-29,5.5567301094508488e-28,7.6020078396745887e-50,6.0513878852846166e-41,9.3320505224383657e-74
1.6528284145625898e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319930137,0.11866996602929877,0.022821567693038263,1.0179865322469245e-78,8.2227092878898482e-53,1.1080819076224419e-28,7.1951838363724214e-59,5.3430430199100911e-45,4.5891033621792504e-98,1.6806893672465818e-19,5.3510814859169619e-91,1.6806893671481186e-19,2.1198111484529494e-62,7.7069220961433505e-57,1.7906366099377779e-81,1.0819854745034846e-82,4.4297747934386364e-43,1.6202412671915387e-72,6.6653742065430773e-13,3.2047711510859319e-14,1.2352853317881136e-17,1.2352989971818754e-17,6.2114574804308334e-23,4.1418133625221539e-24,4.3833454466766656e-28,2.1921628099982873e-27,3.7654222800074352e-48,9.3838385982410909e-40,9.9456237664885041e-72
3.3056624336242133e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319860276,0.11866996602863222,0.022821567693022238,2.2358243078266124e-76,1.2815245182432511e-51,8.3632474541117291e-28,7.5979537986625784e-57,4.2744085641902476e-44,1.9374649112558385e-95,3.3613844335994779e-19,3.4246799063362736e-89,3.3613844332056257e-19,3.3916793772365353e-61,1.2010961168539487e-55,3.7805329038665236e-79,2.284372863502886e-80,3.4550770250736266e-42,5.1847453646860896e-71,1.3330771013368044e-12,6.4095531690602741e-14,2.4705616013928095e-17,2.4706177364294237e-17,2.3372553824446422e-22,3.1295425176109429e-23,5.7981827961962306e-27,8.5335311195402613e-27,1.9893772727269335e-46,1.4189830037024066e-38,1.0923416421712456e-69
6.611330471747461e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319720554,0.11866996602729912,0.02282156769299019,4.8867770885166793e-74,1.9489865258600323e-50,6.0162764351349802e-27,8.1382574948302915e-55,3.4194651981646397e-43,8.3001119409947261e-93,6.7227745667098787e-19,2.1917596436477255e-87,6.7227745651344766e-19,5.42659343014606e-60,1.8265409351920104e-54,8.0981922564387333e-77,4.8933023556581563e-78,2.6319257106200256e-41,1.6590905353095066e-69,2.6661564623941047e-12,1.2819117204945779e-13,4.9410743887003717e-17,4.9413089424961892e-17,8.3479143616067146e-22,2.2522951870143017e-22,7.7692436080985128e-26,3.2388035749404499e-26,1.0655665929226807e-44,2.0484391200069434e-37,1.1937233028689321e-67
1.3222666547993955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319441111,0.11866996602463291,0.022821567692926096,1.0161998249013852e-71,2.8357807430179621e-49,4.0023779220610728e-26,8.3777765788091154e-53,2.7354654010894249e-42,3.4187234038419209e-90,1.3445554834549078e-18,1.4026743949179768e-85,1.3445554828247527e-18,8.6822224643738713e-59,2.6572565224476659e-53,1.6676210414507953e-74,1.0076537640032805e-75,1.9210654475052601e-40,5.3088931996438893e-68,5.3323151832779289e-12,2.5638245276464825e-13,9.8819409608275554e-17,9.8829390374507457e-17,2.7409947374107237e-21,1.4983252159003044e-21,9.9935689720283686e-25,1.1742196831542364e-25,5.4825449706628684e-43,2.7415281715822019e-36,1.2408758271320606e-65
2.6445338700486946e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631888222,0.11866996601930049,0.022821567692797903,1.9287375684187742e-69,3.8339093652571071e-48,2.388258905277054e-25,7.913374755423222e-51,2.188198276305218e-41,1.2925321011005451e-87,2.689111537670078e-18,8.9764331358723929e-84,2.6891115351495041e-18,1.3890487469769156e-57,3.5915966935346565e-52,3.1517386689711304e-72,1.9044262491502835e-73,1.3062461840067363e-39,1.6987172750143714e-66,1.0664632620122478e-11,5.1276501418499225e-13,1.9763038136060481e-16,1.976732615470274e-16,8.0127055906059052e-21,8.9361668520573183e-21,1.1786422746326946e-23,3.9455386894781862e-25,2.5870346553012714e-41,3.3014825014991542e-35,1.1770411015165271e-63
5.2890683005472925e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317764441,0.11866996600863566,0.022821567692541522,3.2672940455711529e-67,4.662074259532256e-47,1.2607994333380798e-24,6.6896774661121701e-49,1.750278902310838e-40,4.3747204679809574e-85,5.3782236486891169e-18,5.744036641858591e-82,5.3782236386076224e-18,2.2221343790398161e-56,4.3651405526594046e-51,5.3320517264570662e-70,3.2218721250800372e-71,8.0167729804017541e-39,5.4350682500871877e-65,2.1329267474119179e-11,1.0255301369857221e-12,3.9522688937853102e-16,3.9540992657600753e-16,2.0596535023591095e-20,4.7116657897581246e-20,1.2446369451144981e-22,1.1882034094654686e-24,1.0921191549119728e-39,3.5264981161179159e-34,9.9632180454683083e-62
1.0578137161544488e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631552888,0.11866996598730599,0.022821567692028758,4.9668269609765602e-65,5.0022797396504647e-46,5.9732918409288473e-24,5.0816257027035585e-47,1.3997752017698539e-39,1.3305905791067703e-82,1.0756447881079304e-17,3.6750546170982947e-80,1.0756447840758541e-17,3.5543143833849117e-55,4.6796957392979152e-50,8.1061252458476132e-68,4.8980952802885287e-69,4.3562588110511377e-38,1.7386919993982899e-63,4.265853710334297e-11,2.0510603824279367e-12,7.90318189655226e-16,7.9108580280801751e-16,4.7488386056462764e-20,2.2263797744352781e-19,1.1843757171983597e-21,3.1469370855552275e-24,4.1423835582588693e-38,3.3813203073921307e-33,7.5677265124302361e-60
2.115627488353888e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311057762,0.11866996594464665,0.022821567691003228,6.9319556744185285e-63,4.7842108344084708e-45,2.6229744032689769e-23,3.5459192302360479e-45,1.1191037658084191e-38,3.7171744568112657e-80,2.1512896387243669e-17,2.3505903397643189e-78,2.1512896226001147e-17,5.683382230919543e-54,4.4695346996782024e-49,1.131943269660435e-65,6.8397232332756243e-67,2.1123235022209634e-37,5.5604245119895756e-62,8.5317076046712157e-11,4.1021208726765082e-12,1.5800941365638827e-15,1.583257206118581e-15,1.0206473023298083e-19,9.7243670717333627e-19,1.0422423545775288e-20,7.4219041718139134e-24,1.4435533121724804e-36,2.9980137521741921e-32,5.277831685351694e-58
4.2312550327527663e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302115526,0.11866996585932797,0.022821567688952167,9.0673839272013858e-61,4.2176812711004139e-44,1.1010594904118619e-22,2.319519683695819e-43,8.9413824492695305e-38,9.7332104485172509e-78,4.3025793564912862e-17,1.5025309458065963e-76,4.3025792920265862e-17,9.0821591386371108e-53,3.9312662321403164e-48,1.4816084258721866e-63,8.9525591956534464e-65,9.4174532530147222e-37,1.7771689953123743e-60,1.7063415267313691e-10,8.2042418506314612e-12,3.158021089214105e-15,3.1709080489397067e-15,2.1131173582532302e-19,4.0387591423724572e-18,8.7073640704490932e-20,1.6167412707798234e-23,4.7168325518390971e-35,2.5329057406771748e-31,3.450180619351244e-56
6.346882577151645e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675629317329,0.11866996577400929,0.022821567686901106,5.9903750749014741e-60,1.2867503611566737e-43,2.373060178081694e-22,1.2973992009203672e-42,2.6525425358115153e-37,7.3248693263277702e-77,6.4538690907720068e-17,8.5273980527822912e-76,6.4538689538310107e-17,3.4339184132073786e-52,1.1987068175407719e-47,9.7055176366860108e-63,5.864519474489297e-64,2.0686650660718856e-36,8.286318201986415e-60,2.5595122803924811e-10,1.2306362826044394e-11,4.7343247723941494e-15,4.7618929125003475e-15,3.204593708473034e-19,8.6412065297911955e-18,2.5102200927180322e-19,2.4939670458307302e-23,2.2002640527003845e-34,7.3458071494928996e-31,1.9492486422231352e-55
8.462510121550523e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756284231054,0.11866996568869061,0.022821567684850046,2.6976231372054992e-59,2.8471470846037177e-43,4.0778571396889357e-22,4.7215501752004724e-42,5.7752935925350098e-37,3.3262621300916866e-76,8.605158841547738e-17,3.2780033547489411e-75,8.6051586080167034e-17,8.9330473413512605e-52,2.6504457359173994e-47,3.9634321699721883e-62,2.3948874066988969e-63,3.5921816788632409e-36,2.5219317481030925e-59,3.4126830214504562e-10,1.6408483798915329e-11,6.3090068560683087e-15,6.3562370062262613e-15,4.2949554178141035e-19,1.4749571631114837e-17,5.3081688149617744e-19,3.3715588131540275e-23,7.0712430189909189e-34,1.5616277332904417e-30,8.0467300184124829e-55
1.269376521034828e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756266346583,0.11866996551805326,0.022821567680747924,3.0956266323245452e-58,8.3995376599928534e-43,8.5018173600993681e-22,3.050010116444469e-41,1.6737179167291969e-36,2.9375711213768339e-75,1.2907738381752582e-16,2.491833545190708e-74,1.2907737898515105e-16,3.2741768150012975e-51,7.8068043387552236e-47,3.0057698984867082e-61,1.8162228647105861e-62,7.5701346627190382e-36,1.1478122204518259e-58,5.1190244739876215e-10,2.4612725738691295e-11,9.4545704022361706e-15,9.5528851059130826e-15,6.4730484489376965e-19,3.0409059442513385e-17,1.4486581840269246e-18,5.1268443809735654e-23,3.8522097414503646e-33,4.2991267571544694e-30,8.4029548199904755e-54
1.6925020299146037e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.337567562484621,0.1186699653474159,0.022821567676645803,1.3836055659045876e-57,1.853985695133658e-42,1.4513629485726056e-21,1.1115041575624961e-40,3.6553003638418242e-36,1.3270439177890317e-74,1.7210317982453707e-16,9.402696708039492e-74,1.7210317161010829e-16,8.4813887390890701e-51,1.7206271732044647e-46,1.2290872883798689e-60,7.4267023927906547e-62,1.3006817670066538e-35,3.4448096927503054e-58,6.8253658801785627e-10,3.2816967669119442e-11,1.2594184596381748e-14,1.2762087695194619e-14,8.6470212931049269e-19,5.1363403006829513e-17,3.0216035860459273e-18,6.882137168878205e-23,1.2215897603708895e-32,9.0359625699190656e-30,3.128068704739052e-53
2.1156275387943792e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756230577623,0.11866996517677855,0.022821567672543681,4.878285001568338e-57,3.5010394025065435e-42,2.222374312510478e-21,3.2390431724036256e-40,6.8483761890054161e-36,4.7613998878172934e-74,2.1512897647842317e-16,2.8738221353662282e-73,2.1512896393515085e-16,1.8524911162862626e-50,3.2435897454674596e-46,3.9989154414209687e-60,2.4163250960935927e-61,2.000659014930589e-35,8.5881274007772844e-58,8.5317072367128374e-10,4.1021209589532053e-11,1.5727435608684763e-14,1.5984897792717653e-14,1.081658893138794e-18,7.7801163910909397e-17,5.4749638107194706e-18,8.6374514889325587e-23,3.1493802488252168e-32,1.6499640705692138e-29,1.0209381256491006e-52
2.5387530476741548e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756212693145,0.11866996500614123,0.02282156766844156,1.4967197454462037e-56,5.9566200833465525e-42,3.1659624476162247e-21,8.1971388358410239e-40,1.1576450827216143e-35,1.4743922584712648e-73,2.581547737894491e-16,7.6536960694464341e-73,2.5815475595495266e-16,3.607375648616743e-50,5.5078315132481915e-46,1.1250605579922392e-59,6.7981204465999462e-61,2.8598131447148418e-35,1.894154346141337e-57,1.0238048542685597e-09,4.9225451499746646e-11,1.8854220531687177e-14,1.9221740342568779e-14,1.2981678521089866e-18,1.0960614327589823e-16,9.0278563015105615e-18,1.0392751054709275e-22,7.0850807305092077e-32,2.7425418136085432e-29,2.8460882563960257e-52
3.385004065433706e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756176924191,0.11866996466486657,0.022821567660237317,1.390592230140352e-55,1.4258549054812985e-41,5.5685042072797449e-21,4.8488114027184413e-39,2.7381974471497888e-35,1.8771393738436534e-72,3.4420637037275082e-16,4.9773803518635001e-72,3.4420633908022457e-16,1.147981830622813e-49,1.3118050987820099e-45,9.6552682037916398e-59,5.8341369055705003e-60,5.0554641325702427e-35,8.2135174649125368e-57,1.3650731003042237e-09,6.5633935289601038e-11,2.5088480729179866e-14,2.5738455474485032e-14,1.7298487842134012e-18,1.8811922395232207e-16,2.0542145313682042e-17,1.3903360777137891e-22,2.9372886881517038e-31,6.3671789798405878e-29,1.7191945517879657e-51
4.231255083193257e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756141155231,0.11866996432359192,0.022821567652033074,5.8965549411277433e-55,2.7928685968144932e-41,8.6554063256201689e-21,1.6885326169218119e-38,5.3137831564434389e-35,9.6158725885302268e-72,4.3025796955940697e-16,1.815475334211358e-71,4.3025792098893205e-16,2.7596463964406302e-49,2.5572970803189677e-45,4.1040695414108931e-58,2.4798570996390974e-59,7.8867209764126309e-35,2.4269400636535848e-56,1.706341326158199e-09,8.2042419038749886e-11,3.1297099412838063e-14,3.2313216970749402e-14,2.1597541971257437e-18,2.8551607819877493e-16,3.8816802812616503e-17,1.7413970566710266e-22,8.2812002150940349e-31,1.2256557964336983e-28,5.8842872885756464e-51
5.077506100952808e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756105386265,0.11866996398231731,0.022821567643828831,1.8540621709907911e-54,4.8274534455214095e-41,1.2423604215939183e-20,4.5433957355000288e-38,9.1105181602131979e-35,3.4585852474531429e-71,5.1630957133621686e-16,5.1062921955934753e-71,5.1630950168286e-16,5.6101660561432242e-49,4.3996730004595488e-45,1.2830163090997036e-57,7.75253610302288e-59,1.1353383346667146e-34,5.7979564414928662e-56,2.0476095318416034e-09,9.8450902747215599e-11,3.7480191425625104e-14,3.8947095698741347e-14,2.5878920578550865e-18,4.0038129857596202e-16,6.5152384850851891e-17,2.0924583357065077e-22,1.9001418829194247e-30,2.0938831700249476e-28,1.6021023020871345e-50
5.923757118712359e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756069617294,0.11866996364104271,0.022821567635624589,4.9030333661671129e-54,7.6662289191721548e-41,1.6870213651297892e-20,1.0430748557344269e-37,1.435906691497101e-34,1.0114522717960876e-70,6.0236117569062531e-16,1.2276338120992199e-70,6.0236108116339805e-16,1.0206323135817703e-48,6.9542785590625506e-45,3.3370457420038506e-57,2.0163848339451786e-58,1.5455488303901866e-34,1.2080709022936784e-55,2.3888777173581434e-09,1.1485938641500562e-10,4.3637864853339534e-14,4.5641123554527036e-14,3.0142698512956701e-18,5.3135872185900442e-16,1.0079696122705676e-16,2.4435199329022054e-22,3.8223080535668457e-30,3.2956960607687298e-28,3.7780448453674307e-50
7.616259154231462e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755998079346,0.11866996295849358,0.022821567619216106,2.4840149726946058e-53,1.6272925144689737e-40,2.7788439717064765e-20,4.0398317927810139e-37,3.0050355124878612e-34,5.9431023605276048e-70,7.7446439208750637e-16,5.2460745654476568e-70,7.7446423648885071e-16,2.6962876504494929e-48,1.4623614454115149e-44,1.5983446567393222e-56,9.657857458734152e-58,2.5566524926395891e-34,3.9911869775816761e-55,3.0714140278927679e-09,1.47676353628563e-10,5.5877339227426589e-14,5.9212986091503472e-14,3.8617717753114704e-18,8.3714088004998811e-16,2.0413909363161021e-16,3.1456440883007116e-22,1.1868846814030005e-29,6.9000875262197108e-28,1.5585040904918624e-49
9.308761189750565e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755926541382,0.11866996227594455,0.022821567602807624,8.6120910228804877e-53,2.9740663576843862e-40,4.1388008987921419e-20,1.1662261126035033e-36,5.4186565006736429e-34,2.2898689757532433e-69,9.4656761865350037e-16,1.6285077372627916e-69,9.4656738697525702e-16,5.8512983804595356e-48,2.6477393394534838e-44,5.368725407051465e-56,3.2439999980339692e-57,3.8220896049364458e-34,1.0288940928670783e-54,3.7539502577670381e-09,1.8049332067943196e-10,6.8016349816893997e-14,7.303562187421333e-14,4.7023172522819339e-18,1.1935633439530333e-15,3.5731506965552072e-16,3.8477695457091013e-22,2.8965689233958346e-29,1.2470302059676471e-27,4.6290580265929977e-49
1.1441802997901436e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675583638284,0.11866996141573555,0.02282156758212819,3.2863412584565024e-52,5.5549371489654323e-40,6.231087447663613e-20,3.5802946083497197e-36,9.949052283275145e-34,9.4754113313550193e-69,1.1634674475041313e-15,5.4731210842548311e-69,1.1634670987395869e-15,1.3115346495533588e-47,4.8848647225735727e-44,1.9671203407483046e-55,1.1886102920384414e-56,5.7793487356294288e-34,2.7948334739636179e-54,4.6141430899795573e-09,2.2185218517412948e-10,8.3173254174015744e-14,9.0821816064199305e-14,5.751831733771384e-18,1.7023865729239446e-15,6.3250580328189513e-16,4.732652496637611e-22,7.2605177883417092e-29,2.2990181622852533e-27,1.4327029354259276e-48
1.3574844806052308e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755746224271,0.1186699605555267,0.022821567561448756,1.0133808877411093e-51,9.3494336656452926e-40,8.7412380545773801e-20,9.1784537015344281e-36,1.6458380831700949e-33,3.9904973738368809e-68,1.3803672921555002e-15,1.5396820003383003e-68,1.3803668028555421e-15,2.572721574727557e-47,8.1179405456706842e-44,6.2625610252106599e-55,3.7840716692281746e-56,8.141017197133573e-34,6.5367734469690428e-54,5.4743357940778801e-09,2.6321104941042613e-10,9.8173595038638612e-14,1.0902331041832479e-13,6.7905052385188864e-18,2.2656351183815362e-15,1.0098509676190504e-15,5.6175376570085842e-22,1.5370637481433921e-28,3.8211838703658419e-27,3.5743362533806903e-48
1.570788661420318e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755656065673,0.11866995969531796,0.02282156754076933,2.5553224554222628e-51,1.4610331700766848e-39,1.1664877405393151e-19,2.0090932297544313e-35,2.528645494724793e-33,1.1640673927534858e-67,1.5972671524160649e-15,3.6492640908645955e-68,1.5972664993442884e-15,4.5713883936647466e-47,1.2526729886588986e-43,1.5883366299642239e-54,9.5972969749127353e-56,1.0907337708559033e-33,1.3404662737101576e-53,6.3345283700624166e-09,3.0456991338832253e-10,1.1301901206427101e-13,1.2764661920567608e-13,7.818451300924777e-18,2.8718756118446992e-15,1.4991441643143986e-15,6.5024251010789214e-22,2.8859942307589032e-28,5.8996845927637616e-27,7.7528353126153819e-48
1.7840928422354052e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755565907037,0.11866995883510935,0.022821567520089899,5.6584246507906925e-51,2.1595610800645088e-39,1.4997775779980057e-19,3.9415576557829392e-35,3.6752776041300821e-33,2.9578341656753315e-67,1.8141670281006342e-15,7.721356163430608e-68,1.8141661882268698e-15,7.5445398687727513e-47,1.8283938256892694e-43,3.5466728121358421e-54,2.1430216698539394e-55,1.4078548987778297e-33,2.5065698666174224e-53,7.1947208179323612e-09,3.4592877710781702e-10,1.2771109034320805e-13,1.4669591077393638e-13,8.8357796779542278e-18,3.5121842943331335e-15,2.1077239504874292e-15,7.3873148996406025e-22,4.9576723514246237e-28,8.6178924513253114e-27,1.5186080847855178e-47
1.9973970230504924e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755475748379,0.11866995797490086,0.022821567499410469,1.1352403422311365e-50,3.0573278084877649e-39,1.8735682433840915e-19,7.108315402002463e-35,5.1172748748394326e-33,6.5915571798542535e-67,2.0310669190231183e-15,1.4965170535758292e-67,2.0310658695247776e-15,1.1758076157265966e-46,2.5562325797761065e-43,7.1361294614294784e-54,4.3118852549662037e-55,1.7654887214712351e-33,4.3575454853892128e-53,8.0549131376880316e-09,3.8728764056891011e-10,1.4225142284637084e-13,1.6617395684932939e-13,9.84260067292993e-18,4.1790103917775292e-15,2.8415480191913108e-15,8.2722071292154743e-22,7.9554693730826548e-28,1.2059517500586484e-26,2.7381505793923413e-47
2.2107012038655795e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755385589693,0.11866995711469253,0.022821567478731038,2.0997650786149253e-50,4.1816538612964743e-39,2.2874416624779903e-19,1.1982025454229166e-34,6.8850431477763915e-33,1.3277789605597171e-66,2.2479668250004807e-15,2.6971439656910308e-67,2.2479655432594527e-15,1.7501021238719699e-46,3.4531017897389267e-43,1.3211311515443723e-53,7.9826940203816658e-55,2.1636586463850061e-33,7.141942190898638e-53,8.9151053293292185e-09,4.2864650377160128e-10,1.5664157631137251e-13,1.8608239586949491e-13,1.0839022771981304e-17,4.8660151208241887e-15,3.7053883078715542e-15,9.1571018718700195e-22,1.2094161942206812e-27,1.6306926776506119e-26,4.6233792742582419e-47
2.6373095654957538e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755205272215,0.11866995539427622,0.022821567437372174,6.125076172090179e-50,7.2253138604889612e-39,3.2337866584266717e-19,2.9490813815095865e-34,1.1513307893609132e-32,4.5931638558423923e-66,2.6817666813974426e-15,7.5934437038406887e-67,2.6817648681255564e-15,3.4929134744653198e-46,5.8200645576463216e-43,3.872339305717417e-53,2.3397796263117101e-54,3.0816987972269366e-33,1.691658612883707e-52,1.0635489328268579e-08,5.1136422940177833e-10,1.8497752990658709e-13,2.2719019296859879e-13,1.2801098466372821e-17,6.2822683859305787e-15,5.8352254257884696e-15,1.0926899182540335e-21,2.4715323051750775e-27,2.7544107791425513e-26,1.1271517308190313e-46
