Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63),CO2X(24),HOCO(73)
1.0768805798553109e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430639647855181,0.10969665831447997,0.022082738847780753,1.748550082290162e-08,1.777007049629963e-05,0.0006172642587575963,0.00020400413434306283,2.184962539706453e-06,1.7722956471196328e-15,0.0008764625209210747,1.5214339188937016e-13,0.0003443420319745498,8.885067801895943e-11,9.907044312324805e-08,1.2653030030571745e-11,2.426006615040845e-13,1.0747374734895264e-05,7.0868434813674694e-09,0.007874352597854628,0.0012394862964159924,0.00010319124105125396,3.0483556701185146e-07,4.814888777270671e-09,7.681454055881664e-09,4.7636435002002945e-12,7.052329435277201e-08,1.3842641603121468e-05,2.3569243423531987e-08,8.388370778448585e-10,1.2022114229100692e-05,2.717501279239224e-09,1.120284069304166e-08,6.323147071475108e-10,5.176223922128118e-06,7.700295767863628e-13,4.474281676085198e-13,4.110526902915279e-10,5.893311289932344e-09,2.0008545355044787e-15,1.0983009230423678e-12,1.4118017132133469e-11,4.593230115410294e-16
1.0832299747124683e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44305797664509095,0.10968986744142571,0.022078468286892184,1.7833626234452578e-08,1.8068964020563498e-05,0.0006235120726774411,0.00020643353325652008,2.218631284325255e-06,1.8121926337796853e-15,0.0008808571097690233,1.5620142696929883e-13,0.0003448150324323793,9.026471711082343e-11,1.011350004528702e-07,1.2822283214433157e-11,2.470264849237421e-13,1.0846048016073315e-05,7.24632223696872e-09,0.007874243295910056,0.0012451633428223977,0.00010347992668896718,3.0709155581017305e-07,4.838096547562692e-09,7.719281869399428e-09,4.788414328384048e-12,7.074660772267445e-08,1.384753129482689e-05,2.377983825901626e-08,8.527827959875067e-10,1.214606947927021e-05,2.7310905307092023e-09,1.1455024712555085e-08,6.398364440067895e-10,5.208037701932015e-06,7.790939196993231e-13,4.550265865568836e-13,4.2171564723091527e-10,5.985003825903161e-09,2.0458531514780505e-15,1.1211745607093906e-12,1.4310008642352546e-11,4.691114660637235e-16
1.0895793695696257e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430520226703647,0.10968309166823129,0.02207419857906867,1.818646229883321e-08,1.8370902706581802e-05,0.0006297788318062808,0.0002088748738916775,2.2525766281290706e-06,1.8527208829463e-15,0.0008852408128736715,1.6033834116868019e-13,0.0003452815130526564,9.169095524535203e-11,1.0322806010483087e-07,1.2992459921232091e-11,2.5150106706213453e-13,1.0944877793772098e-05,7.408313692679087e-09,0.007874117268071515,0.0012508236236951776,0.00010376758337510747,3.093481690028153e-07,4.8612353864417895e-09,7.757015065140903e-09,4.8131385773928936e-12,7.096919806163922e-08,1.3852389920783035e-05,2.3991096748365984e-08,8.668683950219526e-10,1.2270408894534444e-05,2.7446458738280306e-09,1.1711183467236227e-08,6.473950440797236e-10,5.239728250530176e-06,7.882109327872501e-13,4.626992022125504e-13,4.325800486449759e-10,6.077458806924568e-09,2.0915601137759454e-15,1.1443636667109298e-12,1.4503377510671473e-11,4.790400822843227e-16
1.0959287644267831e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44304610219362406,0.10967633038811964,0.02206992972470639,1.854404251478497e-08,1.8675896440135817e-05,0.0006360644172655978,0.00021132812576372554,2.2867982657050044e-06,1.8938863042750585e-15,0.0008896136308319938,1.6455503508763757e-13,0.0003457415696091052,9.312938333355153e-11,1.053497915827054e-07,1.3163556254908788e-11,2.5602457176702826e-13,1.1043861065526694e-05,7.572839133547325e-09,0.007873975150893784,0.0012564671621041106,0.00010405422128325655,3.116053666605086e-07,4.884305334729651e-09,7.794653653308002e-09,4.837816276464518e-12,7.119107234356298e-08,1.3857217881078698e-05,2.4203016881097668e-08,8.810943074645533e-10,1.2395130025317111e-05,2.7581673107859713e-09,1.197135064270413e-08,6.54990412143833e-10,5.271295112327648e-06,7.973806038464214e-13,4.704461405154161e-13,4.436481667108213e-10,6.1706754345287e-09,2.1379814104207443e-15,1.1678701112821684e-12,1.4698123241221616e-11,4.891098555730283e-16
1.1022781592839405e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430402145711764,0.10966958301777847,0.022065661724195704,1.890640036581012e-08,1.8983955035580903e-05,0.0006423687112176299,0.0002137932583955938,2.3212958766627567e-06,1.9356948276289366e-15,0.0008939755647083633,1.6885240990311464e-13,0.0003461952964857629,9.457999160596275e-11,1.0750036330122942e-07,1.3335568342412284e-11,2.605971613679914e-13,1.1142994854775737e-05,7.739919824374489e-09,0.007873817557026718,0.001262093981147836,0.00010433985042150095,3.138631092130327e-07,4.90730643579825e-09,7.832197648026122e-09,4.862447456617241e-12,7.141223745053768e-08,1.3862015572211027e-05,2.441559665244014e-08,8.954609624983548e-10,1.2520230443900509e-05,2.771654845275568e-09,1.2235559892631334e-08,6.626224530125861e-10,5.302737853006114e-06,8.066029202845075e-13,4.782675244046168e-13,4.5492227772943315e-10,6.264652868383884e-09,2.1851230235616866e-15,1.1916957525540831e-12,1.489424529718111e-11,4.993217800579878e-16
1.1086275541410979e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430343591824505,0.10966284899646755,0.022061394577920997,1.927356931917027e-08,1.9295088236107105e-05,0.0006486915968525243,0.00021627024131914,2.3560691258029774e-06,1.9781524030694057e-15,0.0008983266160269237,1.7323136726621622e-13,0.00034664278669695826,9.604276962054495e-11,1.0967994257987438e-07,1.3508492333869971e-11,2.652189966780125e-13,1.1242276210653227e-05,7.909577008544248e-09,0.00787364507611392,0.0012677041039533996,0.00010462448063618625,3.161213574447108e-07,4.930238735525374e-09,7.869647067279084e-09,4.887032150627195e-12,7.163270017509403e-08,1.3866783387174299e-05,2.4628834063369425e-08,9.099687859865268e-10,1.2645707744155852e-05,2.7851084824664987e-09,1.250384483689171e-08,6.702910715392083e-10,5.3340560591170585e-06,8.158778691247506e-13,4.861634738404635e-13,4.664046619547155e-10,6.359390226764707e-09,2.2329909291470554e-15,1.2158424364837191e-12,1.5091743101123154e-11,5.09676848615564e-16
1.1149769489982553e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430285354291288,0.10965612778515971,0.022057128286260497,1.9645582824893298e-08,1.9609305713998338e-05,0.0006550329583756872,0.00021875904407632788,2.3911176632851148e-06,2.0212650008473466e-15,0.0009026667867640443,1.7769280920001405e-13,0.0003470841319069984,9.751770627052556e-11,1.1188869563662523e-07,1.3682324402743982e-11,2.6989023699524323e-13,1.13417022077818e-05,8.081831906867151e-09,0.007873458275657622,0.0012732975536757767,0.0001049081216155605,3.183800724903215e-07,4.9531022822506886e-09,7.907001932844783e-09,4.911570393003837e-12,7.185246722234455e-08,1.3871521715537303e-05,2.4842727120634752e-08,9.246182004857496e-10,1.2771559541277583e-05,2.798528228980616e-09,1.2776239059730679e-08,6.779961726204305e-10,5.365249337681476e-06,8.252054370095639e-13,4.941341058264608e-13,4.780976034235506e-10,6.454886587020626e-09,2.281591096600497e-15,1.2403119967867169e-12,1.5290616035331068e-11,5.201760528611239e-16
1.1213263438554127e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430227427343115,0.10964941886571446,0.02205286284958611,2.002247431478859e-08,1.9926617070890196e-05,0.0006613926809953233,0.00022125963622039388,2.426441124794754e-06,2.0650386113937776e-15,0.0009069960793408637,1.822376379978334e-13,0.0003475194224495721,9.900478979221522e-11,1.1412678758195736e-07,1.3857060745974723e-11,2.746110401048636e-13,1.144126994606752e-05,8.256705716439137e-09,0.007873257701851084,0.001278874353497373,0.00010519078289331196,3.206392158311682e-07,4.975897126732405e-09,7.944262270231786e-09,4.9360622199748894e-12,7.207154521214777e-08,1.3876230943510901e-05,2.50572738368017e-08,9.394096252598404e-10,1.289778347152159e-05,2.8119140928671493e-09,1.3052776107957366e-08,6.857376612001192e-10,5.396317315796054e-06,8.345856102073376e-13,5.021795344311988e-13,4.900033897868762e-10,6.551140986043142e-09,2.330929488501037e-15,1.2651062548718843e-12,1.549086344214737e-11,5.308203831405435e-16
1.1276757387125701e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4430169805417134,0.10964272174008276,0.022048598268263296,2.040427720147058e-08,2.024703183802632e-05,0.0006677706509101636,0.00022377198731700059,2.4620391317103986e-06,2.1094792453103693e-15,0.0009113144966159141,1.8686675612203804e-13,0.00034794874734687134,1.0050400777278755e-10,1.1639438241301014e-07,1.4032697584111863e-11,2.7938156228106766e-13,1.1540976550496116e-05,8.434219609513866e-09,0.007873043880379635,0.0012844345266275134,0.0001054724738520048,3.228987492907013e-07,4.998623322104352e-09,7.981428108616566e-09,4.960507669462065e-12,7.22899406810407e-08,1.3880911454007411e-05,2.5272472230269038e-08,9.543434762928617e-10,1.3024377191947275e-05,2.825266083578439e-09,1.333348948915888e-08,6.935154422729425e-10,5.42725964024569e-06,8.440183746162747e-13,5.102998708103085e-13,5.021243121417951e-10,6.648152420731441e-09,2.3810120602673805e-15,1.2902270197780806e-12,1.5692484624319048e-11,5.416108285212574e-16
1.1340251335697275e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44301124831489,0.10963603592954178,0.022044334542650906,2.0791024877390262e-08,2.057055947651335e-05,0.0006741667552973782,0.00022629606694537653,2.497911291269707e-06,2.1545929333597152e-15,0.0009156220418778338,1.915810661033284e-13,0.00034837219432843686,1.020153471580224e-10,1.1869164300795448e-07,1.4209231161433181e-11,2.8420195828916567e-13,1.1640819170930718e-05,8.614394732388767e-09,0.007872817317191637,0.0012899780963019066,0.0001057532037264161,3.2515863503059875e-07,5.021280923833559e-09,8.018499480781309e-09,4.984906781051276e-12,7.250766008406559e-08,1.38855636266929e-05,2.5488320325272648e-08,9.694201663021378e-10,1.315133838016339e-05,2.8385842119458873e-09,1.3618412669936695e-08,7.013294208879973e-10,5.458075977122291e-06,8.535037157662054e-13,5.184952232285263e-13,5.144626648647393e-10,6.7459198484564625e-09,2.4318447598461386e-15,1.315676088113305e-12,1.5895478845282787e-11,5.52548376783706e-16
1.1403745284268849e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44300554553649374,0.10962936097395873,0.022040071673101114,2.1182750713874787e-08,2.089720937757452e-05,0.000680580882300667,0.00022883184469944066,2.534057196735141e-06,2.2003857264553634e-15,0.0009199187188381622,1.9638147044056995e-13,0.0003487898498497305,1.0353879426001151e-10,1.210187311205516e-07,1.4386657746051514e-11,2.8907238138780353e-13,1.1740794981911043e-05,8.797252204305047e-09,0.00787257849924037,0.0012955050857821023,0.00010603298160677708,3.2741883554715127e-07,5.043869989678517e-09,8.055476423052838e-09,5.009259595979412e-12,7.27247097967024e-08,1.389018783803325e-05,2.5704816151917985e-08,9.846401047518867e-10,1.3278664734077579e-05,2.8518684901559758e-09,1.3907579074164657e-08,7.091795021522615e-10,5.48876601144973e-06,8.630416188258367e-13,5.267656970815766e-13,5.270207454456935e-10,6.844442187523333e-09,2.4834335274035448e-15,1.341455243995672e-12,1.6099845329501997e-11,5.636340144137341e-16
1.1467239232840423e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44299987170755645,0.10962269643108258,0.02203580965995922,2.1579488060174988e-08,2.1226990862801934e-05,0.0006870129210185322,0.0002313792901889121,2.5704764275590184e-06,2.2468636956515834e-15,0.0009242045316242188,2.0126887150116534e-13,0.0003492017991104404,1.0507433476482607e-10,1.2337580737490038e-07,1.4564973630010143e-11,2.9399298333129587e-13,1.1840901182454043e-05,8.982813116361515e-09,0.007872327895198032,0.0013010155183549343,0.00010631181644192336,3.296793136669936e-07,5.066390579647761e-09,8.092358975242073e-09,5.03356615711099e-12,7.294109611656635e-08,1.3894784461335269e-05,2.592195774618681e-08,1.000003697866009e-09,1.3406353971649565e-05,2.8651189317268732e-09,1.4201022081268619e-08,7.170655912340943e-10,5.519329446814885e-06,8.726320686069525e-13,5.35111394918078e-13,5.398008543235001e-10,6.9437183176321335e-09,2.5357842950214562e-15,1.3675662589966202e-12,1.6305583262822396e-11,5.748687265943182e-16
1.1530733181411997e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429942263468012,0.10961604187586244,0.02203154850356362,2.1981270242520684e-08,2.155991318440733e-05,0.00069346276149272,0.00023393837304040328,2.607168549547955e-06,2.29403293213285e-15,0.0009284794847720685,2.0624417142198651e-13,0.0003496081260725221,1.066219537401456e-10,1.2576303126037125e-07,1.4744175129366917e-11,2.989639143720682e-13,1.194113499585601e-05,9.17109853044166e-09,0.007872065956142885,0.0013065094173319507,0.00010658971704235681,3.31940032543308e-07,5.0888427559589765e-09,8.129147180584003e-09,5.0578265089013225e-12,7.315682526496695e-08,1.3899353866783619e-05,2.613974314992243e-08,1.015511348640588e-09,1.3534403830647912e-05,2.878335551485303e-09,1.4498775024528007e-08,7.249875933667254e-10,5.5497660050046596e-06,8.822750495638461e-13,5.435324164616152e-13,5.528052947222521e-10,7.043747080336933e-09,2.588902986397326e-15,1.3940108920863103e-12,1.651269179272391e-11,5.862534971974921e-16
1.1594227129983571e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429886089899777,0.10960939689979185,0.022027288204245668,2.238813056318368e-08,2.1895985525471625e-05,0.0006999302946968361,0.00023650906289849702,2.6441331150266804e-06,2.3418995472030153e-15,0.0009327435832195674,2.1130827201087994e-13,0.00035000891347797844,1.081816356428469e-10,1.2818056112672224e-07,1.4924258584267427e-11,3.039853232632119e-13,1.2041493669496123e-05,9.36212947815455e-09,0.007871793116220516,0.0013119868060488392,0.0001068666920832209,3.3420095565256026e-07,5.111226582998789e-09,8.165841085678877e-09,5.082040697386342e-12,7.337190338866952e-08,1.3903896421473906e-05,2.635817041085636e-08,1.0311634568576884e-09,1.3662812068410311e-05,2.8915183655433688e-09,1.480087118939858e-08,7.329454138515155e-10,5.5800754256488885e-06,8.919705458011692e-13,5.520288586325655e-13,5.660363724887913e-10,7.144527279503052e-09,2.642795516547416e-15,1.420790889580734e-12,1.6721170028640516e-11,5.97789308777554e-16
1.1657721078555145e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429830191892247,0.10960276111027775,0.022023028762329637,2.280010229954861e-08,2.2235217000193127e-05,0.0007064154125251292,0.00023909132942680686,2.6813696630011948e-06,2.3904696722742063e-15,0.0009369968322994941,2.1646207464875965e-13,0.00035040424286638576,1.0975336432655254e-10,1.3062855417939715e-07,1.5105220359007605e-11,3.0905735726114296e-13,1.2141974474641421e-05,9.555926959789383e-09,0.007871509793280272,0.001317447707864842,0.00010714275010719462,3.364620467903321e-07,5.133542127282913e-09,8.202440740433901e-09,5.10620877016368e-12,7.358633656142136e-08,1.3908412489442939e-05,2.6577237582611764e-08,1.0469604190978831e-09,1.3791576461607304e-05,2.9046673912760094e-09,1.510734381185634e-08,7.409389580612698e-10,5.6102574658690715e-06,9.017185410796017e-13,5.606008155698995e-13,5.794963959313181e-10,7.246057681762511e-09,2.697467791514251e-15,1.4479079850909626e-12,1.6931017042343575e-11,6.094771425634071e-16
1.1721215027126719e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429774565124552,0.10959613413003355,0.022018770178132592,2.3217218703191204e-08,2.2577616654134254e-05,0.000712918007781437,0.00024168514230901985,2.7188777193212725e-06,2.4397494588553726e-15,0.000941239237732763,2.2170648019230104e-13,0.00035079419459216603,1.1133712304913857e-10,1.33107166475001e-07,1.5287056842085993e-11,3.141801621283674e-13,1.2242574706253236e-05,9.752511943282963e-09,0.0078712163894877,0.001322892146162165,0.00010741789952730722,3.387232700675825e-07,5.155789457416694e-09,8.238946198005318e-09,5.130330776345731e-12,7.380013078527055e-08,1.3912902431696609e-05,2.6796942724671457e-08,1.0629026287519793e-09,1.3920694806009423e-05,2.9177826472988134e-09,1.5418226076763134e-08,7.489681314435866e-10,5.6403118999327816e-06,9.115190188120117e-13,5.692483786532213e-13,5.931876756591288e-10,7.348337016967614e-09,2.752925708078198e-15,1.4753638994746041e-12,1.714223186815758e-11,6.213179784507729e-16
1.1784708975698293e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429719205427647,0.1095895155964949,0.022014512451964365,2.363951299896412e-08,2.2923193464467097e-05,0.0007194379741682961,0.000244290471249923,2.756656796842292e-06,2.4897450785404807e-15,0.0009454708056217202,2.2704238887724888e-13,0.00035117884784161154,1.1293289448020043e-10,1.356165529169514e-07,1.5469764446246022e-11,3.1935388213634893e-13,1.2343291682795027e-05,9.951905363200712e-09,0.007870913291914004,0.0013283201443453799,0.00010769214862967405,3.4098458990777834e-07,5.1779686440564335e-09,8.275357514741817e-09,5.154406766552787e-12,7.401329199219827e-08,1.3917366606235333e-05,2.7017283902401338e-08,1.0789904760351915e-09,1.4050164916257645e-05,2.930864153445619e-09,1.573355111625307e-08,7.570328395239262e-10,5.670238518913744e-06,9.213719620716829e-13,5.779716365245141e-13,6.071125244234895e-10,7.451363978642635e-09,2.8091751534719316e-15,1.5031603407887956e-12,1.7354813503248936e-11,6.333127949961333e-16
1.1848202924269867e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429664108778628,0.1095829051612578,0.022010255584127485,2.4067018384090315e-08,2.3271956340217712e-05,0.0007259752062762112,0.00024690728597641186,2.7947063955863595e-06,2.540462722996416e-15,0.000949691542443521,2.324707002223524e-13,0.000351558280649665,1.1454066070847643e-10,1.3815686725130327e-07,1.56533396085086e-11,3.2457866006847684e-13,1.2444122746041628e-05,1.0154128119731274e-08,0.00787060087310326,0.0013337317258408257,0.0001079655055761599,3.4324597104283335e-07,5.2000797598710755e-09,8.311674750128476e-09,5.1784367929039375e-12,7.422582604552999e-08,1.3921805368078001e-05,2.7238259187056816e-08,1.0952243479995754e-09,1.4179984625637172e-05,2.943911930746792e-09,1.605335200813959e-08,7.651329879087151e-10,5.70003713035743e-06,9.312773536011703e-13,5.867706751097717e-13,6.212732569596555e-10,7.555137224433558e-09,2.8662220050991104e-15,1.5312990042452074e-12,1.7568760908059895e-11,6.454625694096573e-16
1.1911696872841441e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429609271295247,0.10957630248953788,0.022005999574917105,2.4499768027263823e-08,2.3623914122508866e-05,0.0007325295995730785,0.00024953555623848165,2.8330260029027443e-06,2.5919086039504787e-15,0.0009539014550435916,2.3799231293393853e-13,0.00035193256991645903,1.1616040324922856e-10,1.4072826206274363e-07,1.5837778790195313e-11,3.2985463722313295e-13,1.2545065260889931e-05,1.0359201077693664e-08,0.007870279491618334,0.0013391269140960033,0.00010823797840697072,3.455073785093381e-07,5.222122879504151e-09,8.34789796673089e-09,5.202420908955724e-12,7.443773874102439e-08,1.3926219069284762e-05,2.7459866655733623e-08,1.1116046285445415e-09,1.4310151785854392e-05,2.956926001408e-09,1.6377661774343873e-08,7.732684822885654e-10,5.729707557952131e-06,9.412351758040512e-13,5.956455776409854e-13,6.356721898300457e-10,7.659655376555832e-09,2.9240721302573787e-15,1.5597815721673098e-12,1.7784073006488826e-11,6.577682775475034e-16
1.1975190821413015e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44295546892306487,0.10956970725965026,0.022001744424620988,2.493779506775771e-08,2.397907558480172e-05,0.0007391010503937636,0.0002521752518102015,2.8716150936275775e-06,2.644088953177486e-15,0.0009581005506291676,2.436081248111374e-13,0.00035230179142361806,1.1779210305157967e-10,1.4333088877075521e-07,1.602307847694256e-11,3.351819534168539e-13,1.2646116615170959e-05,1.0567145065557625e-08,0.007869949492566279,0.0013445057325789662,0.00010850957504317395,3.477687776461367e-07,5.244098079536625e-09,8.384027230140726e-09,5.22635916969687e-12,7.464903580840322e-08,1.3930608058978188e-05,2.7682104391388404e-08,1.1281316984316402e-09,1.4440664266817047e-05,2.9699063887885857e-09,1.6706513379343837e-08,7.814392284411554e-10,5.759249641205386e-06,9.51245410752632e-13,6.045964246777874e-13,6.503116412685853e-10,7.764917022240083e-09,2.9827313858638977e-15,1.5886097139490175e-12,1.8000748686122037e-11,6.702308939064174e-16
1.203868476998459e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429500358968294,0.1095631191625088,0.02199749013351945,2.538113261453952e-08,2.4337449433136348e-05,0.0007456894559298325,0.00025482634249067096,2.910473130242832e-06,2.697010022486568e-15,0.0009622888367629175,2.493190326517693e-13,0.0003526660198503266,1.1943574050580714e-10,1.459648976259449e-07,1.6209235178706887e-11,3.4056074698758864e-13,1.2747274219463319e-05,1.0777980874477524e-08,0.007869611208103913,0.001349868204777716,0.00010878030328915322,3.5003013409039914e-07,5.266005438450088e-09,8.420062608921932e-09,5.2502516315576135e-12,7.485972291270338e-08,1.3934972683363728e-05,2.7904970482854716e-08,1.1448059352972824e-09,1.4571519956417526e-05,2.9828531173806016e-09,1.7039939728643145e-08,7.896451322341102e-10,5.788663235125736e-06,9.613080402025894e-13,6.136232941288571e-13,6.651939310262201e-10,7.870920714175832e-09,3.0422056181849385e-15,1.6177850860151564e-12,1.821878679874627e-11,6.828513916172735e-16
1.2102178718556163e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429446277017079,0.10955653790114483,0.02199323670188536,2.5829813745393944e-08,2.469904430637063e-05,0.0007522947142194268,0.00025748879810495924,2.9495995630345457e-06,2.750678083707533e-15,0.0009664663213566437,2.55125932158906e-13,0.0003530253287891679,1.2109129545059172e-10,1.486304377065364e-07,1.6396245429761787e-11,3.4599115479804764e-13,1.2848535506908082e-05,1.0991729257338515e-08,0.007869264957924442,0.0013552143541995876,0.00010905017083499938,3.5229141377370237e-07,5.287845036590089e-09,8.456004174556839e-09,5.274098352328434e-12,7.506980565513465e-08,1.3939313285749839e-05,2.812846302477601e-08,1.1616277136613564e-09,1.4702716760319199e-05,2.9957662127885852e-09,1.7377973667261212e-08,7.978860996281002e-10,5.817948209909658e-06,9.714230455791024e-13,6.227262612738264e-13,6.803213802176113e-10,7.977664970953036e-09,3.10250066257016e-15,1.6473093317843144e-12,1.8438186160503234e-11,6.956307424372493e-16
1.2165672667127737e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429392440006634,0.10954996319024365,0.021988984129984058,2.6283871506052453e-08,2.5063868776418065e-05,0.0007589167241372886,0.00026016258850502735,2.988993830250294e-06,2.8050994286767543e-15,0.0009706330126650647,2.6102971784811574e-13,0.000353379790761735,1.227587471802218e-10,1.5132765691502284e-07,1.658410578868633e-11,3.5147331223914115e-13,1.2949897933025014e-05,1.1208410927815373e-08,0.007868911049725723,0.0013605442043706417,0.00010931918525883559,3.54552582920106e-07,5.309616956130425e-09,8.4918520013938e-09,5.297899391151357e-12,7.527928957451745e-08,1.3943630206566903e-05,2.8352580117621385e-08,1.1785974049428354e-09,1.4834252601745833e-05,3.008645701708679e-09,1.7720647978243642e-08,8.06162036679552e-10,5.847104450633661e-06,9.815904079819858e-13,6.319053987848222e-13,6.956963111690229e-10,8.085148277501571e-09,3.1636223431890182e-15,1.6771840816329104e-12,1.86589455520221e-11,7.085699167449842e-16
1.222916661569931e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44293388446828097,0.10954339475569874,0.021984732418073392,2.6743338909330297e-08,2.543193134848476e-05,0.0007655553853849262,0.00026284768357063307,3.0286553582558924e-06,2.86028036922278e-15,0.0009747889192796756,2.670312829554046e-13,0.0003537294772340193,1.2443807445175226e-10,1.540567019749782e-07,1.677281283834582e-11,3.5700735323350727e-13,1.3051358975530214e-05,1.1428046559444992e-08,0.007868549779660953,0.0013658577788350488,0.00010958735402908333,3.5681360804242136e-07,5.331321281037868e-09,8.527606166595648e-09,5.3216548085607656e-12,7.54881801486382e-08,1.3947923783385862e-05,2.85773198677185e-08,1.1957153774735063e-09,1.496612542127392e-05,3.0214916119083723e-09,1.8067995381191936e-08,8.144728495432804e-10,5.876131856951423e-06,9.918101082098787e-13,6.411607767475864e-13,7.113210472674039e-10,8.193369085528508e-09,3.225576472770931e-15,1.7074109528608355e-12,1.8881063719041595e-11,7.216698835348281e-16
1.2292660564270885e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44292854879033167,0.10953683233418306,0.021980481566403674,2.7208248934270602e-08,2.5803240461304457e-05,0.0007722105984809218,0.0002655440532102191,3.068583561691307e-06,2.9162272371514885e-15,0.0009789340501226876,2.731315193458611e-13,0.00035407445863157815,1.2612925549211802e-10,1.5681771842802476e-07,1.6962363185864827e-11,3.6259341023912447e-13,1.3152916134155068e-05,1.1650656784710749e-08,0.007868181432772393,0.0013711551011544854,0.00010985468450667199,3.5907445593798614e-07,5.352958097036823e-09,8.563266750087744e-09,5.345364666376379e-12,7.569648279486515e-08,1.3952194350937133e-05,2.8802680387168007e-08,1.2129819965037051e-09,1.509833317662799e-05,3.0343039722072813e-09,1.8420048530813837e-08,8.228184444754867e-10,5.9050303427959225e-06,1.0020821267398394e-12,6.504924626832691e-13,7.271979128106733e-10,8.302325813953238e-09,3.2883688523506986e-15,1.7379915496596528e-12,1.910453937256538e-11,7.349316104086613e-16
1.235615451284246e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429232366633545,0.10953027567273627,0.0219762315752177,2.7678634525295216e-08,2.6177804487372685e-05,0.0007788822647513786,0.000268251667361784,3.108777843625793e-06,2.9729463842306734e-15,0.0009830684144410454,2.7933131742301624e-13,0.0003544148043544868,1.2783226800520077e-10,1.5961085063095434e-07,1.7152753462592737e-11,3.682316142530088e-13,1.3254566930466637e-05,1.1876262194139092e-08,0.007867806283408765,0.0013764361949075187,0.00011012118394718719,3.61335093687291e-07,5.374527491575023e-09,8.598833834507566e-09,5.369029027680208e-12,7.590420287148686e-08,1.3956442241128539e-05,2.9028659793849954e-08,1.2303976242188e-09,1.5230873842478764e-05,3.047082812457045e-09,1.877684001549403e-08,8.311987278363173e-10,5.933799836086456e-06,1.0124064437260007e-12,6.599005215698922e-13,7.433292328592167e-10,8.412016849340326e-09,3.3520052710156125e-15,1.7689274630818987e-12,1.9329371188831884e-11,7.483560635714777e-16
1.2419648461414033e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4429179477942529,0.10952372452836781,0.021971982444750706,2.8154528591362803e-08,2.6555631733180272e-05,0.0007855702863205012,0.00027097049599373734,3.149237595712214e-06,3.0304441821743768e-15,0.0009871920218005234,2.8563156603892803e-13,0.00035475058279207564,1.2954708917885056e-10,1.6243624175300055e-07,1.7343980324062298e-11,3.7392209481499245e-13,1.3356308907689344e-05,1.2104883335409725e-08,0.007867424595626974,0.0013817010836890005,0.00011038685950296554,3.6359548865055687e-07,5.396029553789789e-09,8.634307505155486e-09,5.392647956908024e-12,7.611134567914413e-08,1.3960667783063044e-05,2.925525621148184e-08,1.2479626197552162e-09,1.536374541024417e-05,3.0598281635216675e-09,1.913840235588331e-08,8.396136060922315e-10,5.9624402784405085e-06,1.0227830390384682e-12,6.693850158631157e-13,7.59717333088597e-10,8.52244054633016e-09,3.4164915056558212e-15,1.8002202710116068e-12,1.955555781007517e-11,7.619442078265151e-16
