Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),CO2X(24),H2OX(23),O(29),acetyl(44),C2H4X(215),C2H4X(70)
6.185523972455958e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999968,0.1186699660299623,0.022821567693054243,3.12444518929324e-97,1.4719242815278272e-45,1.9064916911924373e-30,3.2869871575365973e-71,9.701635842561112e-46,2.72612395689973e-109,5.459215427148644e-17,1.2928898253493253e-89,5.4592154271479975e-17,7.332768634334085e-61,4.524780722189287e-60,3.6489831942034327e-92,4.23098768869415e-93,6.867162905351925e-32,1.7700632699904334e-71,2.9814274145875e-15,8.827476676399627e-17,3.533934952075671e-19,5.78284637000627e-32,2.14128949105653e-31,3.5339348888270905e-19,3.16087938817065e-27,5.288732481227538e-32,7.95785210513403e-36,4.9938365095525e-61,7.726205322732839e-44,2.457544124943268e-63,1.9264372224328084e-31,6.4262028255476626e-86,4.0522000385858236e-88,2.5965093674598803e-87,1.1945639580023068e-45,6.636843543351531e-25,1.906323708601387e-101,2.3735517459329676e-77,1.709377918993643e-85
1.237642198832847e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999938,0.11866996602995926,0.0228215676930542,8.02642673246452e-95,1.1784344201820113e-44,7.630967024817115e-30,2.1100717290741877e-69,7.769177046893688e-45,7.000140227888524e-107,1.09231738737822e-16,8.287283813542487e-88,1.092317387377961e-16,1.174517344721882e-59,7.248074323249588e-59,4.684921910369381e-90,5.432156265569587e-91,2.7486547964427913e-31,5.752956000430802e-70,5.9654451223225824e-15,1.7662622750432773e-16,7.070940284574527e-19,2.314645084288008e-31,8.5707383206124e-31,7.070940031413259e-19,1.26515431867939e-26,4.234134410249047e-31,6.382771017244509e-35,1.602880095782176e-59,6.185686180006418e-43,7.873726896652077e-62,7.710769322652069e-31,8.250588394388132e-84,5.204858108355761e-86,3.3350924819287254e-85,9.563773110813751e-45,1.3279454615578851e-24,4.897177416447305e-99,1.5209551524073786e-75,1.1110405490935142e-83
2.4758218020073495e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999876,0.11866996602995318,0.02282156769305411,2.063844816206164e-92,9.43105689596193e-44,3.053406235951388e-29,1.3561093094820176e-67,6.218490524764162e-44,1.7995272380610484e-104,2.1851090767049272e-16,5.307957789352493e-86,2.185109076703891e-16,1.880247823408559e-58,1.1603663437943458e-57,6.02179493463719e-88,6.982257484129576e-89,1.099819947444077e-30,1.8947391569431725e-68,1.1933480537788265e-14,3.5332914898498477e-16,1.414495113971528e-18,9.261591164871089e-31,3.429411714546668e-30,1.4144950126723523e-18,5.062095683032992e-26,3.388486571240813e-30,5.1268038784273155e-34,5.150820302795606e-58,4.950467406341424e-42,2.521068203611182e-60,3.0853120973774112e-30,1.0604947589491278e-81,6.691682655593254e-84,4.287797459981356e-83,7.653921891764023e-44,2.6564680885697574e-24,1.2592037736901887e-96,9.739912987278771e-74,7.316942728331905e-82
4.952181008356355e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997534,0.11866996602994102,0.022821567693053935,5.323291003763381e-90,7.546278474831211e-43,1.2215816788908684e-28,8.743487733468519e-66,4.976052282273457e-43,4.6407929095849005e-102,4.3706924553583264e-16,3.39840434325648e-84,4.3706924553541785e-16,3.0092128072293635e-57,1.8571258783718896e-56,7.764886628790618e-86,9.00336831840482e-87,4.3999959495159326e-30,6.40259658878137e-67,2.386955136870169e-14,7.067349919462756e-16,2.8292973610657894e-18,3.7052362343145396e-30,1.3719879924475542e-29,2.8292969557895813e-18,2.0250322625230602e-25,2.7111315945195325e-29,4.1320604900293356e-33,1.6605745782363911e-56,3.961187689911236e-41,8.069400910871083e-59,1.2343257376895118e-29,1.3674696060347965e-79,8.630061463146104e-82,5.529841613317735e-81,6.124295254338616e-43,5.313514992859135e-24,3.2477897702811084e-94,6.235110353334724e-72,4.943082181664889e-80
9.904899421054365e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995075,0.11866996602991671,0.02282156769305358,1.3823113911458008e-87,6.03759608526642e-42,4.886887254066151e-28,5.675642135654727e-64,3.981345832200842e-42,1.2048925888222504e-99,8.741859212665061e-16,2.1753985084342827e-82,8.741859212648471e-16,4.815393615570798e-56,2.9718332262831847e-55,1.008028021906036e-83,1.168806188167098e-84,1.760141621954186e-29,2.2652561240613865e-65,4.77416930304568e-14,1.413546677868764e-15,5.658902159589885e-18,1.4822124695326918e-29,5.48839859534534e-29,5.658900538244775e-18,8.0997033391818885e-25,2.1688352529286284e-28,3.353699496673926e-32,5.390199653166221e-55,3.169349625061095e-40,2.582282946670602e-57,4.937704748526282e-29,1.7752321945210572e-77,1.1205239732964805e-79,7.179921763085707e-79,4.899893159482706e-42,1.0627615402500424e-23,8.433162295051608e-92,3.9905998543334054e-70,3.4954067119285906e-78
1.9810336246450387e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990157,0.11866996602986808,0.022821567693052873,3.637683138147164e-85,4.830306300128714e-41,1.9549646823480415e-27,3.7337011033848924e-62,3.1852782804065697e-41,3.17005084076195e-97,1.7484192727278274e-15,1.3923893732430911e-80,1.7484192727211905e-15,7.705152318632448e-55,4.7552785431170983e-54,1.3261194153328114e-81,1.5376324271793634e-82,7.0408529823068e-29,8.632192279311046e-64,9.548597635368007e-14,2.8271700497133667e-15,1.1318112974548986e-17,5.929069946776509e-29,2.195448750821939e-28,1.1318106488038362e-17,3.2391454936206544e-24,1.7347091703136864e-27,2.7594419483534044e-31,1.7733295342883505e-53,2.5357577417429845e-39,8.261872669966599e-56,1.9751622391660023e-28,2.3354210380061747e-75,1.4744595818750559e-77,9.447805486373672e-77,3.920087415898854e-41,2.125584262603313e-23,2.219037186814669e-89,2.5535492874663165e-68,2.661262877390676e-76
3.962120989724243e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998032,0.11866996602977084,0.02282156769305146,9.817411455075219e-83,3.864336971329802e-40,7.821058971943587e-27,2.51886018653077e-60,2.548303272303821e-40,8.55199175588972e-95,3.496885975650368e-15,8.911721855876178e-79,3.4968859756238196e-15,1.2328661743048908e-53,7.608721652550609e-53,1.788935524051997e-79,2.074266632935305e-80,2.816398492835809e-28,3.6468032362323835e-62,1.9097454299897864e-13,5.65441679340108e-15,2.2636539480656505e-17,2.3716592802008397e-28,8.781973506972491e-28,2.2636513527160444e-17,1.2949909208364513e-23,1.3870945286791127e-26,2.3296866256409653e-30,5.983987682286649e-52,2.0289064448804948e-38,2.642577401098677e-54,7.900809457758667e-28,3.150483660464389e-73,1.9898357686513832e-75,1.2750121688217723e-74,3.1361232437613906e-40,4.251240269009906e-23,5.987614042111336e-87,1.6335237093594558e-66,2.2456598744333597e-74
7.924295719882651e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679960653,0.11866996602957634,0.022821567693048633,2.771231287176623e-80,3.091506599656091e-39,3.129287088993336e-26,1.7772375195741768e-58,2.0386748769810587e-39,2.4124390113784847e-92,6.993819381495042e-15,5.703639541187518e-77,6.993819381388847e-15,1.972619319382881e-52,1.2174174371143891e-51,2.523621986687425e-77,2.9261338625525827e-78,1.1265708572149559e-27,1.7321837982672447e-60,3.819516762849842e-13,1.1308910280770528e-14,4.5273412033929917e-17,9.486598022233262e-28,3.512825003953141e-27,4.527330816356069e-17,5.174475527747923e-23,1.1085612185195547e-25,2.058814637820384e-29,2.1124604529010207e-50,1.6235471989922915e-37,8.447950631805907e-53,3.16035573858625e-27,4.4443353680087715e-71,2.8088974847668528e-73,1.7998281522127617e-72,2.508894566363416e-39,8.502594528623302e-23,1.6896132229137898e-84,1.0444379570837032e-64,2.1304888928191757e-72
1.5848645180199469e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992132,0.11866996602918735,0.022821567693042978,8.41108909670629e-78,2.4732204882180386e-38,1.2523845572008308e-25,1.3482033671644332e-56,1.630952804465422e-38,7.3148007817820715e-90,1.3987686193182755e-14,3.650373313932283e-75,1.3987686192757972e-14,3.15621765481712e-51,1.9478851371639946e-50,3.8269084438444225e-75,4.4372913858300386e-76,4.50630634909116e-27,9.14950957170946e-59,7.639059428386287e-13,2.2617897255485528e-14,9.054723559402829e-17,3.794550031137025e-27,1.405137041933203e-26,9.054681966912016e-17,2.0653812821578345e-22,8.850553269208762e-25,1.9582134039511753e-28,8.020560463439514e-49,1.2994880534003662e-36,2.697971326860218e-51,1.2641485705418494e-26,6.739544538476795e-69,4.263804188755436e-71,2.732049273528471e-70,2.0070734780090804e-38,1.7005472035050917e-22,5.1256700678184986e-82,6.671223788736301e-63,2.248248651255206e-70
3.16973441008331e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679842647,0.11866996602840936,0.022821567693031668,2.8234509159686844e-75,1.978583112899501e-37,5.014826211068427e-25,1.1310642087937454e-54,1.3047674033473392e-37,2.4523439284154877e-87,2.7975419816551654e-14,2.336252990454597e-73,2.797541981485252e-14,5.049969614591274e-50,3.1166289200511224e-49,6.41703316340586e-73,7.440534559853844e-74,1.802527123667382e-26,5.222338410866102e-57,1.5278144758724519e-12,4.523587120481996e-14,1.810951988263125e-16,1.5177370964876344e-26,5.620561609167154e-26,1.8109353161234384e-16,8.2264009033363835e-22,7.051846869270314e-24,2.0614983166572617e-27,3.368696107775983e-47,1.0406157423653424e-35,8.59919415132104e-50,5.0566059042685034e-26,1.1300994639802185e-66,7.158804891392692e-69,4.586950886419718e-68,1.6055770163317524e-37,3.401190299670941e-22,1.7195123908471655e-79,4.252747541145221e-61,2.5646416812224255e-68
6.339474194210037e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679685306,0.11866996602685338,0.02282156769300905,1.0619785694085622e-72,1.5828702012988465e-36,2.0101033311397443e-24,1.0632392921275924e-52,1.0438159843567542e-36,9.212243594675127e-85,5.595088706326334e-14,1.4952063995390002e-71,5.595088705646678e-14,8.079968386475395e-49,4.986612946154746e-48,1.2056687186998449e-70,1.3979698452025886e-71,7.210117662537159e-26,3.122356909903277e-55,3.055631541646235e-12,9.04718191031065e-14,3.621924078502119e-16,6.070262007859442e-26,2.248226820516078e-25,3.621857112357608e-16,3.2627806371781857e-21,5.596222895977809e-23,2.4318526705485628e-26,1.585399278943137e-45,8.341106585978563e-35,2.7300106706236564e-48,2.0226439436173093e-25,2.123294318502624e-64,1.346793098956162e-66,8.62917189172591e-66,1.2843250917117487e-36,6.802746871523908e-22,6.463516733605117e-77,2.7004325868902314e-59,3.0654314982432236e-66
1.2678953762463491e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679370625,0.11866996602374144,0.022821567692963816,4.41563409407213e-70,1.266299280041071e-35,8.073003375401475e-24,1.1049915506137886e-50,8.350536085816997e-36,3.8266652030943585e-82,1.1190182155658228e-13,9.569335098413954e-70,1.1190182152939599e-13,1.292796273154931e-47,7.978574900647393e-47,2.504747202318421e-68,2.9042474875248813e-69,2.8840488984258536e-25,1.9064002837222495e-53,6.111265672018345e-12,1.8094371489815039e-13,7.243920969299742e-16,2.4275512461026604e-25,8.99290754424329e-25,7.243650934988839e-16,1.2834036647875215e-20,4.406193936566818e-22,3.1689672608136935e-25,8.246739071094945e-44,6.698176071520689e-34,8.600033352817421e-47,8.090572998196017e-25,4.411088216299869e-62,2.8008446910319404e-64,1.7944314760343994e-63,1.0272394209785402e-35,1.3606941533314646e-21,2.6862377018001888e-74,1.701581854088072e-57,3.742497637859433e-64
2.5357912898970397e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678741256,0.11866996601751754,0.022821567692873343,1.960726352380012e-67,1.0130432849005948e-34,3.2540899943966663e-23,1.226600936886776e-48,6.680432095825997e-35,1.698335880620994e-79,2.2380369054280239e-13,6.124378715927047e-68,2.2380369043405711e-13,2.0684750095186737e-46,1.2765679528772061e-45,5.55909479535692e-66,6.445752495094152e-67,1.1536199259217595e-24,1.16452300084557e-51,1.2222533928060747e-11,3.6188750648212136e-13,1.4488136226626423e-15,9.705770105150842e-25,3.5971597969218354e-24,1.4487039506375656e-15,4.967801024791408e-20,3.416659142518238e-21,4.40534911336699e-24,4.5800010134518277e-42,5.3972271279364e-33,2.668749545733859e-45,3.236223891962528e-24,9.79005653996613e-60,6.220273051775309e-62,3.9846244348421496e-61,8.214377976245532e-35,2.721965692923308e-21,1.1925544114572403e-71,1.0563206289131982e-55,4.571868843125905e-62
5.071583117198421e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677482524,0.11866996600506975,0.0228215676926924,8.913613889383118e-65,8.104403468230292e-34,1.319840452997557e-22,1.3942958944844794e-46,5.344346875997064e-34,7.72086459727294e-77,4.476074285135708e-13,3.919603390588396e-66,4.4760742807859047e-13,3.3095604969409094e-45,2.0424939443804958e-44,1.263687230418725e-63,1.4652400785499082e-64,4.6144804357424085e-24,6.972145958510626e-50,2.444507042133828e-11,7.237750896256001e-13,2.8977528784391828e-15,3.878762825925237e-24,1.4388606560547568e-23,2.8973020397428743e-15,1.8658280965570199e-19,2.574421691794459e-20,6.263517148209552e-23,2.603633317424115e-40,4.3745436817817845e-32,8.050830531967717e-44,1.2944846936969584e-23,2.2254573275242253e-57,1.4145891667669522e-59,9.057680815691955e-59,6.565845906545174e-34,5.446239201040035e-21,5.421997030174127e-69,6.3761844330282e-54,5.474636331527815e-60
1.0143166771801184e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767496506,0.11866996598017418,0.022821567692330513,3.97260582813922e-62,6.483612233623203e-33,5.4024716063331675e-22,1.5542937752577982e-44,4.275477834101759e-33,3.44319062210697e-74,8.952149044484178e-13,2.508546047826706e-64,8.952149027085014e-13,5.295296232450553e-44,3.2679419870862464e-43,2.817642500600258e-61,3.267039427584601e-62,1.8457923198690183e-23,3.987615851506946e-48,4.8890143332664226e-11,1.4475502558147208e-12,5.796065578689982e-15,1.5486758301253182e-23,5.755415150485867e-23,5.794179752286512e-15,6.642968122308335e-19,1.8433622212559414e-19,8.723172586614854e-22,1.4509486197734397e-38,3.5768506516158825e-31,2.3097602416985714e-42,5.17789863600152e-23,4.962067546789483e-55,3.154131872399897e-57,2.0183175276733872e-56,5.2436472738163466e-33,1.0901707932991494e-20,2.4176930120106206e-66,3.661768903149639e-52,6.263032140431325e-58
2.028633408100671e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766993013,0.11866996593038302,0.022821567691606738,1.6612873071537354e-59,5.187031452536952e-32,2.2339851971989257e-21,1.6266798745445868e-42,3.4203821663931363e-32,1.4420565636347683e-71,1.7904298562913285e-12,1.6054688605249776e-62,1.7904298493317029e-12,8.472470488308474e-43,5.228552238989993e-42,5.899474555692283e-59,6.840382810401889e-60,7.383169563893002e-23,2.1085282595681734e-46,9.77802888543997e-11,2.8951005878017614e-12,1.1594697902146029e-14,6.172183402906338e-23,2.3021438070691737e-22,1.158666159481446e-14,2.1706616720733474e-18,1.2155416411264997e-18,1.1391400515251803e-20,7.588131525348057e-37,2.9540391450239906e-30,6.110117368718968e-41,2.071127097177546e-22,1.0389253198280113e-52,6.601438844997023e-55,4.219534628031351e-54,4.180541294285265e-32,2.1840332259653418e-20,1.0121934132324389e-63,1.940213133811429e-50,6.624549425149617e-56
3.0429501390212235e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727664895204,0.11866996588059187,0.022821567690882963,1.3605728198162951e-58,1.483189961004008e-31,4.831750379950461e-21,1.0082360733465829e-41,1.0154259208011273e-31,1.1754797505218745e-70,2.685644808107456e-12,9.115375474261301e-62,2.6856447933182832e-12,3.20530701725592e-42,1.9933590854481316e-41,4.2290536669743624e-58,4.903541663605778e-59,1.5689235493406175e-22,1.1141021761566326e-45,1.4667043407521874e-10,4.342650919397602e-12,1.739552294287984e-14,1.3082952361528528e-22,4.892022828911374e-22,1.7377870134820503e-14,4.049114326322506e-18,3.1317657899054417e-18,3.838191725364253e-20,3.982455932831572e-36,8.569534963771497e-30,2.6690098344662216e-40,4.40109748820636e-22,7.447535714803177e-52,4.757670895784077e-54,3.0410628658431925e-53,1.1930210206192306e-31,3.280664344896119e-20,8.275720488135891e-63,1.025546250060383e-49,4.128956022623167e-55
4.057266869941776e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727659860276,0.11866996583080071,0.022821567690159188,7.196675241585913e-58,3.128521336982495e-31,8.351648645632504e-21,4.0143088787165685e-41,2.212559537528162e-31,5.740013174992459e-70,3.5808597598967524e-12,3.505587886904836e-61,3.580859734668249e-12,8.343394323908255e-42,5.36320154395937e-41,1.8718242583110008e-57,2.170356532263519e-58,2.676399010244789e-22,3.831802898325913e-45,1.9556057899512137e-10,5.790201250602536e-12,2.319866948643222e-14,2.226642882169231e-22,8.345163917511664e-22,2.3167805652299782e-14,6.17880359323477e-18,6.045061626364242e-18,9.036213842881686e-20,1.4157999435647772e-35,1.8275882230401575e-29,8.033446856876049e-40,7.507679749606063e-22,3.296345924978309e-51,2.3256782842755534e-53,1.4858756904629213e-52,2.5119392257464326e-31,4.3800641500801076e-20,4.470140978049049e-62,3.528351334257645e-49,1.6049516865510996e-54
6.085900331782881e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072764979042,0.1186699657312184,0.022821567688711637,1.0664101621174926e-56,8.545162039591136e-31,1.7590298369656047e-20,3.026540198085413e-40,6.422377121961599e-31,5.787827783839009e-69,5.3712896634122655e-12,2.6680268428529596e-60,5.371289611180217e-12,3.0619069210828916e-41,2.1691697571465037e-40,1.638020162901913e-56,1.8992509903078076e-57,5.541144212114689e-22,2.2034734691596915e-44,2.9334086812869426e-10,8.68530191209563e-12,3.481066954318206e-14,4.592250330760454e-22,1.7277423828123223e-21,3.4744689849627776e-14,1.0796120566668745e-17,1.4413920679481054e-17,2.8160102873056175e-19,9.11058689025647e-35,5.06659220289137e-29,3.836485828079549e-39,1.5543438753251786e-21,2.884578684991375e-50,3.1730177968128707e-52,2.0247030206140536e-51,6.8405515313079615e-31,6.585361697537593e-20,7.10559171631791e-61,2.0300112147568228e-48,1.0976601335485057e-53
8.114533793623986e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072763972055,0.11866996563163608,0.022821567687264087,5.805929631471202e-56,1.787970703970693e-30,3.029907605150052e-20,1.195009997227918e-39,1.4045013135194516e-30,2.8075154860226224e-68,7.161719566828911e-12,1.007445854425418e-59,7.161719477996435e-12,7.939751583686246e-41,5.87555498778931e-40,7.224823455768736e-56,8.377006519361995e-57,9.424034983653403e-22,7.514148084187837e-44,3.9112115615569003e-10,1.1580402572152415e-11,4.643180890084048e-14,7.78165722520336e-22,2.9384084442687543e-21,4.631689501406685e-14,1.58081509188553e-17,2.689827843976903e-17,6.426739820129225e-19,3.143498338390111e-34,1.071742149311248e-28,1.1328071846151595e-38,2.6434899762657495e-21,1.2722944162929877e-49,1.518874058806683e-51,9.686516878514867e-51,1.4275120776242389e-30,8.800840691724795e-20,3.7017278105410707e-60,6.924229288815607e-48,4.223244669940852e-53
1.0143167255465091e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072762965069,0.11866996553205376,0.022821567685816536,2.39850885636791e-55,3.255000517572748e-30,4.6759219464576e-20,3.7309116768855805e-39,2.6350353559876398e-30,1.0712380684290046e-67,8.952149470139469e-12,3.0815720424675224e-59,8.952149334424367e-12,1.7360077268658492e-40,1.3198949335441772e-39,2.5077620200699222e-55,2.907677865207735e-56,1.4397796004391385e-21,2.060940193864679e-43,4.889014429970676e-10,1.4475503230671256e-11,5.806302600816928e-14,1.1844184269350883e-21,4.489179066394731e-21,5.788408879907021e-14,2.1018990589328897e-17,4.394897829647867e-17,1.2510607756124904e-18,8.741617096134883e-34,1.9689814249619874e-28,2.720927196941538e-38,4.038589921932348e-21,4.416148598407203e-49,5.71826964234766e-51,3.644575423684695e-50,2.591796468270165e-30,1.1027228378760836e-19,1.5582667711651699e-59,1.8994361141617093e-47,1.3006838877933035e-52
1.42004341791473e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072760951097,0.11866996533288916,0.022821567682921436,6.873368442793051e-54,8.594647168425703e-30,9.124211597520348e-20,3.6668447905120966e-38,7.209935017447065e-30,2.650016053393821e-66,1.2533009276434563e-11,2.7270205057421975e-58,1.2533009015462984e-11,6.677452625150526e-40,5.118019227237603e-39,3.8583808083536983e-54,4.4735926523621424e-55,2.7686450895410795e-21,1.3310127133142992e-42,6.844620130484946e-10,2.0265704543004865e-11,8.135724712163103e-14,2.258022837124719e-21,8.632330970275299e-21,8.100314010964182e-14,3.1551641229509877e-17,9.207338317887006e-17,3.673444243873174e-18,5.615514334474678e-33,5.284215149687252e-28,1.1802090092267832e-37,7.765773179610372e-21,6.794297169730888e-48,9.844343691192086e-50,6.260429105456234e-49,6.793670989837296e-30,1.5513415051553245e-19,4.453300065205016e-58,1.2270030924679051e-46,1.2718980764626548e-51
1.825770110282951e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072758937124,0.11866996513372455,0.022821567680026335,4.364279663028064e-53,1.7819756925319428e-29,1.5106711845778606e-19,1.5946535370186436e-37,1.5199416787688318e-29,1.677051814848791e-65,1.611386908229636e-11,1.1270634744564012e-57,1.611386865430958e-11,1.773701575054753e-39,1.3617807413005355e-38,2.041018241115827e-53,2.3664350306090925e-54,4.5405708000015384e-21,4.697854250273958e-42,8.800225782844979e-10,2.605590584910612e-11,1.0469406665233895e-13,3.672308067825722e-21,1.4156679823832664e-20,1.0410186575311897e-13,4.215887365796291e-17,1.5845777836586832e-16,8.091335572469507e-18,1.9748964381916352e-32,1.107119353463996e-27,3.3202423447204364e-37,1.2735382416907109e-20,3.5939982746982224e-47,5.1942375323602626e-49,3.2994583730457296e-48,1.3993252937526298e-29,2.0043907706783254e-19,2.7891111868642585e-57,4.3311300443186786e-46,5.539494121804438e-51
2.637223495019393e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072754909177,0.11866996473539536,0.022821567674236133,1.295938721128817e-51,5.354945929607539e-29,3.1676353533553957e-19,1.839778118602424e-36,4.636291286394715e-29,5.182796100129475e-64,2.327558869271243e-11,1.1902410385696189e-56,2.327558780544553e-11,8.049212033719257e-39,6.102984785423805e-38,3.813146548646123e-52,4.42097461392327e-53,9.413416084481057e-21,3.468899892229212e-41,1.2711436943122635e-09,3.763630844265709e-11,1.514986502584775e-13,7.479201200925975e-21,2.934790208071477e-20,1.5023844074241404e-13,6.332803643404435e-17,3.430932229318673e-16,2.5995309537180746e-17,1.4380206073163143e-31,3.373965086076192e-27,1.58117078351339e-36,2.6400652485516278e-20,6.714011436155956e-46,9.338845354958741e-48,5.909098695062295e-47,4.1410230346922784e-29,2.923779228280972e-19,8.28461046975846e-56,3.198409819090173e-45,6.460905939478627e-50
3.367531541282191e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727512840235,0.11866996437689911,0.02282156766902495,6.987310450479946e-51,1.098120032909809e-28,5.183702599375504e-19,7.126233732439416e-36,9.559067627873241e-29,2.674990683512514e-63,2.9721136340590155e-11,4.605147849707441e-56,2.972113489719329e-11,2.065770764259774e-38,1.5677855756282392e-37,1.7232297011299285e-51,1.9978844629655628e-52,1.5314031691456554e-20,1.1122666167677952e-40,1.6231526822707986e-09,4.805867075562303e-11,1.9377417987477935e-13,1.1987937145676194e-20,4.774210679988408e-20,1.916920312357256e-13,8.234330449169864e-17,5.660203204551269e-16,5.4732771450214775e-17,4.67789101497991e-31,6.967183831954653e-27,4.144748238208582e-36,4.294654934766179e-20,3.034083436240346e-45,4.455948797508517e-47,2.8138821959475515e-46,8.395080502380891e-29,3.7663793747307714e-19,4.625693864497937e-55,1.0255698376579168e-44,2.4767181398873183e-49
4.097839587544989e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072747658869,0.11866996401840287,0.02282156766381377,2.811790364782333e-50,1.957846546208503e-28,7.696777505981802e-19,2.1576171700034567e-35,1.7091891830945828e-28,1.0845527420192924e-62,3.6166683987040337e-11,1.364702742394811e-55,3.616668185226293e-11,4.4164879085418626e-38,3.360668077277077e-37,6.064609521761997e-51,7.03111530660697e-52,2.2649943501552872e-20,2.8553587686093183e-40,1.9751616546297408e-09,5.848103304852812e-11,2.3619634217096023e-13,1.7472658248221873e-20,7.060923442045851e-20,2.330800566390862e-13,1.013206727422123e-16,8.391850321818601e-16,9.884993189439063e-17,1.2057011780092224e-30,1.2481104975696708e-26,8.968364089288625e-36,6.351515478372253e-20,1.0677582361467846e-44,1.544875453974676e-46,9.736477402134396e-46,1.479910040703036e-28,4.623332469838046e-19,1.812818316649524e-54,2.6328546650127946e-44,7.455805967342806e-49
4.8281476338077864e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072744033713,0.11866996365990663,0.022821567658602587,9.027416529525134e-50,3.1752707126749334e-28,1.0706702772916924e-18,5.413116125184792e-35,2.776665481693193e-28,3.437515264002551e-62,4.2612231632054565e-11,3.4272512299678855e-55,4.2612228670656116e-11,8.321631652744544e-38,6.358074244252054e-37,1.7165261966387568e-50,1.9900544046555198e-51,3.1421146811776304e-20,6.2360088524877465e-40,2.3271706113891414e-09,6.890339532141266e-11,2.7876777344878675e-13,2.389155142411365e-20,9.79487494540824e-20,2.7440261595472257e-13,1.2026502226604e-16,1.1596443888114405e-15,1.611858865252278e-16,2.6609832523762144e-30,2.0311703687121578e-26,1.7006408239031926e-35,8.810569972133221e-20,3.0220802856024467e-44,4.479884828053897e-46,2.817550258235805e-45,2.373882596539841e-28,5.49463846639624e-19,5.918897861709678e-54,5.750159150294708e-44,1.8546937040683335e-48
5.558455680070584e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072740408555,0.11866996330141041,0.022821567653391404,2.4925467603197992e-49,4.813564886588061e-28,1.4213318976567309e-18,1.195312823882102e-34,4.213770791167979e-28,9.29109651654616e-62,4.905777927562408e-11,7.614119456848674e-55,4.9057775352374273e-11,1.4352265556131352e-37,1.1011427803523673e-36,4.207165802424275e-50,4.8774937498682336e-51,4.162763945429087e-20,1.2186569040165975e-39,2.6791795525490246e-09,7.93257575743183e-11,3.2149105367813435e-13,3.120287665034096e-20,1.2976010238640606e-19,3.156598120871488e-13,1.391792147290733e-16,1.5245040859003675e-15,2.445291836841145e-16,5.256529853357116e-30,3.087155470594469e-26,2.9393312995277586e-35,1.1671739042611753e-19,7.406796488578229e-44,1.1334429717435642e-45,7.113430147289034e-45,3.5599133291922224e-28,6.380297342545636e-19,1.662809056653241e-53,1.123723980616693e-43,4.0574942598478057e-48
