Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),CH4OX(63)
6.414500168961251e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767968158,0.11866996602681655,0.022821567693008516,0.0,1.6397364829653082e-36,2.0493682912719224e-24,8.052978151554499e-53,1.108557690766798e-36,7.130716307644723e-85,5.661305078978686e-14,1.6449937482933398e-71,5.661305078022152e-14,8.682676110018367e-49,1.9279501791403714e-47,9.228793104430125e-71,1.0700762355411647e-71,7.381787138513506e-26,2.4723514571149843e-53,3.0917941204043364e-12,9.154252878780688e-14,3.6647582953499194e-16,6.216175212359775e-26,2.301756014094232e-25,3.6647505162336683e-16,1.3307421342652627e-36,3.8493501743688083e-22,7.575460917195487e-25,2.3075391401850703e-28,1.5327759761482833e-47,8.60706226748384e-35,2.0708021088417134e-25,2.278416318266525e-46,1.625275955004021e-64,6.883264187967321e-22,1.1697054238657874e-67,5.0090496715369845e-77,2.2801549044900904e-57,1.1251302047133346e-47,2.4546680606855746e-64,1.834427219686663e-58
1.282900577556628e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679363175,0.11866996602366778,0.022821567692962744,0.0,1.311792444077816e-35,8.197529860874755e-24,9.992429583289079e-51,8.868469861510961e-36,3.53866306797316e-82,1.1322614957616348e-13,1.0527975105762127e-69,1.1322614953790212e-13,1.3892295494854853e-47,3.0847083794253154e-46,2.2900439211440465e-68,2.65529961239035e-69,2.9527167355973294e-25,1.5783502614961032e-51,6.1835908601526565e-12,1.8308513517515515e-13,7.32952753450657e-16,2.4864563690045072e-25,9.20702425906181e-25,7.329496387813985e-16,1.0645861014281028e-35,1.5367196435008402e-21,6.0475346366074366e-24,3.5813810182996804e-27,9.511626981048812e-46,6.885695277457028e-34,8.283205497354734e-25,7.27573403957107e-45,4.032976085097945e-62,1.3768010568349794e-21,2.9030454542290623e-65,2.486024452563356e-74,1.4562811637543928e-55,1.8002101432734115e-46,3.1340295764053663e-62,5.870140275090673e-57
2.5658016988776336e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767872636,0.11866996601737023,0.022821567692871202,0.0,1.0494379998905922e-34,3.2790539483807377e-23,1.2550837006851717e-48,7.094778700761431e-35,1.777743087594262e-79,2.2645234716413062e-13,6.737908181769034e-68,2.2645234701108522e-13,2.2227681362087152e-46,4.935486899695759e-45,5.752468098083993e-66,6.669968160561993e-67,1.1810870720203923e-24,1.005760193972812e-49,1.2367184334835532e-11,3.6617034794358885e-13,1.4659089704344935e-15,9.945706265570676e-25,3.682806353575115e-24,1.4658964877138869e-15,8.516557642276601e-35,6.1228415766677894e-21,4.8175988745341717e-23,5.624638333807155e-26,5.974053393874602e-44,5.508622492377952e-33,3.3132766887520835e-24,2.318556072319998e-43,1.0130603612304985e-59,2.754193240317409e-21,7.292558686844595e-63,1.2489717913148829e-71,9.2817588386064e-54,2.880337461410722e-45,3.993931810311e-60,1.8784244129136115e-55
5.131603941519645e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767745273,0.11866996600477513,0.022821567692688116,0.0,8.39556404002641e-34,1.311654200724646e-22,1.5816663698544474e-46,5.6758232490782e-34,8.961133432535942e-77,4.529047424009202e-13,4.312261627068375e-66,4.529047417887388e-13,3.556428934044912e-45,7.896623496949793e-44,1.4498429183576278e-63,1.681086796057715e-64,4.724349057587879e-24,6.38341463300278e-48,2.473437126494621e-11,7.323407734554053e-13,2.931831005587487e-15,3.9781852440998315e-24,1.473119158961531e-23,2.9317808841038105e-15,6.813032460537465e-34,2.430114934338307e-20,3.821742096519079e-22,8.861153613473287e-25,3.7643746266486944e-42,4.407000492895736e-32,1.3253056354182058e-23,7.358088798836381e-42,2.5532926409585923e-57,5.5107492369040944e-21,1.8378234805342763e-60,6.295704791358943e-69,5.891638837199166e-52,4.608540218679231e-44,5.069245514556168e-58,6.010821796152409e-54
1.0263208426803667e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727674905474,0.11866996597958492,0.022821567692321947,0.0,6.716545420706641e-33,5.24687095834944e-22,1.9848676475426122e-44,4.5406573768360386e-33,4.498331080894596e-74,9.058095331179155e-13,2.7598463819892874e-64,9.058095306691956e-13,5.690283764949207e-44,1.2634073912711664e-42,3.638945635347875e-61,4.219335309344455e-62,1.8897397880899604e-23,4.019039329898e-46,4.94687450481473e-11,1.464681624378835e-12,5.8637144547252216e-15,1.5911959140935857e-23,5.892448171413653e-23,5.863512471456748e-15,5.450082632764297e-33,9.571548041199763e-20,3.0067508663009313e-21,1.389923080180073e-23,2.361918358484115e-40,3.5257600319321246e-31,5.301180957557784e-23,2.3161774647958243e-40,6.408439454480058e-55,1.1030947748550377e-20,4.6114706412090655e-58,3.1601625965311666e-66,3.7096195670842863e-50,7.3736623172562e-43,6.381915545651508e-56,1.9233718481399774e-52
2.0526417397371713e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766981096,0.1186699659292045,0.022821567691589606,0.0,5.373386263759017e-32,2.098942973658227e-21,2.4572718307684937e-42,3.6325232720760927e-32,2.227770669303653e-71,1.8116191155255484e-12,1.7662998289612505e-62,1.8116191057307083e-12,9.104444120781974e-43,2.021286931394032e-41,9.010570985908338e-59,1.0447667926188452e-59,7.558959571682135e-23,2.490942674933191e-44,9.893749230646836e-11,2.929363325824885e-12,1.1727646318580789e-14,6.364157516834398e-23,2.3569562163612003e-22,1.1726826828242673e-14,4.3595162443348046e-32,3.7144657683917884e-19,2.3277195081777648e-20,2.150378276768416e-22,1.4618703503953117e-38,2.8208527387440176e-30,2.120438863692644e-22,7.176041981554142e-39,1.5868036245840311e-52,2.2099690845617285e-20,1.1411828854873827e-55,1.564849003692322e-63,2.2992371249482718e-48,1.1797850859457376e-41,7.907498430544483e-54,6.15421424297185e-51
4.1052835338507806e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072765962193,0.11866996582844365,0.022821567690124923,0.0,4.298948507876713e-31,8.397204546262039e-21,2.9568677481152534e-40,2.906014141495606e-31,1.0724794373905713e-68,3.623238284235183e-12,1.1304293558371566e-60,3.623238245056131e-12,1.4567077457591442e-41,3.233531541926947e-40,2.1687750535964475e-56,2.514656744753309e-57,3.023583983882035e-22,1.4983498551376945e-42,1.978749855907861e-10,5.858726727113781e-12,2.3456224568396547e-14,2.545162083464774e-22,9.427639890948776e-22,2.3452860300434056e-14,3.4867332349327347e-31,1.4017117740778765e-18,1.7476494988782937e-19,3.23272442237136e-21,8.793375017531691e-37,2.2570434808496883e-29,8.48148680648697e-22,2.157229229946253e-37,3.819211331485408e-50,4.4350561333911915e-20,2.7434021711244956e-53,7.531396204797988e-61,1.38306148042653e-46,1.8876531187712676e-40,9.504935584446692e-52,1.9689802856216773e-49
6.15792532796439e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727649432895,0.1186699657276828,0.02282156768866024,0.0,1.2292699100741284e-30,1.7846026239947517e-20,1.8982237421584077e-39,8.627221853745396e-31,8.984911717918514e-68,5.434857456839188e-12,6.418238268052573e-60,5.434857373583951e-12,5.511015286864692e-41,1.2326965621707283e-39,1.6033868143638036e-55,1.8590956151096346e-56,6.425116142954309e-22,8.230208191830633e-42,2.968124776427794e-10,8.788090126799471e-12,3.518556753618548e-14,5.407733960709465e-22,2.0033462934956927e-21,3.517829856153894e-14,9.96843318912062e-31,2.863216033919121e-18,4.820448934216918e-19,1.1554364436519443e-20,4.805692607178655e-36,6.454292003667757e-29,1.8022764758518425e-21,9.856001851851964e-37,2.8235426322790733e-49,6.671481611542308e-20,2.0377576084020646e-52,6.326276664132822e-60,7.596978595868523e-46,7.1413696389488514e-40,6.125995836285514e-51,9.240482614802249e-49
1.0263208916191608e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727629054834,0.11866996552616113,0.022821567685730876,0.0,5.649813340577864e-30,4.9351221160622555e-20,7.696648584053207e-38,4.0411600600948515e-30,1.1345478493093686e-65,9.058095817621883e-12,1.725390280387281e-58,9.058095587449206e-12,4.349330607780891e-40,1.0133681550847203e-38,1.140417911204779e-53,1.3222689560799741e-54,1.776355748935061e-21,1.8469567798018494e-40,4.946874568174687e-10,1.4646816919758492e-11,5.864765478121636e-14,1.4945552917447872e-21,5.5384694514843975e-21,5.862679448178386e-14,4.579116363307321e-30,7.199401833054577e-18,2.0001313523217286e-18,8.059412914683028e-20,1.1255746396080397e-34,2.966834682808239e-28,4.982482967737699e-21,1.2918193886699964e-35,2.008153398498098e-47,1.1189686284384356e-19,1.7655071390801366e-50,9.842138028008516e-58,1.704877463889533e-44,5.6360238574888986e-39,2.3797519587993337e-49,1.2878927885718364e-47
1.3791223100848765e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072761154226,0.11866996535297668,0.022821567683213428,0.0,1.2214315848046431e-29,8.568697692268255e-20,3.1854797235775585e-37,8.960756055116328e-30,5.218282926562776e-65,1.2171848157372867e-11,6.859673254744956e-58,1.2171847757790195e-11,1.152719541325442e-39,2.7969527345386124e-38,5.034564838075447e-53,5.837323208794227e-54,3.0838033490026557e-21,6.6469105417339505e-40,6.647380034981558e-10,1.9681711773194472e-11,7.881327514607489e-14,2.5940299409346996e-21,9.614730642619471e-21,7.877630389764709e-14,9.89691530958036e-30,1.1801129333678512e-17,4.1074611446304445e-18,2.0145734357254103e-19,4.2623124956106675e-34,6.414367145873115e-28,8.649428985166488e-21,4.1285732219967567e-35,8.865216265743238e-47,1.510586214689743e-19,9.445641397343242e-50,5.74709189132036e-57,6.135609208450318e-44,1.4937373925712401e-38,9.38549600997943e-49,4.0971918885868024e-47
1.7319237285505922e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727594029685,0.11866996517979223,0.02282156768069598,0.0,2.272251309689295e-29,1.3210137952282608e-19,1.0716490119138775e-36,1.6955352364340847e-29,2.376241436350034e-64,1.5285600509564547e-11,2.0376733729911357e-57,1.528559989362484e-11,2.5933839249997232e-39,6.274734085543762e-38,1.977688244478484e-52,2.2930233667854284e-53,4.753598629100622e-21,1.963680965796857e-39,8.347885462406497e-10,2.4716606621507486e-11,9.89820272751962e-14,3.997720493075184e-21,1.4820508859426756e-20,9.892391172733645e-14,1.8405810890605085e-29,1.7178400116867054e-17,7.228398532989466e-18,4.2556950336339507e-19,1.2125497893524992e-33,1.1933421207311557e-27,1.333237134745215e-20,1.0301866136452306e-34,3.4823961296615386e-46,1.90582727258917e-19,3.405946391885185e-49,2.2984618239966402e-56,1.8126371292539057e-43,3.3606064977714236e-38,3.2388706286852034e-48,1.0878197863050727e-46
2.084725147016308e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072757651711,0.11866996500660777,0.02282156767817853,0.0,3.7535418485455496e-29,1.877767231614646e-19,2.880692643563923e-36,2.847320586480984e-29,7.774929318330217e-64,1.8399352873184824e-11,5.19104407129197e-57,1.839935199775894e-11,4.9832423890785946e-39,1.2218679743122008e-37,5.873014935461223e-52,6.809405839235283e-53,6.7562784743479156e-21,4.7042980080627665e-39,1.0048390853651725e-09,2.975150146511451e-11,1.1915379124551735e-13,5.68073249432545e-21,2.1063902385996784e-20,1.190697727384822e-13,3.0396145173047794e-29,2.3161993632555607e-17,1.1357498692654231e-17,7.735764290259763e-19,2.9490434738553505e-33,1.9713735387884327e-27,1.894861243132914e-20,2.202811283045625e-34,1.0341285670212493e-45,2.304397171062287e-19,1.0502195096764643e-48,7.861850090640504e-56,4.3424660033800825e-43,6.457480189567175e-38,8.649616805971569e-48,2.3909055703370186e-46
2.7903279839477393e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727541491955,0.1186699646602389,0.022821567673143636,0.0,7.883136224724092e-29,3.2005795776155547e-19,1.2443055311375885e-35,6.189843845662626e-29,4.202735891421018e-63,2.46268576262472e-11,2.2018910243230003e-56,2.462685613439604e-11,1.2925063737936813e-38,3.333934037711018e-37,2.837060794116632e-51,3.2893275855957704e-52,1.1513830710218962e-20,1.6847530718850773e-38,1.3449401554389792e-09,3.982129114169541e-11,1.595044665442156e-13,9.677466561079917e-21,3.5895138117361153e-20,1.5935754803217278e-13,6.380919291984238e-29,3.624397605071661e-17,2.2061155906433668e-17,1.8370024709689367e-18,1.1436524100876308e-32,4.140491858390173e-27,3.2289752027450873e-20,6.905821964680325e-34,4.995360224329872e-45,3.109058881004707e-19,6.788719541768486e-48,5.8078135371888185e-55,1.5551781345027875e-42,1.674881552669381e-37,3.5308856217833595e-47,7.55500997186288e-46
3.4959308208791707e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307275064668,0.11866996431387,0.02282156766810874,0.0,1.4203594888223625e-28,4.867571151408237e-19,3.9088471954932207e-35,1.1488061884920067e-28,1.5887589531133804e-62,3.085436242175987e-11,6.520013097576448e-56,3.085436015326098e-11,2.771358478573903e-38,7.374138296654676e-37,9.830082407991848e-51,1.1396979228835266e-51,1.7508099172603056e-20,4.63285498391811e-38,1.685041212071482e-09,4.989108080079405e-11,1.9986731425981183e-13,1.4710551275301705e-20,5.458076121098015e-20,1.9963883490199892e-13,1.1492059003783836e-28,5.0865021253526126e-17,3.6950667870469134e-17,3.632594982795392e-18,3.19069656584008e-32,7.460537603738597e-27,4.909749757836275e-20,1.677150651109291e-33,1.730790963121408e-44,3.926087731351119e-19,2.5148312457277986e-47,2.3055846496729586e-54,4.276560219990345e-42,3.5912399214201358e-37,1.0800461894775792e-46,1.8975886771873866e-45
4.201533657810602e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727471441656,0.11866996396750114,0.022821567663073843,0.0,2.3343890933339478e-28,6.901068448972394e-19,1.0449698386755582e-34,1.9315813712101702e-28,5.083540752748142e-62,3.7081867262460655e-11,1.67192221936486e-55,3.708186404673957e-11,5.313031893945884e-38,1.445053999691892e-36,2.888956457242373e-50,3.349403789336265e-51,2.481904104088372e-20,1.1010556658758548e-37,2.0251422543936647e-09,5.996087044128136e-11,2.402437923350798e-13,2.0845861737636232e-20,7.73695490512399e-20,2.399132148986111e-13,1.8879255075128198e-28,6.668710855367507e-17,5.649754079553419e-17,6.44329949245689e-18,7.683071658415872e-32,1.2261947500885474e-26,6.959536629872257e-20,3.5493533644058865e-33,5.086478828843531e-44,4.756283290017822e-19,7.840138965227799e-47,7.915661659741103e-54,1.0163825781521815e-41,6.8848495180982595e-37,2.8416821958034366e-46,4.184036337090244e-45
4.907136494742033e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727436416507,0.11866996362113229,0.022821567658038947,0.0,3.5896057629026995e-28,9.306650938061592e-19,2.4918633387421914e-34,3.021147964874475e-28,1.441054484251867e-61,4.330937214902202e-11,3.854815606542081e-55,4.330936781294453e-11,9.37672535696467e-38,2.5879444639866966e-36,7.5405062033128145e-50,8.742184014989006e-51,3.346647615662632e-20,2.350084384286104e-37,2.3652432821901184e-09,7.003066006287848e-11,2.806347436182593e-13,2.809871933595063e-20,1.0432279343265398e-19,2.801805852316081e-13,2.9017899079758193e-28,8.336024801228379e-17,8.086680330390669e-17,1.0556374493187021e-17,1.659249320642462e-31,1.8855716109188e-26,9.383821944631908e-20,6.776672396938084e-33,1.327590889028326e-43,5.599843752257107e-19,2.193954183095965e-46,2.4350117984571476e-53,2.1693694956895903e-41,1.2150763058470077e-36,6.6898243681461736e-46,8.376994616199712e-45
5.612739331673464e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072740139136,0.11866996327476345,0.02282156765300405,0.0,5.2367379239634665e-28,1.2085199605611175e-18,5.328535571636072e-34,4.463364844277607e-28,3.585224260368786e-61,4.953687708154043e-11,8.08048063773578e-55,4.9536871451588645e-11,1.5433473750579735e-37,4.300451478747801e-36,1.7450511525528916e-49,2.0231069415269984e-50,4.345342206624017e-20,4.5469081148650635e-37,2.7053442954280493e-09,8.010044966554388e-11,3.21040688651845e-13,3.647049404907397e-20,1.354494671115919e-19,3.204409311453061e-13,4.231449179247473e-28,1.0064502172536516e-16,1.1006098295222822e-16,1.622339768415114e-17,3.2551165753896417e-31,2.750826930403215e-26,1.2183388915890337e-19,1.1854292208633246e-32,3.0722604741463754e-43,6.456799290947678e-19,5.577719316485228e-46,6.856542294901898e-53,4.197283730884417e-41,1.9999372392531613e-36,1.4134656917178676e-45,1.5384645918887127e-44
7.023945005536327e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727331341053,0.11866996258202583,0.022821567642934262,0.0,9.954214359654005e-28,1.8761196325952905e-18,2.0896919460588653e-33,8.62855274808881e-28,2.082977872555418e-60,6.199188708439809e-11,2.9653558862666126e-54,6.199187834623729e-11,3.634657659974693e-37,1.0239248561061085e-35,8.331643863124331e-49,9.658719908527613e-50,6.744540114951731e-20,1.4387807642189481e-36,3.3855462782331957e-09,1.0024002881409152e-10,4.01899486147844e-13,5.656471981865791e-20,2.1021958687652543e-19,4.009405573520219e-13,8.035883198822811e-28,1.3630992465876957e-16,1.8245427763985826e-16,3.342106608663095e-17,1.0431506042735447e-30,5.228893443208152e-26,1.8907934435694449e-19,3.057212240924168e-32,1.4667052272601306e-42,8.210891134053769e-19,2.904113091934051e-45,4.4443155167202805e-52,1.3281649101004683e-40,4.709956735370961e-36,5.435632710741487e-45,4.4505372115758846e-44
8.43515067939919e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072726129075,0.11866996188928827,0.022821567632864474,0.0,1.6950605505153316e-27,2.693007828238329e-18,6.370881558910027e-33,1.4844299310776762e-27,8.624549068625466e-60,7.44468972710727e-11,8.573013571322635e-54,7.444688473039681e-11,7.397467106023023e-37,2.0947454472720908e-35,2.9713065880248573e-48,3.444444187817739e-49,9.679802298920723e-20,3.692922238900771e-36,4.06574820277604e-09,1.203796078868918e-10,4.828234007484823e-13,8.112043557412063e-20,3.016854166601643e-19,4.814120874615907e-13,1.3671109208351897e-27,1.7266096185973515e-16,2.725215776990896e-16,6.021906237216655e-17,2.6935831415634438e-30,8.903815338785806e-26,2.7133449394075155e-19,6.600795458718834e-32,5.2303172498312094e-42,1.001858924298129e-18,1.0665777855538506e-44,1.9039109307224635e-51,3.409044413250005e-40,9.585994678597802e-36,1.6386580730979218e-44,1.0732011061697286e-43
9.846356353262052e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727191240444,0.11866996119655077,0.022821567622794685,0.0,2.669027990315617e-27,3.65918703635415e-18,1.6291221084915243e-32,2.3527524700768482e-27,2.853414005008039e-59,8.690190764149289e-11,2.1039245461711377e-53,8.690189060408515e-11,1.3557946070847019e-36,3.848616260588916e-35,8.675770342842145e-48,1.0056906999529361e-48,1.3151111256167207e-19,8.169268562271568e-36,4.7459500690585115e-09,1.4051918688395788e-10,5.638148845885954e-13,1.1012684565308852e-19,4.09842423915027e-19,5.618555323233864e-13,2.1506019250656103e-27,2.0925239461488803e-16,3.786699172070063e-16,9.864532135607692e-17,5.9807577844172775e-30,1.4019169711901209e-25,3.68593066702368e-19,1.257591496514493e-31,1.527071973360068e-41,1.1879891844221971e-18,3.154242477613314e-44,6.402547014107016e-51,7.54137851709393e-40,1.7569070293169157e-35,4.159734674324281e-44,2.2709472934194802e-43
1.1257562027124914e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072712119014,0.11866996050381332,0.022821567612724896,0.0,3.963568396597572e-27,4.774640978331239e-18,3.670887396609568e-32,3.509300968980148e-27,8.069650805649345e-59,9.935691819557076e-11,4.596299493801681e-53,9.935689596736688e-11,2.2978449144379064e-36,6.529628687242679e-35,2.197528867797119e-47,2.5472762421477378e-48,1.7158400599337388e-19,1.6204341550651092e-35,5.4261518770878495e-09,1.6065876580530975e-10,6.448758789347158e-13,1.4357282075331953e-19,5.346845721826087e-19,6.422709053014226e-13,3.1906462317843078e-27,2.4594078531179877e-16,4.992050558778975e-16,1.505242484880716e-16,1.1901614028887263e-29,2.0817358459044422e-25,4.808474505054404e-19,2.185160188041282e-31,3.867741347467224e-41,1.379479227594114e-18,8.064699517253805e-44,1.838730663536525e-50,1.4959051631928214e-39,2.9776684159295584e-35,9.319672498105736e-44,4.36259934884215e-43
1.407997337485064e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726981089514,0.11866995911833862,0.022821567592585315,0.0,7.698751345013989e-27,7.453350428276042e-18,1.49327136382942e-31,6.852269954789665e-27,5.491828631343561e-58,1.2426693985441228e-10,1.778973516452178e-52,1.2426690516279516e-10,5.595548394606064e-36,1.5902632952831612e-34,1.1504532905916551e-46,1.333433586436728e-47,2.678083725871779e-19,5.135802891085064e-35,6.7865553183962804e-09,2.009379234209246e-10,8.072123916579515e-13,2.237408435435341e-19,8.344059089988421e-19,8.030174792890277e-13,6.185268035718304e-27,3.1952259136572105e-16,7.7748479958022935e-16,3.0063352316255784e-16,3.787532209235217e-29,4.0427575889664333e-25,7.5031843534332325e-19,5.437473794109852e-31,2.0244796424734518e-40,1.7785378220698395e-18,4.199041870590572e-43,1.2548810031961953e-49,4.741252762996882e-39,7.251033021782864e-35,3.751764585793028e-43,1.33029252019261e-42
1.6902384722576365e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072684098889,0.11866995773286415,0.022821567572445734,0.0,1.3269803877202553e-26,1.0729104338917755e-17,4.545836501089964e-31,1.1843946561380749e-26,2.389445539489617e-57,1.491769622470367e-10,5.280164771887091e-52,1.4917691231681113e-10,1.1585205513061983e-35,3.2898354790107683e-34,4.199689893711175e-46,4.867305899290946e-47,3.854698778119298e-19,1.2912952586953158e-34,8.146958526715072e-09,2.412170807338379e-10,9.698441176724975e-13,3.215397078913031e-19,1.2008139528588738e-18,9.636518946207838e-13,1.064019523758984e-26,3.9313088171235476e-16,1.0964793311235613e-15,5.216192925841098e-16,9.560340410937689e-29,6.966636601265106e-25,1.0796981753992623e-18,1.1260846434941036e-30,7.389208874209943e-40,2.199033444457282e-18,1.5186505662810015e-42,5.425016747388295e-49,1.1921250013504714e-38,1.5012829173206454e-34,1.1326690027343147e-42,3.293709367724081e-42
1.972479607030209e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072670088826,0.11866995634738989,0.022821567552306153,0.0,2.1046198116736428e-26,1.4601897803390243e-17,1.1446829922942532e-30,1.8814745628596007e-26,8.010405939393019e-57,1.7408698537292166e-10,1.3151823875561705e-51,1.7408691742944057e-10,2.142846175122175e-35,6.078242897447751e-34,1.22452593130092e-45,1.4190928916860381e-46,5.245683720623236e-19,2.7763876024381975e-34,9.507361502046066e-09,2.814962377441353e-10,1.1327797273180513e-12,4.368859807202463e-19,1.6338766790619516e-18,1.1241742306399649e-12,1.6842617142046657e-26,4.667001014642722e-16,1.4474132469783651e-15,8.222437699054399e-16,2.064439953637243e-28,1.1046445500871862e-24,1.4689405326639828e-18,2.0581297662179743e-30,2.1542182037477632e-39,2.6409659269337116e-18,4.3974751963515476e-42,1.8134640380464752e-48,2.5632297549812985e-38,2.776843107273128e-34,2.8298505290799667e-42,7.067150122924118e-42
2.2547207418027813e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072656078762,0.11866995496191587,0.022821567532166572,0.0,3.1397889985514337e-26,1.907173287436389e-17,2.5258923109493078e-30,2.80950390378239e-26,2.2607742928978713e-56,1.9899700923155516e-10,2.898558860469141e-51,1.9899692050068166e-10,3.6505341111268684e-35,1.0342391064428168e-33,3.065704000002752e-45,3.552586213573363e-46,6.8510399502517975e-19,5.3411644087358705e-34,1.0867764244387949e-08,3.217753944518978e-10,1.2960258723953556e-12,5.696968846054229e-19,2.13356298348548e-18,1.284584565106818e-12,2.5077774496782338e-26,5.402292862249393e-16,1.8234052464984254e-15,1.2093120501027656e-15,3.9885929274429967e-28,1.6475237888029203e-24,1.9180002209270336e-18,3.438703038279215e-30,5.3925447026928676e-39,3.104335391054768e-18,1.0972051833445806e-41,5.1361813870735367e-48,4.931222135874606e-38,4.730622486249666e-34,6.196106951551339e-42,1.3682069649997305e-41
2.5369618765753537e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072642068698,0.1186699535764421,0.022821567512026998,0.0,4.4695367531326705e-26,2.4138611151921068e-17,5.052151751983467e-30,4.001519748266992e-26,5.628873429278889e-56,2.2390703382242514e-10,5.827752876897672e-51,2.2390692153053431e-10,5.841320661242485e-35,1.652890766686065e-33,6.860754888342491e-45,7.949824673380732e-46,8.670768712823826e-19,9.453782351246022e-34,1.2228166753739577e-08,3.620545508572064e-10,1.4595876831411553e-12,7.198900249292103e-19,2.6998417286650774e-18,1.4448829758087107e-12,3.5629022804252327e-26,6.137195289922655e-16,2.219091396431709e-15,1.6881097762307518e-15,7.0882214574327e-28,2.3446076688282644e-24,2.4268319448664727e-18,5.370714017356373e-30,1.2066381259699248e-38,3.5891419433540854e-18,2.450500669696192e-41,1.2868588594460248e-47,8.728417023324581e-38,7.569626665429965e-34,1.2298221601407708e-41,2.450908848697652e-41
2.819203011347926e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072628058632,0.11866995219096856,0.02282156749188742,0.0,6.13095796083936e-26,2.9802532815779047e-17,9.335930811131636e-30,5.49055897192403e-26,1.2597270841866528e-55,2.488170591450179e-10,1.087284703642324e-50,2.4881692051900373e-10,8.893875652085916e-35,2.513614839027076e-33,1.3995229270756893e-44,1.6215761760685215e-45,1.0704870707927268e-18,1.566895048635858e-33,1.35885690301004e-08,4.0233370696014245e-10,1.6234692633361058e-12,8.8738330400897e-19,3.3326816187827225e-18,1.6050695407743945e-12,4.8778083760065244e-26,6.871661624285606e-16,2.63014501576055e-15,2.2628908591039363e-15,1.1790848639053407e-27,3.2152032979916964e-24,2.9953902848680734e-18,7.95942637863965e-30,2.461095193696522e-38,4.0953856358141476e-18,4.997025001407723e-41,2.9109965649700146e-47,1.4467083682995056e-37,1.1525399417564174e-33,2.2559740262455332e-41,4.125573369244208e-41
3.1014441461204985e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726140485655,0.11866995080549522,0.022821567471747843,0.0,8.161205804226086e-26,3.606349673482513e-17,1.6231451922256736e-29,7.309657426848304e-26,2.616992585070301e-55,2.7372708519881833e-10,1.9143099261561952e-50,2.7372691746609993e-10,1.3011353584810158e-34,3.672904448986414e-33,2.666128910391878e-44,3.088941768538273e-45,1.2953346155542437e-18,2.465513217734464e-33,1.494897107347038e-08,4.426128627607875e-10,1.7876736430606525e-12,1.072095027631298e-18,4.032051224772167e-18,1.765144338223682e-12,6.480456827195732e-26,7.605632678373411e-16,3.0533150521785835e-15,2.9368346418897684e-15,1.8615154823462482e-27,4.278618334760422e-24,3.623629725377752e-18,1.1311388601164776e-29,4.68782842839821e-38,4.623066472549785e-18,9.505110945153704e-41,6.091270768619307e-47,2.2764586558841896e-37,1.686121756975353e-33,3.8939691753396845e-41,6.611347350003485e-41
