Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),CHO2X(213),C2H4X(215),C2H4X(70)
6.5619792086459545e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679674265,0.11866996602674416,0.022821567693007465,0.0,1.7554568781556163e-36,2.1450345163856367e-24,1.0432550615184418e-52,1.1606304407189578e-36,9.672837253273245e-85,5.791467026620258e-14,1.843809277682233e-71,5.7914670258233e-14,9.299536148049174e-49,2.7862459582634343e-47,1.2235247090819658e-70,1.4186738111680572e-71,7.725126103452178e-26,3.2254673230523506e-54,3.1628791333669043e-12,9.36472296811212e-14,3.749024718385985e-16,6.505330071409295e-26,2.4088143992897514e-25,3.7490006468503755e-16,1.1908979740609253e-21,7.11802999422075e-24,2.4544172805807856e-27,1.7087321822153582e-46,1.4246620961968337e-36,9.215875053351582e-35,2.167118436580788e-25,2.8869421442638715e-47,7.041538181946179e-22,2.154740309789579e-64,2.329590527402964e-37,2.712040303673246e-58,4.602610445886771e-67,1.2050649917712508e-47,6.792254450530003e-77,3.276533093225284e-76,2.955656520049917e-58,3.276235559785644e-65
1.3123963979955323e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679348537,0.11866996602352299,0.02282156769296064,0.0,1.4043690513124e-35,8.581568760557872e-24,1.2284817560674776e-50,9.285052546806015e-36,4.554314152508829e-82,1.1582938962854695e-13,1.1800396672870733e-69,1.1582938959666861e-13,1.4879272978088857e-47,4.457984101892201e-46,2.8807674709201303e-68,3.340241907713336e-69,3.0900524203290353e-25,2.04515709646242e-52,6.325760946262723e-12,1.8729453874586522e-13,7.498077081093934e-16,2.602129846833153e-25,9.635257673012504e-25,7.497980513128497e-16,4.7354144044850395e-21,5.661316744144426e-23,3.618391786879911e-26,1.006579669584638e-44,1.1397264540270678e-35,7.373849154390144e-34,8.668470473994312e-25,9.185336354427086e-46,1.408462735826395e-21,5.0732939037393055e-62,1.863672152162843e-36,8.678504042982583e-57,1.084213890855143e-64,1.9281059905189778e-46,3.198852249560422e-74,1.5410856078442866e-73,1.8808778713905593e-56,4.1545232899396453e-63
2.624793352257406e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767869708,0.11866996601708064,0.022821567692866994,0.0,1.1234996690466924e-34,3.4337500914798543e-23,1.4921885600981308e-48,7.428045451684855e-35,2.2123456292236084e-79,2.3165882835691317e-13,7.55225893251439e-68,2.3165882822939987e-13,2.380684737688283e-46,7.132732236686213e-45,6.997397560850102e-66,8.113459691815402e-67,1.236021372528683e-24,1.2918343484233916e-50,1.2651524567016699e-11,3.745891568687992e-13,1.4996256860641158e-15,1.040849200847355e-24,3.854099454332594e-24,1.4995868370515601e-15,1.8719914365340503e-20,4.476919305145939e-22,5.498217220459729e-25,6.114863889623727e-43,9.117749922077959e-35,5.9008823021065086e-33,3.467382264988891e-24,2.9059941553502864e-44,2.817544078840322e-21,1.2323033222756798e-59,1.490935631272091e-35,2.7771004526942995e-55,2.634112875215986e-62,3.084971093197463e-45,1.5540932338092706e-71,7.481057971171295e-71,1.1902256297263494e-54,5.2482426411117746e-61
5.2495872607811537e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677394167,0.11866996600419596,0.0228215676926797,0.0,8.988063198800164e-34,1.3743686232041347e-22,1.8293441759804486e-46,5.942437416359956e-34,1.0848260887909003e-76,4.633177058283551e-13,4.83344673161754e-66,4.633177053183027e-13,3.80909594893146e-45,1.1412195802723585e-43,1.7156232902976507e-63,1.9892579484464496e-64,4.9440863677668606e-24,8.078071859348056e-49,2.5303051788373996e-11,7.49178393088451e-13,2.9992927755635955e-15,4.163372917822562e-24,1.5416361547357816e-23,2.999135659013248e-15,7.31626501407339e-20,3.500718956977311e-21,8.427590227817954e-24,3.748536147637758e-41,7.294097149263284e-34,4.723498376762069e-32,1.3869475049870245e-23,9.092505569103038e-43,5.637560795867727e-21,3.0213532678296524e-57,1.1927444967660611e-34,8.886557153429143e-54,6.458320094308423e-60,4.935954653155552e-44,7.620662732713267e-69,5.696506410720248e-68,7.449466924503578e-53,6.5632470959162305e-59
1.0499175077828648e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727674788346,0.11866996597842659,0.02282156769230511,0.0,7.190553908691767e-33,5.503992778760536e-22,2.2200985854873728e-44,4.753949858026997e-33,5.2665330755039525e-74,9.266354608300738e-13,3.093405458483094e-64,9.266354587898698e-13,6.094552276189531e-44,1.82589890072366e-42,4.164352109055607e-61,4.828540545107754e-62,1.9776347777224074e-23,4.948391283668294e-47,5.0606106150485984e-11,1.49835686542289e-12,5.998759736215982e-15,1.6653296649790846e-23,6.166514132956664e-23,5.9981183092868824e-15,2.797625048245501e-19,2.679017179310365e-20,1.2781494167947862e-22,2.2744281253756412e-39,5.835111649794546e-33,3.782998644805479e-31,5.547745489683257e-23,2.7852098891550566e-41,1.1285010353905052e-20,7.333714958097624e-55,9.54188918863582e-34,2.843598596245126e-52,1.567212476123742e-57,7.89752719983249e-43,3.6993293344706145e-66,2.7649418730114085e-65,4.5654077511587e-51,8.03999301738162e-57
2.0998350711923639e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276695767,0.11866996592688785,0.02282156769155593,0.0,5.752607671811596e-32,2.2062137978145474e-21,2.607913054494673e-42,3.803159061185169e-32,2.4751217975095605e-71,1.853270971068825e-12,1.9797783582307245e-62,1.8532709629080504e-12,9.751277730037683e-43,2.921270337469585e-41,9.784960971995009e-59,1.1345563710628812e-59,7.910540012785418e-23,2.916558940790835e-45,1.0121221455229949e-10,2.996713809672309e-12,1.1998281864559343e-14,6.661161897012566e-23,2.466580970696742e-22,1.1995623670540202e-14,1.0277572164974247e-18,1.9703581519266607e-19,1.8752300473687692e-21,1.3354988015239702e-37,4.667823003522427e-32,3.0323726895852434e-30,2.219062307936559e-22,8.204450341439041e-40,2.2609573965784422e-20,1.7231762414775266e-52,7.633403434678454e-33,9.098877624707162e-51,3.680060490872644e-55,1.2636040224820213e-41,1.738210342045601e-63,1.296831672759508e-62,2.6914491700636466e-49,9.475202951487468e-55
4.199670198011362e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072765915341,0.11866996582381036,0.022821567690057575,0.0,4.602349043304296e-31,8.854390146348676e-21,2.8777564202367485e-40,3.0425256468127837e-31,1.0929506988070556e-68,3.706541992487369e-12,1.2670565172875294e-60,3.706541959844604e-12,1.5602023901855673e-41,4.6734949510933285e-40,2.1600930551039085e-56,2.5045893517758772e-57,3.164216537997124e-22,1.608288393911275e-43,2.0242443006628467e-10,5.9934276964933234e-12,2.4000028801163977e-14,2.664339250494194e-22,9.866125840385072e-22,2.3988794918267847e-14,3.526894897209563e-18,1.3535253598120507e-18,2.5822914230873376e-20,7.364338163524659e-36,3.73383215813603e-31,2.4336014893138017e-29,8.875961612233375e-22,2.2596812453491066e-38,4.537735917175943e-20,3.803917580712128e-50,6.106549664221181e-32,2.9112324331827657e-49,8.113131848463712e-53,2.021765180971015e-40,7.672212159507279e-61,5.703462219585847e-60,1.4843316916125784e-47,1.044429139663343e-52
6.29950532483036e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727648730107,0.11866996572073289,0.022821567688559218,0.0,1.3160273506937014e-30,1.8851838613737127e-20,1.8050620196516075e-39,9.032495231570091e-31,8.99242986430695e-68,5.5598130148469574e-12,7.193968559092321e-60,5.559812945481349e-12,5.90255885855015e-41,1.781695839248151e-39,1.5647849746040761e-55,1.8143368344154443e-56,6.723960872801997e-22,8.599554359816481e-43,3.036366442906281e-10,8.990141581636513e-12,3.600474823760099e-14,5.661536762337201e-22,2.0965226377274755e-21,3.5980126973567635e-14,6.7774143399131036e-18,3.55897211480921e-18,8.874890226738245e-20,3.918329057552975e-35,1.0675726464195165e-30,6.969349286474019e-29,1.8860995851457e-21,1.0004557328238202e-37,6.826380235893907e-20,2.7555609966018976e-49,1.7460631022969863e-31,1.3662827431159059e-48,5.90678838112957e-52,7.648746019517679e-40,6.330483008732326e-60,3.739412592328032e-59,7.936929344179269e-47,6.576132408255019e-52
8.399340451649357e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072763830681,0.11866996561765542,0.02282156768706086,0.0,2.7759654186754966e-30,3.2208089491216693e-20,7.266906250950194e-39,1.9681325197210775e-30,4.430409277470229e-67,7.413084038147161e-12,2.766653052696354e-59,7.4130839198183e-12,1.5364318024983817e-40,4.793462792274136e-39,6.994771690707579e-55,8.110272347607311e-56,1.1470287314031798e-21,2.9917393168275384e-42,4.0484885722532975e-10,1.1986855465101894e-11,4.801264957491325e-14,9.65762663297007e-22,3.576375249824684e-21,4.796962011875237e-14,1.0590683469237059e-17,6.980258560442711e-18,2.1212070748674213e-19,1.410498590880389e-34,2.251686034597184e-30,1.4718607472223748e-28,3.2173976184909847e-21,3.05066450761951e-37,9.126890352632187e-20,1.2317581643854948e-48,3.6828983478821262e-31,4.258853719500956e-48,2.915355787130148e-51,1.9909636329637643e-39,3.4496095921283896e-59,2.4940875859572424e-58,2.761267306954173e-46,2.58140644125418e-51
1.2599010705287352e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727617460226,0.11866996541150045,0.022821567684064147,0.0,7.582398193900908e-30,6.68241697039637e-20,5.595428174395056e-38,5.712877618216749e-30,4.5470689632858565e-66,1.1119626086954173e-11,2.10563802229699e-58,1.1119625841972317e-11,5.638481707293152e-40,1.938489567380882e-38,6.24025611399035e-54,7.235329845808237e-55,2.374777670865003e-21,1.758287977043916e-41,6.072732800680227e-10,1.798028322809498e-11,7.203640166137559e-14,1.999389175321568e-21,7.404272658497346e-21,7.194429147524078e-14,1.912848175082448e-17,1.7010757630650823e-17,6.749062835818663e-19,9.28833675585873e-34,6.1494442552745694e-30,4.0272254050448104e-28,6.6609836832331034e-21,1.492241835161634e-36,1.375575888727223e-19,1.098866512470093e-47,1.0058890011456946e-30,2.0980759232428509e-47,4.0658434742979737e-50,7.306551053063073e-39,5.5947356715208235e-58,6.671167850159739e-57,1.6228843932231296e-45,1.799744057724908e-50
1.6798680958925347e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072759661364,0.1186699652053455,0.022821567681067433,0.0,1.586561047551723e-29,1.1384072210698817e-19,2.233277088577216e-37,1.2493411714732732e-29,2.226864344559888e-65,1.4826168139218394e-11,7.950877373344424e-58,1.4826167722573025e-11,1.4620991965333017e-39,5.250251663323792e-38,2.780583952377969e-53,3.223954147150516e-54,4.038875427218052e-21,6.071439666637459e-41,8.09697698168243e-10,2.3973710984918238e-11,9.607302335994326e-14,3.4002760141523106e-21,1.2592472742301345e-20,9.591220284792773e-14,2.8765797815066894e-17,3.227639523121876e-17,1.5634813345000986e-18,3.241255799462369e-33,1.286556513060261e-29,8.437797637544221e-28,1.1328217363857834e-20,4.4653249422350646e-36,1.8428262192413615e-19,4.896354780744044e-47,2.1046103020616712e-30,6.582529105343464e-47,1.963852808673891e-49,1.8946424141219323e-38,2.939897569511968e-57,3.851202149980165e-56,5.603965741771786e-45,7.002742210162704e-50
2.0998351212563343e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727575767055,0.11866996499919055,0.02282156767807072,0.0,2.888402828677445e-29,1.7416806941205493e-19,7.0401186615658296e-37,2.3439326579192498e-29,8.568818322364301e-65,1.853271019518537e-11,2.432010590434152e-57,1.85327095586524e-11,3.196842978665446e-39,1.1793151785394377e-37,9.738213460512382e-53,1.129090527202903e-53,6.170489979140451e-21,1.6833302770153938e-40,1.0121221111872427e-09,2.9967138735131014e-11,1.201240919060611e-13,5.1946012566698876e-21,1.923805303864583e-20,1.1987287326686357e-13,3.909360354131834e-17,5.3462557654303966e-17,3.0824922676180758e-18,9.111985642291648e-33,2.3419179337392887e-29,1.5379061885771627e-27,1.7306375861345986e-20,1.0854824550668607e-35,2.3147517036704803e-19,1.714786116540572e-46,3.831277539240091e-30,1.6920081538679001e-46,7.457681606027339e-49,4.142589472925097e-38,1.2484027579858185e-56,1.7759489809763242e-55,1.553737608631647e-44,2.177853415293857e-49
2.5198021466201338e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072755492046,0.1186699647930356,0.022821567675074005,0.0,4.79104257562536e-29,2.4806631004940146e-19,1.9186847292350637e-36,3.967853180102957e-29,2.830361643122681e-64,2.2239252254920857e-11,6.482900047361867e-57,2.2239251349399242e-11,6.232094952669033e-39,2.338005000864287e-37,2.9342508026983277e-52,3.402064843822678e-53,8.77814070077334e-21,4.047734302225304e-40,1.2145465190324314e-09,3.596056647861293e-11,1.4419042557146067e-13,7.389469797308125e-21,2.7367467958337516e-20,1.4382617300125383e-13,4.9775458144711424e-17,8.0813456551124e-17,5.4539099707217715e-18,2.224377253602459e-32,3.8840369442037015e-29,2.5535628542217853e-27,2.461919876153612e-20,2.2967041252174737e-35,2.791437533001567e-19,5.166789328209946e-46,6.354562002962566e-30,3.8153278523458375e-46,2.4721485078423645e-48,8.075786721984248e-38,4.603417085587162e-56,7.060327590330833e-55,3.7361480169823416e-44,5.857597367629325e-49
3.3597361973477332e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727513227276,0.11866996438072575,0.022821567669080577,0.0,1.109527208009029e-28,4.365878190673714e-19,1.4056897568679373e-35,9.417500993688174e-29,4.6555605296465695e-63,2.9652336385680535e-11,4.230879288004882e-56,2.965233479498152e-11,1.9895229369927893e-38,7.492386292122505e-37,3.183164726947831e-51,3.690509893088154e-52,1.5420651525377993e-20,2.0430932673496895e-39,1.6193953192111648e-09,4.7947421945397244e-11,1.9237082467563265e-13,1.2979700701788959e-20,4.807439452368499e-20,1.9171068736990433e-13,7.143619843162092e-17,1.535224029832431e-16,1.3979198812024004e-17,1.1207637950304215e-31,8.99158353349803e-29,5.924633813450657e-27,4.324544193198843e-20,8.177090082267964e-35,3.759081220440876e-19,5.6046272552659834e-45,1.471350337342474e-29,1.692279052925053e-45,2.940602492846646e-47,2.57810327797694e-37,8.576540740180318e-55,1.204758921203697e-53,1.8858581413507515e-43,4.2462662752982346e-48
4.199670248075332e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072747153409,0.11866996396841589,0.02282156766308715,0.0,2.1334552317858916e-28,6.793355075825885e-19,5.462999313323377e-35,1.8333220783761525e-28,2.6352895356643217e-62,3.706542053146089e-11,1.5465469119944206e-55,3.706541805961939e-11,4.795256271962975e-38,1.8046163880388414e-36,1.5033070985040605e-50,1.7428766424794167e-51,2.3963269715001395e-20,6.46988674984454e-39,2.02424409873857e-09,5.993427738531603e-11,2.4061592074421447e-13,2.016787198258405e-20,7.47027436559075e-20,2.3956581020787623e-13,9.333928078715781e-17,2.493277419081013e-16,2.855933455106051e-17,3.5373572092684637e-31,1.728372485827208e-28,1.1406933548114458e-26,6.71970963570326e-20,2.082726871432541e-34,4.745725882157798e-19,2.6467725652279396e-44,2.8287173822496093e-29,5.032651260156983e-45,1.3764558138021803e-46,6.2138917421128785e-37,4.780926744643394e-54,6.648577694138215e-53,5.972039598288311e-43,1.6495617461593675e-47
5.039604298802931e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727429840895,0.11866996355610605,0.02282156765709372,0.0,3.6433133934265255e-28,9.762883719847528e-19,1.5943313123626214e-34,3.1527914837665357e-28,1.019215255663245e-61,4.44785046922407e-11,4.358527946726277e-55,4.4478501143413135e-11,9.772332850186916e-38,3.678171404863594e-36,5.075551653103417e-50,5.884295945487093e-51,3.440495052182994e-20,1.6129633805785276e-38,2.429092857626023e-09,7.192113279838457e-11,2.889273368410847e-13,2.895260171456886e-20,1.0724845756712992e-19,2.8739157495201555e-13,1.1529207863843982e-16,3.668913330660217e-16,5.069166096059901e-17,8.839636679966804e-31,2.9506062133387517e-28,1.9498221658327765e-26,9.647007332337769e-20,4.392400181569048e-34,5.751361051255585e-19,8.935839516990176e-44,4.829844118507466e-29,1.2063681154522002e-44,4.670109178153173e-46,1.266340745351973e-36,1.8633357153494152e-53,2.6241183149492617e-52,1.4888627896148644e-42,4.803360672717618e-47
5.87953834953053e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727388147696,0.11866996314379626,0.022821567651100293,0.0,5.73450691050591e-28,1.3274387772873983e-18,3.9154245243994e-34,4.984047111843419e-28,3.1654197011999644e-61,5.189158886800389e-11,1.0499363840353052e-54,5.1891584046396617e-11,1.7820823337732213e-37,6.714067460711883e-36,1.4069293801635637e-49,1.6310804613054222e-50,4.674534701011276e-20,3.461298268838932e-38,2.833941595877316e-09,8.390798818460835e-11,3.3730654686985913e-13,3.933307974362192e-20,1.4570962897983314e-19,3.351880047573055e-13,1.3723087807745698e-16,5.047972612538673e-16,8.183266714825008e-17,1.909485413461299e-30,4.64273526814539e-28,3.0712148160608986e-26,1.3106220504737817e-19,8.19190435880087e-34,6.775983238339164e-19,2.4768949856427247e-43,7.600888005275302e-29,2.5208734163720626e-44,1.3197068430768932e-45,2.309301044374691e-36,5.9414037714761965e-53,8.55474011467791e-52,3.195015244249601e-42,1.1737702869078068e-46
7.559406450985728e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072730476129,0.11866996231917669,0.022821567639113437,0.0,1.2014580793743358e-27,2.1923235771575006e-18,1.7002812568927533e-33,1.0492747135952919e-27,2.0683776477761463e-60,6.67177572644294e-11,4.506174742428309e-54,6.671774930995436e-11,4.73020869596344e-37,1.7890278598431634e-35,7.524714043407307e-49,8.723135467840206e-50,7.712209343731084e-20,1.1862081275806284e-37,3.6436390104736105e-09,1.0788169887652622e-10,4.342731184484005e-13,6.487919944541956e-20,2.403746829164404e-19,4.306929283523872e-13,1.8105802561165914e-16,8.366770746095519e-16,1.7603948461591629e-16,6.677076503168355e-30,9.72115889322266e-28,6.441099006234549e-26,2.161989654296066e-19,2.2258088123986866e-33,8.882186656312691e-19,1.3246068366698075e-42,1.5919994252545313e-28,8.382841415585247e-44,7.558965691833077e-45,6.12962619573013e-36,4.258371625210286e-52,6.433285698870186e-51,1.094969034664494e-41,5.008933968880613e-46
9.239274552440926e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072722137486,0.11866996149455723,0.02282156762712658,0.0,2.1738940151415847e-27,3.2739710624062346e-18,5.327208914709583e-33,1.903177740229355e-27,8.530418995743752e-60,8.154392572062699e-11,1.4037205781922157e-53,8.154391385034242e-11,1.0311097336927961e-36,3.9166231233615704e-35,2.723256726182383e-48,3.156859359037805e-49,1.1509305786304455e-19,3.1182521793139727e-37,4.4533363425325335e-09,1.3185540946108035e-10,5.315254989479935e-13,9.680170283269625e-20,3.5868988516571012e-19,5.260807302616156e-13,2.2478758355521456e-16,1.234722544488466e-15,3.2130841811308547e-16,1.782985693387564e-29,1.7578656183645497e-27,1.1661995925602682e-25,3.225965432460051e-19,4.890936550038752e-33,1.1064331464245398e-18,4.7935349323685575e-42,2.8796643074081673e-28,2.1750034804869425e-43,2.834016871545623e-44,1.3361629278649648e-35,1.830328640393169e-51,2.857087006329491e-50,2.878446268752987e-41,1.5457811206769038e-45
1.0919142653896125e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072713798842,0.11866996066993785,0.022821567615139725,0.0,3.571377356549258e-27,4.57236591692261e-18,1.3803721755227e-32,3.130893498347645e-27,2.7982588942189925e-59,9.637009423648278e-11,3.6319421974855686e-53,9.637007766758637e-11,1.98087325854651e-36,7.549200139089839e-35,7.983331013593883e-48,9.254122182224748e-49,1.606580482253941e-19,6.964108581295769e-37,5.263033592056359e-09,1.5582911993827806e-10,6.290727095395034e-13,1.350960639749584e-19,5.006476766563943e-19,6.213515630651526e-13,2.684550511644919e-16,1.68938415844444e-15,5.270010295966871e-16,4.030151181163043e-29,2.886163959323216e-27,1.9167228469901611e-25,4.502443310912382e-19,9.374900483717369e-33,1.3322415572662778e-18,1.4051496263035888e-41,4.729426887927927e-28,4.839234509591001e-43,8.521011455097717e-44,2.5669183196167566e-35,6.203957401262095e-51,9.958320616130622e-50,6.428624889309151e-41,3.953240723583333e-45
1.2599010755351323e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072705460195,0.11866995984531854,0.02282156760315287,0.0,5.473919023012417e-27,6.087501393101645e-18,3.158343686175482e-32,4.80259937979457e-27,7.992574084705176e-59,1.1119626281188621e-10,8.327757562330245e-53,1.1119624076168646e-10,3.481498610448149e-36,1.3295296512875725e-34,2.050291614543053e-47,2.376567141023031e-48,2.138171408550616e-19,1.3912661513269653e-36,6.072730759044439e-09,1.798028303081227e-10,7.269221850643859e-13,1.7975802376599077e-19,6.662413969114277e-19,7.165055736897105e-13,3.120795855556568e-16,2.192748382665043e-15,8.00864896972336e-16,8.125528083646952e-29,4.420970923674156e-27,2.9386403955880884e-25,5.991325657532249e-19,1.631431894610436e-32,1.5656439577583764e-18,3.608472361975843e-41,7.246670240194157e-28,9.693799070575617e-43,2.235640549151256e-43,4.511515287917943e-35,1.829013629820876e-50,2.989683557351882e-49,1.2843060895612353e-40,8.940317746670785e-45
1.427887885680652e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726971215457,0.1186699590206993,0.022821567591166013,0.0,7.959531798194486e-27,7.819374352253899e-18,6.580893385750847e-32,6.98664809528766e-27,2.060498416592696e-58,1.2602243144673027e-10,1.743072644534763e-52,1.260224031326356e-10,5.720461893621353e-36,2.1868285180685113e-34,4.770907378697622e-47,5.529904461897456e-48,2.7457048796658303e-19,2.5552828717135303e-36,6.882427843495303e-09,2.0377654057061655e-10,8.250798730789032e-13,2.307835029569405e-19,8.554648036999899e-19,8.115429038179194e-13,3.5565614440748426e-16,2.738453089658833e-15,1.1491256319123398e-15,1.5023924752118956e-28,6.4244526777446475e-27,4.273794660926119e-25,7.692519616338613e-19,2.6398478735315783e-32,1.806640483834321e-18,8.396066999219892e-41,1.0533984935066064e-27,1.7940179820249652e-42,5.284888242361119e-43,7.41290062314908e-35,4.8455971200806905e-50,7.973610896206197e-49,2.3588661828566196e-40,1.8439532428172583e-44
1.7638615059716917e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726804442406,0.11866995737146109,0.0228215675671923,0.0,1.4990036444903686e-26,1.193330265458835e-17,2.3285671263140415e-31,1.3163148262576776e-26,1.176861350788127e-57,1.556747688943119e-10,6.263248271088267e-52,1.556747257051108e-10,1.3289053995522088e-35,5.082705137458863e-34,2.1331224807298923e-46,2.4722168498582297e-47,4.188599487541174e-19,7.135381140427739e-36,8.501821764786048e-09,2.5172396077356907e-10,1.0223400605393767e-12,3.519083316185486e-19,1.3047740277884208e-18,1.0012680935582538e-12,4.42654919493457e-16,3.9350194357048266e-15,2.0901421566635634e-15,4.23172846167101e-28,1.2083731198314645e-26,8.049935652184642e-25,1.1731457053328826e-18,5.889252237574749e-32,2.311415851268486e-18,3.75320281091863e-40,1.9825931825924314e-27,5.150259842289818e-42,2.3698275074179433e-42,1.7220786934446353e-34,2.817240314677724e-49,4.482815411876599e-48,6.587108264943052e-40,6.412870057747903e-44
2.0506603715083357e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726662079,0.11866995596361378,0.0228215675467275,0.0,2.3547183440475712e-26,1.613093179239767e-17,5.68244584492924e-31,2.0678403559779296e-26,3.9218933753129635e-57,1.809870442925413e-10,1.5530258779954978e-51,1.8098698592982703e-10,2.4272819176901245e-35,9.280572066492115e-34,6.098438697905282e-46,7.067346937319354e-47,5.660638614571395e-19,1.4741775876681986e-35,9.884192950130272e-09,2.9265355992952716e-10,1.1917444475594782e-12,4.754050246932511e-19,1.763039454442752e-18,1.1628562196685774e-12,5.16737739333183e-16,5.045810689809867e-15,3.172228108948255e-15,8.78584269073868e-28,1.8961107987557847e-26,1.264504632556662e-24,1.5850251364466902e-18,1.0344212884858199e-31,2.766342621096081e-18,1.0728505870127318e-39,3.1126761374898363e-27,1.0947786491400863e-41,6.730350950301082e-42,3.1454351858558156e-34,9.382800192469912e-49,1.4600867963032968e-47,1.3609393058680059e-39,1.5478941807640277e-43
2.3374592370449793e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072651971552,0.1186699545557667,0.0228215675262627,0.0,3.48680880634619e-26,2.096020317105001e-17,1.2235916336677435e-30,3.061721756026055e-26,1.105690561894346e-56,2.0629931986256223e-10,3.408815150894196e-51,2.0629924404680767e-10,4.097285894696311e-35,1.565653630849297e-33,1.504995129716481e-45,1.7439788301062024e-46,7.354035042655598e-19,2.751147911540008e-35,1.126656389489748e-08,3.3358315877263847e-10,1.3621017053696589e-12,6.173929535853198e-19,2.290089344085642e-18,1.324106199046154e-12,5.906634059494627e-16,6.219702073363069e-15,4.52954538283629e-15,1.6462167339857863e-27,2.8046520747837196e-26,1.8722571176308557e-24,2.0586571364095133e-18,1.6766105253847125e-31,3.243404524152853e-18,2.6472279395023e-39,4.606670231665661e-27,2.1067219116386625e-41,1.6464752861530485e-41,5.309558115204627e-34,2.6278901694065362e-48,4.016576324287045e-47,2.5398857250455797e-39,3.3023277968621e-43
2.624258102581623e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072637735197,0.11866995314791987,0.0228215675057979,0.0,4.9342063972206134e-26,2.6421079804187765e-17,2.3954850366120446e-30,4.3318995986714613e-26,2.7370555675014876e-56,2.316115956038425e-10,6.818850839651078e-51,2.31611500056086e-10,6.508749130134812e-35,2.4854107993902783e-33,3.31890906275955e-45,3.8456588988425395e-46,9.268789393178786e-19,4.7506872162324034e-35,1.2648934599087878e-08,3.745127573029238e-10,1.533423985072424e-12,7.778513619394772e-19,2.8858905905773325e-18,1.4850187408966778e-12,6.644437134343724e-16,7.442393175990678e-15,6.175674001963917e-15,2.852952918262731e-27,3.9645584031117033e-26,2.649025562671538e-24,2.593993776078061e-18,2.5561793559739638e-31,3.742601542035927e-18,5.836987414316804e-39,6.515394117665723e-27,3.755074222437531e-41,3.603300505463339e-41,8.434536604485633e-34,6.477988282080775e-48,9.745094709143355e-47,4.385992908404111e-39,6.411521616554098e-43
3.048242714072214e-14,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230726166890917,0.11866995106665199,0.022821567475544084,0.0,7.734443236996035e-26,3.565104408116828e-17,5.676504310715904e-30,6.787940837556497e-26,8.821535476056863e-56,2.690316023590368e-10,1.6738258372197815e-50,2.690314734671487e-10,1.1846368293823986e-34,4.518555307540097e-33,9.188753748306266e-45,1.0645990418049862e-45,1.2504943909222199e-18,9.562935827405531e-35,1.4692540240482352e-08,4.350203877446122e-10,1.7884824521810738e-12,1.0488545885414646e-18,3.892559467043688e-18,1.7222846285971719e-12,7.732320936714639e-16,9.315830341831886e-15,9.1602966413136e-15,5.771335995322903e-27,6.204513410646684e-26,4.151126898660655e-24,3.4983353923972714e-18,4.378857524702834e-31,4.521130964631261e-18,1.6156815250810281e-38,1.020480652607331e-26,7.930802817063834e-41,9.879699933766506e-41,1.5351515974638878e-33,2.0805062424720556e-47,3.060810044353233e-46,8.829162327108757e-39,1.5017932218931636e-42
