Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7(69),C4H7X(140),C4H7(68),C4H7X(145),C4H7(373),C2H6(343),C2H5(67),C4H6(54),C4H5X(694),C4H7X(654),C4H7X(146),SX(161),C6H11(102),SX(159),C6H11(100),S(1071),S(1081),SX(1036),C6H11(87),SX(155),SX(152),C6H11(84),C4H7X(142),C4H7X(143),C4H6a(693),C6H10(698),C4H5X(695)
1.31071e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583766437,0.66999999999997517,3.2164152592833395e-30,4.287609673627997e-42,1.004111291593671e-23,2.4142465817854672e-32,5.0513213898493162e-40,8.9540708708527343e-50,3.5381589482961958e-70,2.5824232602739544e-54,4.1230955388120625e-69,2.4962203686660885e-14,2.4962203689283387e-14,1.3110810792632239e-24,1.0039199177785571e-23,1.2004445716494124e-27,7.0937320857957503e-28,7.8660736119585139e-32,5.3647479462131979e-34,1.8848702201696598e-31,2.9032887022475688e-31,3.1828416265652877e-31,5.6618079491562968e-29,1.9108874480474287e-38,1.2967652894072462e-33,1.6016001727186302e-43,6.3037581330915107e-43,8.530418933894622e-41,3.9284969162350798e-47,3.3525593651134501e-51,4.7625269079242461e-56,4.3098110878433505e-55,1.3907919925776261e-56,1.2251876124711223e-33,3.4677016008345336e-33,2.2867765557415955e-37,2.00506783501665e-41,2.2234421148843771e-37,1.1747693609072611e-44,2.1245724181753993e-42,1.2255297814347547e-42,2.1501168800314009e-43
2.62143e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583761447,0.66999999999995019,5.1464910669625778e-29,5.4149726692926969e-40,4.0163753896670638e-23,8.2574083310986465e-32,1.6249943132697025e-38,2.2526223994474916e-47,9.069659263489918e-68,1.6585037619044689e-52,2.0844807746689302e-66,4.992307549577297e-14,4.9923075516748926e-14,1.0488175433519803e-23,4.0148490243518664e-23,9.534378355844991e-27,5.6732601905717144e-27,1.2414896544227714e-30,1.6937870196164238e-32,2.0795432513645788e-30,4.6450749397412544e-30,2.518313877804311e-30,4.5292299936875628e-28,3.0572572122996799e-37,2.8763702322530962e-32,1.0114294870571347e-41,3.964571021007605e-41,2.6787168309909473e-39,4.9413521336527949e-45,8.3881216089880143e-49,1.1921282632429653e-53,2.1394524373004144e-52,5.2177908995073177e-54,1.9359468040039063e-32,2.7892509572620051e-32,3.6774647442085279e-36,6.4132496640467465e-40,3.5564233218966212e-36,3.7592969100593783e-43,3.3991662315213363e-41,1.9607615108452134e-41,3.4394082743549727e-42
3.93215e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583756456,0.66999999999992521,1.9621246279269325e-28,3.5095915774718586e-39,8.5345877376395352e-23,1.5835167637846282e-31,7.623152802464356e-38,1.6731489835647168e-46,5.588239710474146e-67,8.2301094989671738e-52,1.3875737351855643e-65,7.4881580119380174e-14,7.4881580181654293e-14,3.1135400165145791e-23,8.5302302209812955e-23,2.7149697513210567e-26,1.6218985809984889e-26,4.5396706647030547e-30,7.6911721321023187e-32,6.5434723050518726e-30,1.7708891781833751e-29,7.156213478293398e-30,1.343648882477021e-27,1.1560013667019727e-36,1.1518572147676098e-31,5.5313925851529746e-41,2.1650749556926407e-40,1.2136702525102013e-38,3.1711018869679724e-44,6.1914556078779094e-48,8.7999153508235307e-53,1.7864860395481715e-51,4.3058728933473604e-53,7.0829143264381062e-32,8.0100367698828365e-32,1.3581013434667916e-35,2.9296782877305325e-39,1.308794681015353e-35,1.7638084871181746e-42,1.2852909493789819e-40,7.4140214339815796e-41,1.3003875341427122e-41
5.24287e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583751466,0.66999999999990023,5.2791830174498029e-28,1.5085933052540393e-38,1.4558547511591925e-22,2.4703126656079195e-31,2.4673751979521107e-37,8.0886636437183292e-46,3.3754586537615989e-66,3.4811051309144665e-51,9.2524956506350853e-65,9.9836771248278055e-14,9.9836771383960818e-14,6.7838098973385595e-23,1.4549367601459246e-22,5.7052322686731989e-26,3.4204587638310067e-26,1.1445817251005098e-29,2.2812303888108935e-31,1.4626509001102082e-29,4.7644580017036077e-29,1.5010988143438811e-29,2.9259037773519299e-27,3.0075225714469706e-36,3.0835262424705898e-31,1.8937650476374897e-40,7.402811244536624e-40,3.5925769499765975e-38,1.2323918893685001e-43,2.6961621712976405e-47,3.8322340070945628e-52,8.6202560515504809e-51,2.0815260230245391e-52,1.7866690849420749e-31,1.6975974759006045e-31,3.4569001820240045e-35,8.7406320113010692e-39,3.3188860492934515e-35,5.4954575728651332e-42,3.3439196731346105e-40,1.9288934602198301e-40,3.3828746222116113e-41
6.55359e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583746476,0.66999999999987525,1.0677882740563787e-27,4.3296120547612903e-38,2.160630054285818e-22,3.4276117193452527e-31,5.7157384634784413e-37,2.5405837207429791e-45,1.4258172250205083e-65,1.0101904091772987e-50,4.1486151197023017e-64,1.2478910404532967e-13,1.2478910428211706e-13,1.1839080241972716e-22,2.1590704477415014e-22,9.6740059920965096e-26,5.8140691493074908e-26,2.1623556885779383e-29,4.7122570308526951e-31,2.5673498630746706e-29,9.6364388649422614e-29,2.5422340389636105e-29,5.1040140071689181e-27,5.7897871278081314e-36,6.014776921513011e-31,4.2040382158209243e-40,1.642328595737583e-39,7.41274104161099e-38,2.8962564948737944e-43,6.6241464322627133e-47,9.415496079021976e-52,2.1892765082507455e-50,5.2779760327585772e-52,3.3763985800000233e-31,2.8961349789568493e-31,6.5703790902790314e-35,1.8115437107696251e-38,6.2924380980040748e-35,1.1719255325250226e-41,6.4374518225669859e-40,3.713354450341947e-40,6.511955252366539e-41
8.421549666344068e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583739365,0.66999999999983972,2.5519965128350694e-27,1.6857437357565951e-37,3.4042371680874574e-22,4.9177897159103973e-31,1.6525500992642726e-36,1.1232262847276256e-44,8.0318939584796624e-65,3.816874063841131e-50,2.5158693704762854e-63,1.6034131604664954e-13,1.6034131650852386e-13,2.309375355885406e-22,3.4013191544241358e-22,1.8042136569814634e-25,1.0884639780347256e-25,4.6743086204781173e-29,1.1638356873345014e-30,4.984836296826687e-29,2.3029598355296282e-28,4.732659619975239e-29,9.9494302445292351e-27,1.2997057035572e-35,1.3558350201011845e-30,1.1696359258170566e-39,4.5633158922882585e-39,1.8270788879932297e-37,8.9652067333451665e-43,2.2605278977952647e-46,3.2132076323644105e-51,8.1724879564910381e-50,1.9964362829654617e-51,7.3022027204746325e-31,5.4576327344191286e-31,1.4355133670970711e-34,4.5033799034154197e-38,1.3682795713162491e-34,3.1530830600508617e-41,1.4451251638275639e-39,8.3360036071916903e-40,1.4616457427782492e-40
9.999999999999999e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583733358,0.66999999999980975,4.7647880007524551e-27,4.2622338785073846e-37,4.684421223419035e-22,6.2644319005386496e-31,3.5050522636859391e-36,3.0408239877194669e-44,2.4468604320692831e-64,9.4592176857154407e-50,7.8020470925862743e-63,1.9037382771485591e-13,1.9037382845969332e-13,3.7242284084820525e-22,4.679849470826971e-22,2.8186846235760042e-25,1.7062806164769641e-25,8.1976037307130321e-29,2.2747168738396181e-30,8.0038756117185261e-29,4.2996225577869445e-28,7.382061183449288e-29,1.6037869084519094e-26,2.3516619571671993e-35,2.4520618779142967e-30,2.5263219964549032e-39,9.8441745524353858e-39,3.5642382411486608e-37,2.1230332614318025e-42,5.8356347937385692e-46,8.2952621204947022e-51,2.2883528188617873e-49,5.6998429003971573e-51,1.2811801836941595e-30,8.6125650739003119e-31,2.5435037170798874e-34,8.8588814097252765e-38,2.4125985757478656e-34,6.5719704360205354e-41,2.6148293539250221e-39,1.5083280148123724e-39,2.6443864525168179e-40
1.0289509332688135e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583732259,0.6699999999998042,5.2659406537859538e-27,4.885689779549115e-37,4.9420212420053343e-22,6.5201151485221374e-31,3.9381791621128402e-36,3.5101540454843882e-44,2.8562371368287946e-64,1.0819238335952341e-49,9.1206144279277294e-63,1.9588124864209153e-13,1.9588124944804974e-13,4.0298401846715037e-22,4.9370958826244215e-22,3.0353065543908607e-25,1.8384196762512783e-25,8.9830646331954428e-29,2.5307194555421293e-30,8.6546562900349234e-29,4.75182019014599e-28,7.9473732141418154e-29,1.735279624791117e-26,2.5886372283441226e-35,2.6987328897677768e-30,2.8470876945817425e-39,1.1092356664269693e-38,3.9643377970200518e-37,2.4189395217244837e-42,6.7125147408077383e-46,9.5417633256821697e-51,2.6541556728859915e-49,6.623885378581355e-51,1.4040269479518267e-30,9.2896821730144245e-31,2.7914757292603301e-34,9.864599602961068e-38,2.6458758539319319e-34,7.3724908030812229e-41,2.8783314771193842e-39,1.6603255652501518e-39,2.9108136895988679e-40
1.2157468999032202e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583725154,0.66999999999976867,9.7704477436762946e-27,1.2528207304926277e-36,6.7813749268441792e-22,8.1983944033846018e-31,8.3176442672080147e-36,9.8197316701930929e-44,8.9552041658184493e-64,2.6326911855950089e-49,2.9624014358286956e-62,2.314061204413406e-13,2.3140612173733274e-13,6.4800748112544889e-22,6.7736507544756188e-22,4.7441815789228126e-25,2.8850311238948519e-25,1.5819497965936982e-28,4.9846770687998898e-30,1.3869555029134814e-28,8.8160880481643257e-28,1.2399226034079524e-28,2.7893333219616349e-26,4.7024225085212392e-35,4.8938001651217492e-30,6.2142393320355617e-39,2.4177008864198063e-38,7.7913607953977176e-37,5.7987786295420499e-42,1.7558350441158743e-45,2.4959712288782664e-50,7.5310554182798684e-49,1.9279443825007655e-50,2.4737471857847462e-30,1.4707021508870086e-30,4.9779671664004335e-34,1.95828504859558e-37,4.6887652165441358e-34,1.5370750646691055e-40,5.2288019645516767e-39,3.0161619702709568e-39,5.2869506885682239e-40
1.4025428665376269e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583718054,0.66999999999973314,1.6735816523971446e-26,2.9097382758496521e-36,8.9246758089644586e-22,9.9247108843407993e-31,1.6052668270584247e-35,2.4891374336185223e-43,2.493527862727867e-63,5.7363594546070963e-49,8.6086700150623536e-62,2.669131982726264e-13,2.6691320023108889e-13,9.79251512870532e-22,8.913220568684471e-22,7.0120620860794459e-25,4.2815830771608314e-25,2.6041271871079467e-28,9.0881523939523463e-30,2.0916863082280665e-28,1.5100287342211695e-27,1.8293722886235679e-28,4.2140291167461913e-26,7.9487691804384779e-35,8.2581269615333298e-30,1.2447987886401876e-38,4.8361962447183858e-38,1.417399370732924e-36,1.2660243201907313e-41,4.1536603693970969e-45,5.9046997048239704e-50,1.9199795397727072e-48,5.0564874626881184e-50,4.0741084652221815e-30,2.2041171717901809e-30,8.3039511697148142e-34,3.600205715755359e-37,7.7673215991991141e-34,2.9306522037112113e-40,8.8387989066602364e-39,5.0985389092994606e-39,8.9354812145630478e-40
1.7761347998064404e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258370386,0.66999999999966209,4.1098935281249596e-26,1.258394608555707e-35,1.4124121377074038e-21,1.3463104342012146e-30,4.8972287087737168e-35,1.2844629046113236e-42,1.4867120549218021e-62,2.1468566746301449e-48,5.7156193452054384e-61,3.3786414657960484e-13,3.3786415047553203e-13,1.9480105324900125e-21,1.4101899755899621e-21,1.351103007589728e-24,8.3173172479544279e-25,6.0394944325639375e-28,2.5223237393342082e-29,4.1525032225625345e-28,3.7078369428920308e-27,3.5127495613426511e-28,8.3800061615920211e-26,1.9221698261224867e-34,1.9921802295980221e-29,4.0890578105904439e-38,1.5840824993186869e-37,3.9161657969452189e-36,4.8654126838197476e-41,1.8524500679352304e-44,2.633496553229711e-49,9.8586767002888072e-48,2.7761551005435899e-49,9.4573273574802126e-30,4.3780131296015733e-30,1.9815839890669032e-33,1.0176366867702034e-36,1.8243357258539817e-33,8.6828155552748276e-40,2.1375554454466036e-38,1.2330194046158585e-38,2.1600264206665689e-39
2.149726733075254e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583689699,0.66999999999959137,8.5624619320921172e-26,4.0368695135697436e-35,2.0542663854254659e-21,1.7035002557130775e-30,1.2194023892787489e-34,4.635089174619589e-42,5.8781128051144576e-62,6.2253400418521656e-48,2.430159115978351e-60,4.0871258060084988e-13,4.0871258742768396e-13,3.4135021841868934e-21,2.0504329567039424e-21,2.3151731855965425e-24,1.4368065134612652e-24,1.208848259960108e-27,5.8604543462728475e-29,7.2679111870973424e-28,7.7239955209409775e-27,5.9993759409182292e-28,1.4681320671224425e-25,3.9704577101596433e-34,4.1090117060141963e-29,1.0885189182985755e-37,4.2060375962963787e-37,9.0605975024666568e-36,1.4634278516958417e-40,6.229466140457818e-44,8.8562682916495461e-49,3.6700360650730765e-47,1.0911474068359895e-48,1.8945373991527272e-29,7.7544991217113075e-30,4.0847536471235161e-33,2.4080926588831017e-36,3.6963904205912317e-33,2.1088911092160681e-39,4.4157303385903092e-38,2.5471534186419029e-38,4.4601283463081103e-39
2.5233186663440672e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583675549,0.66999999999952065,1.5961984902898832e-25,1.0888438428969781e-34,2.8180002823088249e-21,2.0601473706907134e-30,2.6599379815895046e-34,1.3844959689860331e-41,1.893880099114486e-61,1.5404177984622267e-47,8.4031492133732934e-60,4.7943596198509513e-13,4.7943597295470114e-13,5.4849360985248747e-21,2.8119047877296929e-21,3.6564573622218137e-24,2.287845844539726e-24,2.1857720582035385e-27,1.2076004003521846e-28,1.1661909387444155e-27,1.4397380962051481e-26,9.444541686964993e-28,2.3587476357212074e-25,7.3646028862374327e-34,7.6129945564774639e-29,2.5264013059432149e-37,9.7375236140524463e-37,1.8592186019501299e-35,3.7784970725653239e-40,1.7731644660141796e-43,2.5209288289574618e-48,1.1420371125736573e-46,3.5817147657964508e-48,3.4282803759226339e-29,1.2697600754668114e-29,7.6195329920894849e-33,5.0588716265326971e-36,6.7652195915565143e-33,4.4931543311693023e-39,8.1913023556852026e-38,4.7250407076572748e-38,8.2695253660970995e-39
2.8969105996128806e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583661438,0.66999999999945004,2.7434992648662586e-25,2.62784062738611e-34,3.7033286868239286e-21,2.416452773068089e-30,5.2902370191466591e-34,3.689905288730312e-41,5.3663671024480149e-61,3.4136767256538324e-47,2.5642950472389984e-59,5.5001224901333709e-13,5.5001226555118937e-13,8.2691154705190933e-21,3.6942068674489175e-21,5.4342246426646702e-24,3.4285670039296512e-24,3.6650270774234193e-27,2.280957276659534e-28,1.7545225957760141e-27,2.4743054274092961e-26,1.3991868645728817e-27,3.5557672623163957e-25,1.2622266311030191e-33,1.3032399492254089e-28,5.3261611083036092e-37,2.0475564513850204e-36,3.4966072124504834e-35,8.798406105232553e-40,4.5263479077418017e-43,6.4353222461730196e-48,3.1729732713084629e-46,1.051969897012645e-47,5.752687085219543e-29,1.9630178832918519e-29,1.3214126306184684e-32,9.7599350486503966e-36,1.1484720307313661e-32,8.7188483364830924e-39,1.4040733311120278e-37,8.0992056583368772e-38,1.416679091484572e-38
3.6440944661505076e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583633305,0.66999999999930948,6.8359242726708527e-25,1.3289019393763821e-33,5.837260438711646e-21,3.1288259656014973e-30,1.7772129351616738e-33,2.4459924870355458e-40,3.801095045983051e-60,1.3825511849156618e-46,2.2807747462496558e-58,6.9064051038702899e-13,6.9064054314246561e-13,1.6378030724024144e-20,5.8193658657206203e-21,1.0507060131481264e-23,6.7451119891341003e-24,8.7529969306175894e-27,6.856207192328013e-28,3.4519102999003422e-27,6.1636303192479085e-26,2.6882594018699624e-27,7.0420212954751053e-25,3.1373851254809536e-33,3.2256103997836959e-28,2.0321599982906424e-36,7.7535019028558657e-36,1.0394570114353163e-34,4.2898078215023909e-39,2.8640362236161824e-42,4.0722461147595305e-47,2.6473450348999904e-45,1.1232793474071347e-46,1.375759973755388e-28,4.164678601342097e-29,3.4401884885042922e-32,3.1245544819123614e-35,2.8201517303425304e-32,2.7478438898653013e-38,3.4910791275773052e-37,2.0137818364417311e-37,3.5170081641260462e-38
4.298869697771635e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583608797,0.6699999999991868,1.3186155763567089e-24,4.0442104201501452e-33,8.1037737065385953e-21,3.7509090791628883e-30,4.2599784957042047e-33,8.6255580339555069e-40,1.3899438493527789e-59,3.6831957218444637e-46,9.3880567808525001e-58,8.1319241101870852e-13,8.1319246461499914e-13,2.6798556677716382e-20,8.0746451115828906e-21,1.6887324157320784e-23,1.1005513049489149e-23,1.6385157700207966e-26,1.5105978283813772e-27,5.6067635962044461e-27,1.1886809240530273e-25,4.2978225902949446e-27,1.1522113337998663e-24,6.0476754375547912e-33,6.1892183974873662e-28,5.2491060627068456e-36,1.9915776620972202e-35,2.2697705699148761e-34,1.2869255530124228e-38,9.9132811085141217e-42,1.409582515679787e-46,1.0475625759297228e-44,4.9726776468939807e-46,2.5777554611142691e-28,7.2965661836330218e-29,6.9576785328968413e-32,7.2682212498589437e-35,5.4034460004759677e-32,6.2387785220109213e-38,6.7316027791162224e-37,3.8830348179260063e-37,6.7716031830431132e-38
4.953644929392762e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583584439,0.66999999999906501,2.3155348390997924e-24,1.043743546484686e-32,1.0738484352862835e-20,4.3693004175606466e-30,9.1001793262764194e-33,2.5177374490092165e-39,4.1930634950379658e-59,8.5183378298732007e-46,3.1263115964192592e-57,9.3499023210999396e-13,9.3499031385499557e-13,4.0872974697728296e-20,1.0694209862211403e-20,2.5344056231637336e-23,1.6764798550027991e-23,2.8017962405712506e-26,2.9722199222591169e-27,8.4807760064094138e-27,2.0869233230159215e-25,6.417275238611347e-27,1.7573240729170706e-24,1.0617568886314683e-32,1.0807563143999541e-27,1.1842674218307861e-35,4.4684803471994672e-35,4.426485340611551e-34,3.3040262233784958e-38,2.8858216186502552e-41,4.1035424781079471e-46,3.4412354788533434e-44,1.8269197552284471e-45,4.4109292133204202e-28,1.1973783747626626e-28,1.2890436704606438e-31,1.5144619842418938e-34,9.4518416969201851e-32,1.258765645699666e-37,1.1822590127153903e-36,6.8197038191085341e-37,1.1873364855686944e-37
5.60842016101389e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583560252,0.66999999999894411,3.7886242745124983e-24,2.3875632453248811e-32,1.3738983850113017e-20,4.9833521093606199e-30,1.7833297874278778e-32,6.4189455043234388e-39,1.1026348031629986e-58,1.7721027287959365e-45,9.0082666477206951e-57,1.055926741405417e-12,1.0559268596462611e-12,5.9120878714212079e-20,1.36750866807712e-20,3.6115018826605373e-23,2.4244325276421236e-23,4.4739867928974399e-26,5.367268118193097e-27,1.2158556033241169e-26,3.4138545252071993e-25,9.0997135694326023e-27,2.5418953483611286e-24,1.73717070430269e-32,1.7577818904446729e-27,2.4084885225907272e-35,9.0395973590134635e-35,7.9240298472673711e-34,7.5065955445133697e-38,7.2922816866229984e-41,1.0369725858137983e-45,9.6190280421091553e-44,5.6178787926564691e-45,7.0468647444039206e-28,1.8683986875393456e-28,2.2330982883619214e-31,2.8998031904098603e-34,1.5430367916568615e-31,2.3233184841268551e-37,1.9351158628846326e-36,1.1162460342730151e-36,1.9399283631484784e-37
6.263195392635017e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258353626,0.6699999999988242,5.8674691395150285e-24,4.9795293317960117e-32,1.7102526361216537e-20,5.5927377918459444e-30,3.2692362647929488e-32,1.4749392031765006e-38,2.607473570948062e-58,3.3993153232436399e-45,2.3144342152925054e-56,1.1758978531377132e-12,1.1758980172303252e-12,8.2046616269736646e-20,1.7013972165931958e-20,4.9419012926839448e-23,3.3662962422518648e-23,6.7726018041571895e-26,9.0685243361910109e-27,1.6717994549958399e-26,5.2859423112087785e-25,1.2392751505462435e-26,3.5276309705523984e-24,2.6904987654614847e-32,2.7052320378906264e-27,4.5231606183558032e-35,1.6888954016842462e-34,1.3273387187294415e-33,1.5545296265950033e-37,1.6578753760009757e-40,2.3575933453768406e-45,2.3879481821972986e-43,1.5183532663305939e-44,1.0670247734043952e-27,2.8010398331007465e-28,3.6705473735242977e-31,5.2009122267208273e-34,2.3868738226007154e-31,4.0036215858801907e-37,2.9984312595776349e-36,1.7296057818326454e-36,2.9999734074765712e-37
6.917970624256144e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583512485,0.66999999999870519,8.6961633302872171e-24,9.6513699443158653e-32,2.0826043017089519e-20,6.1970601570790896e-30,5.6816274715975238e-32,3.1213838580925471e-38,5.6673270163844315e-58,6.1137983720552774e-45,5.4257760584872263e-56,1.2948029335983566e-12,1.2948031538740187e-12,1.1013780786946343e-19,2.0707246907639887e-20,6.5457114097569587e-23,4.5236917478515906e-23,9.8223104201769385e-26,1.4529342509903109e-26,2.2230703100926521e-26,7.8326203400670909e-25,1.6339017812644255e-26,4.7355245777793464e-24,3.987896917935998e-32,3.9833260797587481e-27,7.9742299671877155e-35,2.9624169628174872e-34,2.1084356512858456e-33,2.9929031909660965e-37,3.47109088827051e-40,4.9362300203305408e-45,5.4096997416634587e-43,3.7176832008586319e-44,1.5476169647860431e-27,4.0637066542292773e-28,5.7831364699813122e-31,8.8540160184132881e-34,3.535917977736175e-31,6.5323210407434115e-37,4.4465410078844453e-36,2.56492936113677e-36,4.4393120156256477e-37
8.2275210874984e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583465634,0.66999999999847104,1.7241839489828144e-23,3.0610053274822842e-31,2.9339339947570056e-20,7.3885372966482913e-30,1.51394274335057e-31,1.1598311361091373e-37,2.2131330267660155e-57,1.7025590980256778e-44,2.4352138660329231e-55,1.5290308024776245e-12,1.5290311698370517e-12,1.8367818473816541e-19,2.9141136256093718e-20,1.0646350337837172e-22,7.5701524918785377e-23,1.869857829318444e-25,3.2945362757194748e-26,3.6375297694160022e-26,1.5523079828939422e-24,2.6341097416332066e-26,7.8979772332937787e-24,7.9082892422189253e-32,7.7924566495475385e-27,2.1394115650791963e-34,7.8688193385229234e-34,4.6997466479276418e-33,9.3791928432121179e-37,1.2628005868945771e-39,1.7959243545356275e-44,2.2678088184714304e-42,1.803499799307035e-43,2.9448905961757017e-27,7.9025619638683384e-28,1.2986384724243743e-30,2.2715306563171375e-33,7.0143985623773668e-31,1.531049942470047e-36,8.827868863768556e-36,5.0922431375672691e-36,8.7713585933007505e-37
9.537071550740654e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583419865,0.66999999999824211,3.0837535134633682e-23,8.1302579432371516e-31,3.9248552315191662e-20,8.5538920231580402e-30,3.5369798703409594e-31,3.5055423067383509e-37,6.9809546120314918e-57,4.0698527228529603e-44,8.5640917009077791e-55,1.7578842505990432e-12,1.7578848171290252e-12,2.8326031149870208e-19,3.8942168713172149e-20,1.6042416045857254e-22,1.1730707751531238e-22,3.2200089941385983e-25,6.5957918511892204e-26,5.505235236712943e-26,2.7751610282886741e-24,3.9361427690725607e-26,1.2180909270174275e-23,1.4147117803921989e-31,1.3749801056082153e-26,4.9460240408730611e-34,1.8017972791807951e-33,9.2507879131507899e-33,2.4710663300233007e-36,3.7623038488395523e-39,5.3509162911216168e-44,7.5711214813267118e-42,6.7672665831424068e-43,5.0654544484721483e-27,1.4144004080724215e-27,2.6293041197954509e-30,5.1396583852998702e-33,1.2569139948171847e-30,3.157599391826027e-36,1.5812923963543141e-35,9.1214859345639831e-36,1.5626541302573704e-36
9.999999999999999e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583403966,0.66999999999816262,3.7147520612921733e-23,1.1128873462178429e-30,4.3079036623581257e-20,8.9589286790767638e-30,4.6601920141169898e-31,5.0095472099130272e-37,1.0125473254342602e-56,5.3862943182254166e-44,1.2895905234283627e-54,1.8373741631582914e-12,1.8373748137626628e-12,3.2529586493302167e-19,4.2726747254520514e-20,1.8280186869101346e-22,1.349840107936939e-22,3.8293846837302356e-25,8.236660435947758e-26,6.2811673588764576e-26,3.3425069167426298e-24,4.472427675482823e-26,1.398901320545657e-23,1.704315711725593e-31,1.6484713744862292e-26,6.4729840489614429e-34,2.3500488899681773e-33,1.1482659108554295e-32,3.3759167272867572e-36,5.3556669354579327e-39,7.6172016259457638e-44,1.1206107744548121e-41,1.0450092898200531e-42,6.0206011683008801e-27,1.7097123974966019e-27,3.3086641461898982e-30,6.7039456673810505e-33,1.5155075456213139e-30,3.9824498931565947e-36,1.9059685017615484e-35,1.0994340506620144e-35,1.8795773380267902e-36
1.0715666967658683e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583379697,0.66999999999804127,4.871556902426488e-23,1.7563131749297776e-30,4.9331723063409825e-20,9.5774801545116356e-30,6.9804024108046532e-31,8.4045465868090969e-37,1.7347690899722588e-56,8.1026079966976097e-44,2.3262880744151342e-54,1.9587177655188185e-12,1.9587185610655989e-12,3.9776386464776729e-19,4.8899953268750205e-20,2.209331765101928e-22,1.6560968743060931e-22,4.9255963485191538e-25,1.1381655365017726e-25,7.6047137398676783e-26,4.3823590642416392e-24,5.3821077472804744e-26,1.7106384959400247e-23,2.2353064541590477e-31,2.1461144501069295e-26,9.5788517031815169e-34,3.4597485211129292e-33,1.5720009910585762e-32,5.3159025747645826e-36,8.9414682710840426e-39,1.2717499798582783e-43,1.9753814676406732e-41,1.9518369201539612e-42,7.7359100282480372e-27,2.2594241512131037e-27,4.6385685948186649e-30,9.9002995797862072e-33,1.9907309987620027e-30,5.5848688807355257e-36,2.5018616414897574e-35,1.4431678215301074e-35,2.4588968353755862e-36
