Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),CH2X(27),HX(19),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25)
6.349184977503971e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999731,0.11866996602996277,0.022821567693054226,0.0,1.0808224365452136e-54,4.1742795248857905e-36,4.357496404201773e-75,9.0378137587239239e-50,4.1213326986042682e-119,6.4562123294530674e-22,5.1387131785464068e-103,6.4562123294330163e-22,1.3783990360708616e-69,1.2567009095426801e-59,4.1782217392456282e-100,2.5246739662042139e-101,1.0873078522382898e-44,4.0503438615491994e-82,2.5604408426187943e-15,1.2310827106795958e-16,4.7452579223426282e-20,5.6617458248403461e-29,4.7452579336632444e-20,8.3644164436926167e-34,1.5459038060923937e-39,3.3276031126654822e-32,6.1127070114087233e-46,1.9787745172174648e-64
1.2703886188698215e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999465,0.1186699660299602,0.022821567693054164,0.0,1.7307242122126196e-53,1.671316853449582e-35,3.2419991447425211e-73,7.2375809803495429e-49,1.2256960026941574e-116,1.291803387904045e-21,3.2938595093167681e-101,1.2918033878960191e-21,2.2078339752741789e-68,2.0130614407679848e-58,6.2144571561727426e-98,3.7550611660451651e-99,8.7050741130646454e-44,1.2975647670629311e-80,5.1231062211549425e-15,2.4632349979974568e-16,9.494638559615259e-20,2.2661403352986067e-28,9.4946386049275565e-20,6.6965246829950998e-33,1.4410222137084868e-38,1.331908443125763e-31,4.8938823868652618e-45,7.3677373720684847e-63
2.5413288611086704e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998926,0.11866996602995508,0.022821567693054039,0.0,2.7702859446706941e-52,6.6915831399012752e-35,2.6521375949784668e-71,5.792998187182959e-48,4.0070803413505955e-114,2.5841676978332936e-21,2.1096981301941881e-99,2.5841676978011791e-21,3.5344518558693501e-67,3.2227715147558505e-57,1.0161334939027677e-95,6.1399464611750372e-97,6.9667049368752177e-43,4.1545362337266426e-79,1.0248436978222694e-14,4.9275395726330854e-16,1.8993399800163367e-19,9.067245144053249e-28,1.8993399981474255e-19,5.3591038732361243e-32,1.4787407321090765e-37,5.329368660877624e-31,3.9165932445474283e-44,3.0173282531238124e-61
5.083209345586368e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997849,0.11866996602994483,0.022821567693053792,0.0,4.4333594746464379e-51,2.680380238761624e-34,2.4352967719493877e-69,4.6355721665250563e-47,1.4703045564748417e-111,5.1688963177388776e-21,1.3507280036317907e-97,5.1688963176103978e-21,5.656657366301748e-66,5.1579334630778152e-56,1.8648558838548432e-93,1.1268317945475551e-94,5.5744224302622283e-42,1.329824336769159e-77,2.0499098492339999e-14,9.8561487219039652e-16,3.7990922145270971e-19,3.6272740787099068e-27,3.7990922870654019e-19,4.2878555733487313e-31,1.7040495447319837e-36,2.1320944898265503e-30,3.1338696379501061e-43,1.3871850248257102e-59
1.0166970314541763e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995701,0.11866996602992433,0.0228215676930533,0.0,7.09409673733213e-50,1.0748881351311469e-33,2.5026971911850094e-67,3.7089271876868998e-46,6.0387035673193179e-109,1.0338353557738396e-20,8.6463273291541356e-96,1.0338353557224433e-20,9.0518793613977488e-65,8.2538929075944428e-55,3.8307004547820204e-91,2.3146856038347105e-92,4.4599613753887649e-41,4.2560343016767439e-76,4.1000421520501837e-14,1.971336702044423e-15,7.5985966291531777e-19,1.4508562100802563e-26,7.5985969193471566e-19,3.4302233776704043e-30,2.1966434620119973e-35,8.5290720466581489e-30,2.5073337225413996e-42,7.136244414622747e-58
2.0334492252452552e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991404,0.11866996602988332,0.022821567693052314,0.0,1.1351131813736048e-48,4.3209115856540869e-33,2.8097002660966016e-65,2.9673294640965651e-45,2.7101005530361754e-106,2.0677268038490823e-20,5.5341832027893704e-94,2.0677268036434893e-20,1.4483988733777647e-63,1.320718802776365e-53,8.5976511116781866e-89,5.1950966899116583e-90,3.5681384716547066e-40,1.362026376988943e-74,8.2003067576534412e-14,3.9427803617518759e-15,1.5197605240823581e-18,5.8022893308991603e-26,1.5197606401783867e-18,2.7436902810316358e-29,3.0902641621129545e-34,3.4117676306540307e-29,2.0059621397145798e-41,4.0091503541040613e-56
4.066953612827413e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982811,0.11866996602980132,0.022821567693050344,0.0,1.8162271697833114e-47,1.7453362030833907e-32,3.3433856886471724e-63,2.3739385322627173e-44,1.2894564061433819e-103,4.1355097003009245e-20,3.54204786566724e-92,4.1355096994785368e-20,2.3175166207548883e-62,2.1132267748165469e-52,2.0456255109119094e-86,1.2360611264663905e-87,2.8545785113913328e-39,4.3586368310103768e-73,1.6400835968743523e-13,7.885667681164383e-15,3.03956215938374e-18,2.3198663263537883e-25,3.0395626238869434e-18,2.1940150194015434e-28,4.6035108712919969e-33,1.3647348068160413e-28,1.6048077002182931e-40,2.3865440224468897e-54
8.133962387991729e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996562,0.11866996602963731,0.022821567693046402,0.0,2.9060000652606429e-46,7.1167293378812482e-32,4.1150290989953194e-61,1.8991806076450501e-43,6.3468982902506262e-101,8.2710754944100406e-20,2.2669650001736289e-90,8.2710754911204499e-20,3.708088949356963e-61,3.3812239922455392e-51,5.0347918436715561e-84,3.0422530623132941e-85,2.2836898770552303e-38,1.3947880323141581e-71,3.2801894390457937e-13,1.5771442319979797e-14,6.0791650818557483e-18,9.270798199212813e-25,6.0791669407634793e-18,1.753651964425738e-27,7.0884197809640133e-32,5.4589946701633101e-28,1.2838612321677591e-39,1.4690887656813537e-52
1.6267979938320361e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319931241,0.11866996602930928,0.022821567693038516,0.0,4.6496285134962816e-45,2.9546718527445508e-31,5.15542828906784e-59,1.5193560741131958e-42,3.1802880510562571e-98,1.6542207087449989e-19,1.4508746999562778e-88,1.6542207074291561e-19,5.9329909766571848e-60,5.4100066668704013e-50,1.2614559225952781e-81,7.6222975230695905e-83,1.8269626872187531e-37,4.4633595890849673e-70,6.5604011232023782e-13,3.1542991597572228e-14,1.2158369534277065e-17,3.7013474021518186e-24,1.2158376976935837e-17,1.4004069336325048e-26,1.110548427956919e-30,2.1836089033315009e-27,1.0270948168299319e-38,9.2039115908663098e-51
3.2536015038977627e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631986248,0.11866996602865322,0.022821567693022744,0.0,7.4394255776377282e-44,1.2677900433816621e-30,6.5107877295567744e-57,1.2154889747824954e-41,1.6064762637726451e-95,3.3084470292816747e-19,9.2856489907499488e-87,3.3084470240182921e-19,9.4928205604029785e-59,8.6560472321988822e-49,3.1860817622528696e-79,1.9251773006521441e-80,1.4615743973403949e-36,1.4282805485382768e-68,1.3120824490770351e-12,6.308609015260351e-14,2.4316772869031423e-17,1.4749795429429264e-23,2.4316802695375531e-17,1.1163126806518936e-25,1.7534728307458575e-29,8.7344572570069101e-27,8.2167786952339171e-38,5.8121804887491137e-49
6.5072085240292155e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319724956,0.11866996602734112,0.0228215676929912,0.0,1.1903088020927771e-42,5.7513287317619041e-30,8.2353757068422289e-55,9.7239199446713054e-41,8.1279318543781176e-93,6.6168996780697519e-19,5.9428267703268484e-85,6.6168996570162186e-19,1.518852832348964e-57,1.3849698236848355e-47,8.0599814976352841e-77,4.870211916412501e-78,1.1692611102162338e-35,4.5705028004730464e-67,2.6241671222925507e-12,1.261722872620518e-13,4.8633557258207595e-17,5.8558853551278162e-23,4.8633677004247425e-17,8.8669059056022104e-25,2.772519397357359e-28,3.4937868900268242e-26,6.5734259582635621e-37,3.6759061009737968e-47
1.301442256429212e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631944991,0.1186699660247169,0.022821567692928115,0.0,1.9044918132964425e-41,2.833434618543419e-29,1.0373192188747082e-52,7.7791259093952806e-40,4.0952445559863471e-90,1.3233805006504802e-18,3.803406545791999e-83,1.3233804922290686e-18,2.430161743062369e-56,2.2159514233265044e-46,2.0304871860788716e-74,1.2269138358541002e-75,9.35409354419193e-35,1.4625593207128044e-65,5.2483364675312681e-12,2.5234468147849101e-13,9.726703691539274e-17,2.3078503365413403e-22,9.7267519352867685e-17,6.9937892551177159e-24,4.3648493648973004e-27,1.3975152802494934e-25,5.2587338680093282e-36,2.3149887229536747e-45
2.602885064481793e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318899822,0.11866996601946846,0.022821567692801942,0.0,3.0471760044438248e-40,1.5425463572831168e-28,1.291303723340389e-50,6.2232754212325598e-39,2.0393250373221648e-87,2.6467615786809766e-18,2.4341713736950403e-81,2.6467615449954077e-18,3.8882436849030659e-55,3.5455152967963835e-45,5.0555298455638033e-72,3.0547838298672392e-73,7.4832739693948905e-34,4.6801720566068495e-64,1.0496675153239447e-11,5.0468946990154067e-13,1.9453363974640031e-16,8.9664651879966869e-22,1.9453559603507219e-16,5.4416642506609587e-23,6.7900127542332088e-26,5.5900599839278936e-25,4.206971376021468e-35,1.4407668309100393e-43
5.205770680586955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317799647,0.11866996600897158,0.022821567692549598,0.0,4.8754438319586304e-39,9.1929077119178818e-28,1.5692931862797084e-48,4.978576154438282e-38,9.9148433735575915e-85,5.2935237841156865e-18,1.5578566340149191e-79,5.2935236493738728e-18,6.2211366193484472e-54,5.6727973073651434e-44,1.2288953337210313e-69,7.4255510243299124e-71,5.9866144599870194e-33,1.4976424557246628e-62,2.0993352505578784e-11,1.009379046708324e-12,3.8906541948542762e-16,3.3908641278425248e-21,3.8907344107733777e-16,4.1261393255581736e-22,1.0308544908134327e-24,2.2360220178694617e-24,3.365550079609128e-34,8.7529371856430451e-42
1.041154191279728e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315599296,0.11866996598797783,0.022821567692044908,0.0,7.8005869360516452e-38,5.7575923505144634e-27,1.8248293981184831e-46,3.9827887558252191e-37,4.6130169812624447e-82,1.0587048392476834e-17,9.9701099973857484e-78,1.0587047853513957e-17,9.9536441544063677e-53,9.0763615055329999e-43,2.85853719431427e-67,1.72725959206204e-68,4.7892826920927046e-32,4.7923732368530446e-61,4.198670713394939e-11,2.0187582001646267e-12,7.7812327535520939e-16,1.2216352987515509e-20,7.7815671928228232e-16,2.9865894309006481e-21,1.4966967514688231e-23,8.9440701357171761e-24,2.6923960823845391e-33,5.0872076041577362e-40
2.082308437721793e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311198594,0.11866996594599033,0.022821567691035528,0.0,1.248054303938607e-36,3.5721464440391134e-26,1.9721516350310538e-44,3.1861149498483833e-36,1.9951528794410577e-79,2.1174098399142772e-17,6.380647759265762e-76,2.1174096243326831e-17,1.5925269306846273e-51,1.4521845024625662e-41,6.1806495545212538e-65,3.7346321675182923e-66,3.8314114219931138e-31,1.5335062451771484e-59,8.3973416085458294e-11,4.0375165064481757e-12,1.556216173330931e-15,4.0647524552820897e-20,1.5563583057645672e-15,2.002130754410514e-20,2.0178802523923149e-22,3.5776132818680987e-23,2.1538462007010046e-32,2.7471426647655547e-38
4.164616930605923e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302397189,0.11866996586201534,0.022821567689016772,0.0,1.9967600152935619e-35,2.0734339361405671e-25,1.9173089655329137e-42,2.5487060501564567e-35,7.7647067531273322e-77,4.2348201572062532e-17,4.083329031378746e-74,4.2348192949084177e-17,2.5478632207230757e-50,2.3233886337744876e-40,1.202377778590076e-62,7.2653167303268975e-64,3.0651053586058026e-30,4.9068790864913505e-58,1.6794683276754687e-10,8.0750331164990559e-12,3.1123107195809774e-15,1.2084880879502717e-19,3.1129226033320369e-15,1.2018104579999422e-19,2.4444723910407934e-21,1.4310334119614258e-22,1.7229637886472681e-31,1.3339819181718904e-36
6.246925423490053e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756293595785,0.11866996577804034,0.022821567686998015,0.0,7.3492256731110005e-35,5.0719018215869009e-25,1.1650807609063379e-41,7.5661573106082537e-35,6.2329684365491166e-76,6.3522307904382597e-17,2.3183386233344795e-73,6.3522289580973137e-17,9.6387566211646387e-50,8.8577798828933017e-40,8.4712446918417427e-62,5.1187133260445597e-63,8.7642465730121815e-30,2.2889831846310182e-57,2.5192024822870622e-10,1.2112549724033716e-11,4.6683140214824641e-15,2.1368086893169559e-19,4.6696601291007966e-15,2.9572720333543079e-19,7.9628934328861156e-21,3.0409285297915479e-22,4.9264136994550012e-31,6.842536404586605e-36
1.0411542409258312e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275992977,0.11866996561009036,0.022821567682960498,0.0,5.6540113701041547e-34,1.6688173554947361e-24,3.6635563163526143e-40,3.5436456008714569e-34,6.0604465979539037e-74,1.0587053320513645e-16,6.2314547603876457e-72,1.0587048254928977e-16,7.6059825479248505e-49,7.283346033045375e-39,4.6560558056873733e-60,2.8133999080224377e-61,4.0276677607336463e-29,3.0669827359283986e-56,4.198670742673083e-10,2.018758292903817e-11,7.7799556907204315e-15,4.1807802590250938e-19,7.78387179167185e-15,9.6812167322047456e-19,4.4093449013321782e-20,8.4071482964717357e-22,2.2637385663031858e-30,1.2467668459478034e-34
1.4159697696449746e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675626015045,0.11866996545893538,0.022821567679326735,0.0,1.5570775371006074e-33,3.1822508935681254e-24,1.5719756746413316e-39,8.1766119522969256e-34,3.1312193899076504e-73,1.4398394618164092e-16,2.7056262027158444e-71,1.4398385598211866e-16,2.1343406324421749e-48,2.1241032353621142e-38,2.2145927083015637e-59,1.3381567120301528e-60,9.0661718725343626e-29,1.0178541675935755e-55,5.7101921375719771e-10,2.7455112805412221e-11,1.0580138445608804e-14,6.0803087562565905e-19,1.0587274992382218e-14,1.8332880871941565e-18,1.0550855421725129e-19,1.4970493196810234e-21,5.0953303940921203e-30,4.7201390576627488e-34
1.790785298364118e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756244307923,0.1186699653077804,0.022821567675692971,0.0,3.5068210009577668e-33,5.1971646103531257e-24,5.0548432831638e-39,1.5742338151327657e-33,1.3354342351949857e-72,1.8209736995950643e-16,8.1922753813372158e-71,1.8209722916233375e-16,4.8863687976576712e-48,4.8601789287933158e-38,8.2475056552708862e-59,4.9835142901322772e-60,1.7135520339141933e-28,2.7348221429695619e-55,7.2217134907154148e-10,3.472264267318088e-11,1.3380009253615383e-14,8.0031425412324428e-19,1.3391340875012156e-14,2.9674404162475825e-18,2.0772025837734398e-19,2.3368919596552749e-21,9.6298667618171734e-30,1.2896350763737901e-33
2.165600827083261e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756228465395,0.11866996515662542,0.022821567672059208,0.0,6.7397182693401373e-33,7.6876480359705158e-24,1.3100538145834864e-38,2.6763688293820705e-33,4.2399939190689592e-72,2.2021080393933723e-16,2.1266903881588158e-70,2.2021060210394119e-16,9.5280968118062962e-48,9.610888587559561e-38,2.3716000520652084e-58,1.4330271460880252e-59,2.8641162352962952e-28,6.049745085014469e-55,8.7332348044164014e-10,4.1990172532820841e-11,1.6179585425238704e-14,9.9355877552943128e-19,1.6196042024216133e-14,4.3487773515882311e-18,3.5657955362827888e-19,3.3500730595892565e-21,1.6094961116365029e-29,3.0033552161328862e-33
2.915231884521548e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756196780341,0.1186699648543155,0.022821567664791678,0.0,1.7427626014023036e-32,1.375533760155961e-23,5.3913482107120555e-38,5.9165779182582634e-33,2.2486307774382686e-71,2.9643769516132009e-16,9.4056967739691064e-70,2.964373474430387e-16,2.5293764600264561e-47,2.6880553883831696e-37,1.109041845364265e-57,6.7013210426646414e-59,6.1144888287640445e-28,1.9032588183784288e-54,1.1756277341870595e-09,5.652523223356344e-11,2.1778065943738441e-14,1.380730603771936e-18,2.1806916995902565e-14,7.6539480184498822e-18,7.8330124954708981e-19,5.7717176746268199e-21,3.4357459906971049e-29,1.0882999079338016e-32
3.664862941959835e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756165095286,0.11866996455200558,0.022821567657524147,0.0,3.6905263995531656e-32,2.1585348089026035e-23,1.6155015951475501e-37,1.1083057119115767e-32,8.1804653577693204e-71,3.7266462408495323e-16,2.8300211833418502e-69,3.7266409190018905e-16,5.4859619760603842e-47,6.0184758857261419e-37,3.6813475165334173e-57,2.2244317409703986e-58,1.1118409442174062e-27,4.7073322474710052e-54,1.4779319733529435e-09,7.1060291904259116e-11,2.7375457623410012e-14,1.7683352241470878e-18,2.7420207768774505e-14,1.1810683428396081e-17,1.4474444247751874e-18,8.8340544665032416e-21,6.2469397114527807e-29,2.8883777892147783e-32
4.414493999398122e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756133410243,0.11866996424969568,0.022821567650256617,0.0,6.9816030181333157e-32,3.1297652615659984e-23,4.1285131725240084e-37,1.875429652589268e-32,2.5196595431349188e-70,4.4889159326008976e-16,7.3251947962732965e-69,4.4889083541561347e-16,1.0601095580988568e-46,1.1890321663127954e-36,1.0381949100700108e-56,6.2732253130603837e-58,1.8391809927505064e-27,1.0237731266482257e-53,1.7802361969503971e-09,8.5595351542869878e-11,3.2971686821995723e-14,2.1559066431594046e-18,3.303612883859117e-14,1.6826463827141518e-17,2.4156764446799697e-18,1.2580509369951201e-20,1.0332663473205204e-28,6.6109103417922251e-32
5.913756114274695e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675607004015,0.11866996364507593,0.022821567635721556,0.0,2.1155921654653584e-31,5.6473464511107832e-23,2.4961213811754234e-36,4.4584585583860591e-32,3.0561637079335273e-69,6.0134565458576134e-16,4.5312438705168078e-68,6.0134431956848464e-16,3.3348000673177349e-46,3.7934347153390199e-36,8.8224527613677804e-56,5.3308957539666853e-57,4.2422867647593236e-27,4.2880098550187269e-53,2.3848445965627478e-09,1.1466547072202891e-10,4.4160593626253359e-14,2.9307227337351486e-18,4.4276300282190798e-14,2.9189751550722098e-17,5.574226816834223e-18,2.216412554126943e-20,2.3828450753660007e-28,2.8758436686115778e-31
7.413018229151269e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756006670052,0.11866996304045624,0.022821567621186496,0.0,4.9749899638916243e-31,8.9291530365655643e-23,8.9493817731448204e-36,8.7044155277990068e-32,1.5807060182381321e-68,7.537998793223787e-16,1.6393395361631896e-67,7.5379779989626888e-16,8.0087028902192581e-46,9.1474908949833492e-36,3.8218049871385449e-55,2.3092917212456715e-56,8.1492875664946934e-27,1.2548140417328809e-52,2.9894529329294741e-09,1.4373558977084573e-10,5.5344781029165076e-14,3.7051781266154518e-18,5.5527787214450561e-14,4.4403917619477897e-17,1.0604177857827889e-17,3.4526471543861687e-20,4.576453131921472e-28,8.4341575224714854e-31
1.0411542458904416e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755879929884,0.11866996183121704,0.022821567592116378,0.0,1.9524345197099878e-30,1.7785364314917461e-22,7.5841539157417824e-35,2.4323927649395343e-31,3.3317532518750239e-67,1.0587088189958075e-15,1.4356587166996252e-66,1.0587047490710768e-15,3.2209088241366006e-45,3.6457136165371106e-35,5.0486074155194538e-54,3.0505633849033047e-55,2.2413560235893483e-26,7.4078150176443956e-52,4.1986694157998972e-09,2.0187582747719427e-10,7.7698998502226418e-14,5.2530973971719447e-18,7.8066395252528816e-14,8.16943984265168e-17,2.7967811840899122e-17,6.7591397299362555e-20,1.2581102763150544e-27,4.6900052696385124e-30
1.3410066688657563e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755753189738,0.1186699606219781,0.02282156756304626,0.0,5.2045828519775902e-30,2.9696729767170052e-22,3.063730600866145e-34,5.1647466796073385e-31,1.9820207332129005e-66,1.3636184118989885e-15,5.9749515312500294e-66,1.3636116829404691e-15,8.674299969069597e-45,9.805630230509969e-35,2.4954203502140135e-53,1.5078258529867996e-54,4.7278658701482728e-26,2.4995045936915823e-51,5.4078856455196476e-09,2.6001606466183093e-10,1.0003435015815832e-13,6.7997086695792723e-18,1.0065388261973254e-13,1.2673540478801745e-16,5.6458120819642038e-17,1.1177508448610701e-19,2.6527437227066278e-27,1.5248560938193632e-29
1.6408590918410708e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755626449614,0.1186699594127394,0.022821567533976142,0.0,1.1298353172258965e-29,4.4661054708630971e-22,9.0776587201299206e-34,9.3841183632693003e-31,7.8470122891284209e-66,1.6685286575345653e-15,1.8399987779667053e-65,1.6685186015069927e-15,1.8934967871783246e-44,2.1456315213928344e-34,8.5959930845211008e-53,5.1940058436269711e-54,8.5626976217412372e-26,6.4771204695013917e-51,6.6171016220747572e-09,3.181563013247291e-10,1.2235085025447607e-13,8.3450159714509403e-18,1.2329194777277863e-13,1.7778570615617334e-16,9.7802074892537525e-17,1.6707591578620741e-19,4.8025461578167222e-27,3.8411651591881336e-29
1.9407115148163853e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755499709512,0.11866995820350096,0.022821567504906024,0.0,2.1541898599080645e-29,6.2675969238649292e-22,2.2369602252036751e-33,1.5414987707881266e-30,2.4659730736295634e-65,1.9734395553668275e-15,4.7380610626652168e-65,1.9734255047739541e-15,3.6224020518005033e-44,4.1196755411599146e-34,2.4027812949843747e-52,1.4518419938636627e-53,1.4041910806247554e-25,1.4290948088101328e-50,7.8263173454606043e-09,3.762965374658815e-10,1.4464851415355388e-13,9.8890192244797016e-18,1.4598195878538963e-13,2.3343114835610648e-16,1.533984666752384e-16,2.3349180253024954e-19,7.8726508708485434e-27,8.2654603266068156e-29
2.5404163607670147e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755246229353,0.11866995578502484,0.022821567446765788,0.0,6.0656912677191079e-29,1.0784863532777129e-21,9.5746087093794107e-33,3.4106717160075643e-30,1.6169697710976423e-64,2.5832633056046787e-15,2.2400236376741419e-64,2.5832392654226861e-15,1.0237173559436765e-43,1.1741920994630791e-33,1.2795758469256405e-51,7.7315725070130521e-53,3.1028153385978138e-25,5.103034859511362e-50,1.0244748032722005e-08,4.9257700818295208e-10,1.8918739120074725e-13,1.2973116685719577e-17,1.9152126678576568e-13,3.5488555089969556e-16,3.1091262600146772e-16,3.9966037886717418e-19,1.7383001737674729e-26,2.8112397406527119e-28
3.080150722122581e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755018097284,0.1186699536083972,0.022821567394439576,0.0,1.2784511767227925e-28,1.5891319902456926e-21,2.6974140880262556e-32,6.0315619558924662e-30,6.1456862455849806e-64,3.132106905945683e-15,6.7472711218540276e-64,3.1320715977181971e-15,2.1612577920152187e-43,2.4956245165106035e-33,4.2074651436803012e-51,2.5422586795068549e-52,5.4864875637946362e-25,1.2737545303129983e-49,1.2421334785410981e-08,5.9722943004395199e-10,2.292081152133676e-13,1.5744354426000837e-17,2.3269255464784678e-13,4.7119070255747931e-16,5.0998342978507537e-16,5.8720327020057873e-19,3.0716543644683029e-26,6.7060631731975438e-28
3.6198850834781475e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754789965282,0.11866995143177038,0.02282156734211337,0.0,2.3961313803985774e-28,2.198238640668618e-21,6.3754833387639206e-32,9.7440810804897765e-30,1.8364620978366802e-63,3.6809526108673079e-15,1.6850329445067663e-63,3.6809038805011409e-15,4.0545326337181407e-43,4.7051066295209038e-33,1.1246885679891913e-50,6.7956236765019246e-52,8.8663924653081899e-25,2.7444176054916231e-49,1.4597920717822935e-08,7.018818502145133e-10,2.6916805478269498e-13,1.8511383109382623e-17,2.7404299851332216e-13,5.9079822011801081e-16,7.6657317925481681e-16,8.1072344847988971e-19,4.9606217688602702e-26,1.3823035455922521e-27
4.159619444833714e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754561833346,0.11866994925514437,0.02282156728978716,0.0,4.1302014661280486e-28,2.9056612262142608e-21,1.3430345681445996e-31,1.4740105917751076e-29,4.7923711631456847e-63,4.2298004170945757e-15,3.7431623738639024e-63,4.2297361137947506e-15,6.9925301199463407e-43,8.1427331468232901e-33,2.6499882808730876e-50,1.6011746870159062e-51,1.3420074801636922e-24,5.3501853860574279e-49,1.6774505829959057e-08,8.0653426869465171e-10,3.0906730383928265e-13,2.127420934652494e-17,3.1557367633879449e-13,7.1234836510521534e-16,1.0819476789585793e-15,1.0702071222664873e-18,7.5033105823427233e-26,2.5729048267925496e-27
4.6993538061892806e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754333701466,0.11866994707851919,0.022821567237460951,0.0,6.6818740750842358e-28,3.7112569332619665e-21,2.5994997298441042e-31,2.1207763205377384e-29,1.1382288257575124e-62,4.7786503214036742e-15,7.6360720723194175e-63,4.7785682976220894e-15,1.1315858769142963e-42,1.3208897327918051e-32,5.7053396763926098e-50,3.4472580655723738e-51,1.9322493816163562e-24,9.6845265925291306e-49,1.8951090121820898e-08,9.1118668548438348e-10,3.4890595484641542e-13,2.4032839340244027e-17,3.57284820065876e-13,8.3533181236165399e-16,1.456523787729009e-15,1.3656406854486752e-18,1.0796069375827087e-25,4.4350977823858355e-27
5.239088167544847e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754105569658,0.11866994490189482,0.022821567185134742,0.0,1.0278553507457711e-27,4.6148841434385756e-21,4.6980677216032381e-31,2.9333156720450824e-29,2.5012285178379584e-62,5.3275023205976602e-15,1.4525278381144013e-62,5.3274004320060201e-15,1.7409184388622292e-42,2.035618614259131e-32,1.1408841477436874e-49,6.8933646924459344e-51,2.6747473881636137e-24,1.6517475676024753e-48,2.1127673593409145e-08,1.0158391005837236e-09,3.886840994962613e-13,2.6787279714990995e-17,3.9917658842377876e-13,9.5931476235732339e-16,1.8906436094775094e-15,1.6970106593938637e-18,1.4934346906161128e-25,7.1933299692708981e-27
6.31855689025598e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756753649306226,0.11866994054864857,0.02282156708048233,0.0,2.1696117274654345e-27,6.7156663195742209e-21,1.3268687290453237e-30,5.1298710925591161e-29,1.0954038126486062e-61,6.425212590845616e-15,4.5630979718016215e-62,6.4250645525352667e-15,3.6745783863598724e-42,4.3063498197137871e-32,3.9912616544175781e-49,2.411536021196309e-50,4.686258295194692e-24,4.2235895718166598e-48,2.5480838075764119e-08,1.22514392571128e-09,4.6805923668904805e-13,3.2283616338231424e-17,4.8350267564442099e-13,1.2085017185875445e-15,2.9389248670910805e-15,2.4675059175741307e-18,2.6128677304749478e-25,1.6520099420790791e-26
